T,M,E,C
0.50,1.00,-2.00,0.00
0.66,1.00,-2.00,0.00
0.82,1.00,-2.00,0.00
0.97,1.00,-2.00,0.01
1.13,1.00,-2.00,0.02
1.29,1.00,-1.99,0.03
1.45,1.00,-1.98,0.08
1.61,0.99,-1.97,0.13
1.76,0.99,-1.95,0.18
1.92,0.98,-1.91,0.27
2.03,0.97,-1.88,0.29
2.05,0.97,-1.88,0.29
2.07,0.97,-1.87,0.32
2.08,0.97,-1.87,0.30
2.08,0.97,-1.87,0.33
2.12,0.97,-1.86,0.33
2.13,0.96,-1.85,0.36
2.14,0.96,-1.85,0.34
2.15,0.96,-1.84,0.35
2.15,0.96,-1.84,0.34
2.17,0.96,-1.84,0.38
2.17,0.96,-1.84,0.37
2.17,0.96,-1.84,0.36
2.18,0.96,-1.83,0.37
2.18,0.96,-1.83,0.41
2.18,0.96,-1.83,0.37
2.19,0.96,-1.83,0.37
2.19,0.96,-1.83,0.36
2.20,0.96,-1.83,0.36
2.20,0.96,-1.82,0.37
2.21,0.96,-1.82,0.39
2.21,0.96,-1.82,0.36
2.22,0.96,-1.82,0.37
2.22,0.96,-1.82,0.38
2.22,0.96,-1.82,0.37
2.22,0.96,-1.82,0.38
2.23,0.96,-1.82,0.38
2.23,0.96,-1.81,0.40
2.23,0.96,-1.81,0.39
2.23,0.96,-1.82,0.41
2.24,0.96,-1.81,0.39
2.24,0.95,-1.81,0.41
2.24,0.95,-1.81,0.40
2.24,0.95,-1.81,0.39
2.24,0.95,-1.81,0.39
2.25,0.95,-1.81,0.41
2.25,0.95,-1.80,0.41
2.25,0.95,-1.81,0.42
2.26,0.95,-1.80,0.40
2.26,0.95,-1.80,0.40
2.26,0.95,-1.80,0.40
2.26,0.95,-1.80,0.41
2.27,0.95,-1.80,0.42
2.27,0.95,-1.80,0.43
2.27,0.95,-1.80,0.42
2.27,0.95,-1.80,0.40
2.27,0.95,-1.80,0.42
2.27,0.95,-1.80,0.41
2.27,0.95,-1.80,0.42
2.28,0.95,-1.80,0.43
2.28,0.95,-1.79,0.43
2.28,0.95,-1.79,0.43
2.29,0.95,-1.80,0.42
2.29,0.95,-1.79,0.44
2.29,0.95,-1.79,0.46
2.30,0.95,-1.79,0.41
2.30,0.95,-1.78,0.40
2.30,0.95,-1.78,0.46
2.31,0.95,-1.78,0.45
2.32,0.95,-1.78,0.42
2.32,0.95,-1.78,0.44
2.33,0.95,-1.77,0.46
2.33,0.95,-1.77,0.45
2.34,0.94,-1.77,0.47
2.34,0.94,-1.76,0.46
2.35,0.94,-1.76,0.46
2.36,0.94,-1.76,0.46
2.36,0.94,-1.76,0.47
2.36,0.94,-1.76,0.43
2.36,0.94,-1.76,0.45
2.37,0.94,-1.75,0.49
2.38,0.94,-1.75,0.48
2.38,0.94,-1.75,0.47
2.39,0.94,-1.74,0.49
2.42,0.93,-1.73,0.50
2.42,0.93,-1.73,0.51
2.43,0.93,-1.72,0.53
2.45,0.93,-1.72,0.51
2.45,0.93,-1.72,0.52
2.46,0.93,-1.71,0.52
2.46,0.93,-1.71,0.55
2.48,0.93,-1.70,0.53
2.48,0.93,-1.70,0.50
2.55,0.91,-1.66,0.56
2.71,0.89,-1.57,0.63
2.87,0.85,-1.44,0.72
3.03,0.82,-1.34,0.92
3.18,0.78,-1.21,0.78
3.34,0.72,-1.06,0.75
3.50,0.68,-0.94,0.83
