T,M,E,C
0.50,1.00,-2.00,0.00
0.66,1.00,-2.00,0.00
0.82,1.00,-2.00,0.00
0.97,1.00,-2.00,0.02
1.13,1.00,-2.00,0.03
1.29,1.00,-1.99,0.08
1.45,0.99,-1.97,0.13
1.61,0.99,-1.94,0.22
1.76,0.98,-1.91,0.25
1.92,0.96,-1.86,0.36
2.00,0.95,-1.83,0.44
2.02,0.95,-1.82,0.45
2.03,0.95,-1.81,0.47
2.04,0.95,-1.81,0.46
2.06,0.95,-1.80,0.47
2.07,0.94,-1.79,0.46
2.08,0.94,-1.79,0.49
2.09,0.94,-1.79,0.50
2.10,0.94,-1.78,0.55
2.11,0.94,-1.77,0.51
2.12,0.94,-1.77,0.55
2.12,0.93,-1.77,0.51
2.13,0.93,-1.76,0.55
2.13,0.93,-1.76,0.56
2.13,0.93,-1.76,0.55
2.14,0.93,-1.76,0.57
2.14,0.93,-1.76,0.58
2.14,0.93,-1.76,0.58
2.16,0.93,-1.75,0.60
2.16,0.93,-1.74,0.59
2.17,0.93,-1.74,0.58
2.17,0.93,-1.74,0.62
2.17,0.92,-1.74,0.61
2.17,0.93,-1.74,0.58
2.18,0.93,-1.74,0.57
2.18,0.92,-1.74,0.59
2.19,0.92,-1.73,0.61
2.20,0.92,-1.72,0.62
2.20,0.92,-1.72,0.65
2.20,0.92,-1.72,0.60
2.21,0.92,-1.72,0.60
2.21,0.92,-1.71,0.64
2.22,0.91,-1.71,0.66
2.22,0.91,-1.71,0.67
2.23,0.91,-1.70,0.63
2.23,0.91,-1.70,0.65
2.23,0.91,-1.70,0.66
2.24,0.91,-1.70,0.64
2.24,0.91,-1.70,0.61
2.24,0.91,-1.70,0.59
2.25,0.91,-1.70,0.66
2.25,0.91,-1.69,0.65
2.25,0.91,-1.69,0.61
2.25,0.91,-1.69,0.67
2.26,0.91,-1.69,0.68
2.26,0.91,-1.68,0.67
2.28,0.90,-1.68,0.68
2.28,0.90,-1.67,0.71
2.28,0.90,-1.67,0.70
2.28,0.90,-1.67,0.70
2.29,0.90,-1.66,0.73
2.30,0.90,-1.66,0.75
2.30,0.90,-1.66,0.71
2.30,0.89,-1.65,0.69
2.30,0.90,-1.66,0.70
2.30,0.90,-1.66,0.68
2.30,0.89,-1.65,0.70
2.31,0.90,-1.66,0.69
2.31,0.89,-1.65,0.73
2.31,0.89,-1.65,0.70
2.32,0.89,-1.64,0.72
2.33,0.89,-1.64,0.70
2.33,0.89,-1.64,0.71
2.33,0.89,-1.64,0.75
2.34,0.89,-1.63,0.74
2.34,0.89,-1.63,0.72
2.34,0.89,-1.63,0.74
2.34,0.88,-1.62,0.75
2.34,0.89,-1.63,0.70
2.34,0.88,-1.62,0.79
2.34,0.89,-1.62,0.74
2.35,0.88,-1.62,0.72
2.36,0.88,-1.62,0.77
2.37,0.88,-1.61,0.73
2.37,0.88,-1.60,0.77
2.37,0.88,-1.61,0.72
2.38,0.87,-1.60,0.75
2.39,0.87,-1.59,0.74
2.39,0.87,-1.60,0.75
2.39,0.87,-1.59,0.78
2.42,0.86,-1.56,0.83
2.50,0.84,-1.50,0.85
2.55,0.82,-1.46,0.95
2.59,0.81,-1.43,0.98
2.71,0.75,-1.31,0.98
2.87,0.68,-1.14,0.94
3.03,0.58,-0.98,1.13
3.18,0.51,-0.85,0.95
3.34,0.43,-0.73,0.67
3.50,0.38,-0.64,0.62
