T,M,E,C
0.50,1.00,-2.00,0.00
0.66,1.00,-2.00,0.00
0.82,1.00,-2.00,0.00
0.97,1.00,-2.00,0.00
1.13,1.00,-2.00,0.02
1.29,1.00,-1.99,0.05
1.45,1.00,-1.98,0.10
1.61,0.99,-1.96,0.15
1.76,0.99,-1.94,0.20
1.92,0.98,-1.90,0.28
2.03,0.97,-1.87,0.35
2.04,0.97,-1.87,0.32
2.08,0.96,-1.85,0.35
2.08,0.96,-1.85,0.36
2.09,0.96,-1.85,0.38
2.09,0.96,-1.85,0.37
2.12,0.96,-1.83,0.40
2.12,0.96,-1.83,0.39
2.12,0.96,-1.83,0.38
2.14,0.96,-1.83,0.38
2.14,0.96,-1.83,0.41
2.15,0.96,-1.83,0.38
2.15,0.96,-1.82,0.40
2.17,0.95,-1.82,0.43
2.18,0.95,-1.81,0.40
2.18,0.95,-1.81,0.40
2.20,0.95,-1.80,0.44
2.20,0.95,-1.80,0.45
2.21,0.95,-1.80,0.41
2.21,0.95,-1.80,0.42
2.22,0.95,-1.80,0.43
2.22,0.95,-1.80,0.43
2.22,0.95,-1.80,0.42
2.22,0.95,-1.79,0.44
2.23,0.95,-1.79,0.47
2.24,0.95,-1.79,0.44
2.24,0.95,-1.79,0.46
2.24,0.95,-1.79,0.46
2.24,0.95,-1.78,0.45
2.24,0.95,-1.78,0.46
2.25,0.94,-1.78,0.46
2.25,0.95,-1.78,0.44
2.25,0.95,-1.78,0.44
2.25,0.94,-1.78,0.44
2.26,0.94,-1.78,0.45
2.26,0.94,-1.78,0.48
2.26,0.94,-1.77,0.47
2.27,0.94,-1.77,0.49
2.27,0.94,-1.77,0.47
2.27,0.94,-1.77,0.46
2.28,0.94,-1.77,0.49
2.28,0.94,-1.77,0.49
2.28,0.94,-1.77,0.47
2.28,0.94,-1.77,0.49
2.28,0.94,-1.76,0.50
2.29,0.94,-1.77,0.45
2.29,0.94,-1.77,0.48
2.29,0.94,-1.76,0.49
2.29,0.94,-1.75,0.50
2.29,0.94,-1.76,0.47
2.29,0.94,-1.76,0.49
2.30,0.94,-1.76,0.48
2.30,0.94,-1.75,0.49
2.31,0.94,-1.75,0.47
2.31,0.94,-1.75,0.49
2.31,0.94,-1.75,0.48
2.31,0.94,-1.75,0.49
2.31,0.94,-1.75,0.48
2.32,0.94,-1.75,0.53
2.32,0.94,-1.75,0.53
2.32,0.94,-1.75,0.50
2.33,0.93,-1.74,0.53
2.34,0.93,-1.74,0.50
2.35,0.93,-1.73,0.53
2.35,0.93,-1.73,0.53
2.36,0.93,-1.73,0.51
2.36,0.93,-1.72,0.54
2.37,0.93,-1.72,0.53
2.38,0.93,-1.72,0.55
2.38,0.93,-1.72,0.52
2.38,0.93,-1.71,0.56
2.39,0.93,-1.71,0.57
2.39,0.92,-1.71,0.52
2.39,0.93,-1.71,0.51
2.39,0.93,-1.71,0.53
2.39,0.93,-1.71,0.53
2.41,0.92,-1.70,0.57
2.41,0.92,-1.70,0.53
2.41,0.92,-1.70,0.55
2.42,0.92,-1.70,0.57
2.46,0.91,-1.67,0.59
2.48,0.91,-1.66,0.62
2.51,0.90,-1.64,0.62
2.55,0.89,-1.61,0.68
2.71,0.86,-1.50,0.71
2.87,0.83,-1.39,0.78
3.03,0.78,-1.25,0.89
3.18,0.73,-1.12,0.86
3.34,0.68,-0.98,0.84
3.50,0.63,-0.88,0.81
