T,M,E,C
0.50,1.00,-2.00,0.00
0.66,1.00,-2.00,0.00
0.82,1.00,-2.00,0.00
0.97,1.00,-2.00,0.01
1.13,1.00,-1.99,0.04
1.29,1.00,-1.99,0.08
1.45,0.99,-1.97,0.12
1.61,0.99,-1.95,0.16
1.76,0.98,-1.92,0.26
1.92,0.96,-1.87,0.38
1.98,0.96,-1.85,0.37
2.00,0.95,-1.83,0.43
2.08,0.95,-1.80,0.48
2.09,0.94,-1.79,0.50
2.10,0.94,-1.79,0.51
2.11,0.94,-1.78,0.47
2.13,0.94,-1.78,0.50
2.14,0.94,-1.77,0.50
2.15,0.93,-1.76,0.59
2.16,0.93,-1.76,0.57
2.17,0.93,-1.76,0.56
2.17,0.93,-1.76,0.51
2.18,0.93,-1.75,0.54
2.20,0.92,-1.74,0.61
2.20,0.93,-1.74,0.56
2.20,0.92,-1.73,0.56
2.21,0.92,-1.73,0.59
2.21,0.92,-1.73,0.58
2.21,0.92,-1.73,0.59
2.22,0.92,-1.73,0.60
2.22,0.92,-1.72,0.60
2.23,0.92,-1.72,0.59
2.23,0.92,-1.72,0.61
2.24,0.92,-1.72,0.60
2.24,0.92,-1.72,0.57
2.24,0.92,-1.71,0.61
2.24,0.92,-1.71,0.63
2.24,0.92,-1.71,0.60
2.24,0.92,-1.72,0.61
2.24,0.92,-1.71,0.57
2.24,0.92,-1.71,0.60
2.25,0.92,-1.71,0.61
2.25,0.92,-1.71,0.59
2.25,0.92,-1.71,0.64
2.26,0.92,-1.71,0.62
2.26,0.92,-1.71,0.62
2.27,0.91,-1.70,0.62
2.27,0.91,-1.70,0.62
2.27,0.91,-1.69,0.63
2.28,0.91,-1.69,0.67
2.29,0.91,-1.69,0.63
2.29,0.91,-1.69,0.63
2.29,0.91,-1.68,0.61
2.30,0.91,-1.68,0.62
2.30,0.91,-1.68,0.64
2.30,0.90,-1.68,0.64
2.30,0.91,-1.68,0.65
2.30,0.90,-1.67,0.70
2.31,0.91,-1.68,0.60
2.31,0.90,-1.67,0.68
2.31,0.90,-1.67,0.66
2.31,0.90,-1.67,0.64
2.31,0.90,-1.67,0.69
2.32,0.90,-1.67,0.66
2.32,0.90,-1.66,0.69
2.32,0.90,-1.66,0.66
2.33,0.90,-1.66,0.65
2.33,0.90,-1.65,0.67
2.33,0.90,-1.66,0.69
2.34,0.90,-1.65,0.73
2.34,0.90,-1.65,0.68
2.34,0.90,-1.65,0.71
2.35,0.90,-1.65,0.67
2.35,0.90,-1.65,0.74
2.35,0.89,-1.64,0.73
2.35,0.89,-1.64,0.70
2.36,0.89,-1.64,0.72
2.36,0.89,-1.63,0.70
2.36,0.89,-1.63,0.67
2.38,0.89,-1.62,0.72
2.38,0.89,-1.62,0.68
2.38,0.88,-1.62,0.73
2.39,0.89,-1.62,0.71
2.39,0.88,-1.61,0.75
2.39,0.89,-1.62,0.73
2.39,0.88,-1.61,0.76
2.40,0.88,-1.61,0.71
2.40,0.88,-1.61,0.74
2.43,0.87,-1.59,0.77
2.43,0.87,-1.58,0.79
2.44,0.87,-1.58,0.79
2.45,0.87,-1.57,0.74
2.47,0.86,-1.55,0.71
2.55,0.84,-1.49,0.89
2.71,0.78,-1.34,1.01
2.87,0.71,-1.20,1.10
3.03,0.65,-1.06,0.82
3.18,0.56,-0.90,0.78
3.34,0.51,-0.80,0.84
3.50,0.44,-0.68,0.65
