T,M,E,C
0.50,1.00,-2.00,0.00
0.66,1.00,-2.00,0.00
0.82,1.00,-2.00,0.00
0.97,1.00,-2.00,0.01
1.13,1.00,-1.99,0.03
1.29,0.99,-1.98,0.10
1.45,0.99,-1.97,0.15
1.61,0.98,-1.93,0.26
1.76,0.97,-1.88,0.37
1.92,0.94,-1.81,0.54
2.03,0.91,-1.74,0.69
2.04,0.91,-1.74,0.73
2.08,0.90,-1.71,0.73
2.11,0.89,-1.68,0.82
2.12,0.89,-1.68,0.91
2.12,0.89,-1.68,0.85
2.13,0.88,-1.67,0.89
2.13,0.88,-1.68,0.79
2.13,0.88,-1.67,0.80
2.15,0.87,-1.65,0.85
2.15,0.88,-1.66,0.81
2.15,0.87,-1.65,0.92
2.15,0.87,-1.65,0.92
2.16,0.87,-1.65,0.84
2.16,0.88,-1.65,0.83
2.16,0.87,-1.64,0.93
2.16,0.87,-1.64,0.94
2.17,0.87,-1.64,0.86
2.17,0.87,-1.64,0.90
2.17,0.86,-1.63,0.92
2.18,0.86,-1.63,0.92
2.18,0.87,-1.64,0.88
2.18,0.87,-1.64,0.97
2.18,0.86,-1.62,0.90
2.18,0.86,-1.62,0.97
2.19,0.86,-1.63,0.94
2.19,0.86,-1.62,0.90
2.19,0.85,-1.61,0.97
2.19,0.85,-1.61,0.96
2.20,0.85,-1.61,0.99
2.20,0.85,-1.61,0.96
2.22,0.84,-1.59,0.99
2.22,0.84,-1.58,1.04
2.23,0.84,-1.58,1.03
2.23,0.83,-1.57,1.11
2.24,0.83,-1.57,1.10
2.25,0.82,-1.55,1.10
2.26,0.82,-1.55,1.11
2.26,0.82,-1.54,1.09
2.26,0.81,-1.54,1.16
2.26,0.81,-1.54,1.07
2.27,0.80,-1.53,1.15
2.27,0.81,-1.53,1.16
2.27,0.80,-1.52,1.12
2.27,0.80,-1.53,1.15
2.28,0.81,-1.53,1.10
2.28,0.80,-1.52,1.16
2.29,0.80,-1.52,1.19
2.29,0.80,-1.51,1.06
2.29,0.79,-1.51,1.13
2.30,0.79,-1.50,1.25
2.30,0.78,-1.50,1.26
2.30,0.78,-1.49,1.18
2.30,0.79,-1.51,1.19
2.31,0.79,-1.49,1.16
2.31,0.78,-1.48,1.19
2.32,0.74,-1.46,1.44
2.32,0.77,-1.47,1.18
2.32,0.77,-1.47,1.25
2.33,0.75,-1.45,1.35
2.34,0.75,-1.45,1.27
2.35,0.74,-1.43,1.33
2.35,0.75,-1.43,1.31
2.36,0.74,-1.43,1.38
2.36,0.75,-1.43,1.19
2.36,0.72,-1.42,1.43
2.36,0.71,-1.40,1.55
2.37,0.74,-1.42,1.25
2.37,0.74,-1.42,1.29
2.38,0.73,-1.42,1.24
2.38,0.71,-1.39,1.30
2.38,0.74,-1.41,1.25
2.39,0.71,-1.38,1.40
2.39,0.68,-1.36,1.63
2.39,0.71,-1.38,1.37
2.40,0.70,-1.38,1.40
2.41,0.65,-1.34,1.48
2.41,0.68,-1.35,1.39
2.44,0.67,-1.32,1.30
2.45,0.63,-1.30,1.49
2.45,0.65,-1.30,1.47
2.46,0.64,-1.30,1.54
2.48,0.60,-1.26,1.42
2.55,0.49,-1.16,1.33
2.71,0.33,-0.99,1.06
2.87,0.22,-0.87,0.60
3.03,0.14,-0.78,0.53
3.18,0.12,-0.72,0.38
3.34,0.09,-0.67,0.35
3.50,0.08,-0.62,0.30
