T,M,E,C
0.50,1.00,-2.00,0.00
0.66,1.00,-2.00,0.00
0.82,1.00,-2.00,0.00
0.97,1.00,-2.00,0.00
1.13,1.00,-2.00,0.02
1.29,1.00,-2.00,0.03
1.45,1.00,-1.99,0.07
1.61,1.00,-1.98,0.08
1.76,0.99,-1.96,0.14
1.92,0.99,-1.93,0.18
2.03,0.98,-1.91,0.23
2.07,0.98,-1.90,0.25
2.08,0.98,-1.90,0.24
2.10,0.98,-1.89,0.26
2.14,0.97,-1.88,0.27
2.14,0.97,-1.88,0.28
2.14,0.97,-1.88,0.28
2.15,0.97,-1.88,0.29
2.17,0.97,-1.87,0.30
2.17,0.97,-1.87,0.29
2.17,0.97,-1.87,0.28
2.18,0.97,-1.87,0.30
2.18,0.97,-1.87,0.31
2.19,0.97,-1.87,0.30
2.19,0.97,-1.86,0.30
2.19,0.97,-1.87,0.32
2.20,0.97,-1.86,0.33
2.20,0.97,-1.86,0.31
2.20,0.97,-1.86,0.30
2.21,0.97,-1.86,0.32
2.21,0.97,-1.86,0.31
2.22,0.97,-1.86,0.33
2.23,0.97,-1.86,0.32
2.23,0.97,-1.86,0.31
2.23,0.97,-1.85,0.34
2.23,0.97,-1.85,0.33
2.24,0.97,-1.85,0.32
2.24,0.97,-1.85,0.33
2.24,0.97,-1.85,0.32
2.24,0.97,-1.85,0.31
2.24,0.97,-1.85,0.33
2.25,0.97,-1.85,0.34
2.25,0.97,-1.85,0.33
2.25,0.97,-1.85,0.33
2.25,0.97,-1.84,0.33
2.26,0.97,-1.84,0.34
2.26,0.97,-1.84,0.31
2.26,0.97,-1.84,0.34
2.26,0.97,-1.84,0.33
2.27,0.97,-1.84,0.33
2.27,0.96,-1.84,0.35
2.27,0.96,-1.84,0.36
2.27,0.96,-1.84,0.33
2.27,0.96,-1.84,0.36
2.28,0.96,-1.83,0.34
2.28,0.96,-1.83,0.35
2.29,0.96,-1.83,0.34
2.29,0.96,-1.83,0.35
2.29,0.96,-1.83,0.35
2.30,0.96,-1.83,0.33
2.30,0.96,-1.83,0.34
2.30,0.96,-1.83,0.36
2.30,0.96,-1.83,0.37
2.30,0.96,-1.83,0.35
2.31,0.96,-1.82,0.38
2.32,0.96,-1.82,0.34
2.32,0.96,-1.82,0.37
2.33,0.96,-1.82,0.39
2.33,0.96,-1.82,0.36
2.33,0.96,-1.82,0.36
2.34,0.96,-1.82,0.37
2.34,0.96,-1.81,0.38
2.34,0.96,-1.81,0.38
2.34,0.96,-1.82,0.38
2.34,0.96,-1.81,0.36
2.35,0.96,-1.81,0.37
2.35,0.96,-1.81,0.40
2.36,0.96,-1.81,0.36
2.36,0.96,-1.80,0.40
2.37,0.96,-1.81,0.38
2.37,0.96,-1.81,0.35
2.38,0.96,-1.80,0.39
2.38,0.96,-1.80,0.39
2.39,0.95,-1.80,0.38
2.39,0.95,-1.79,0.40
2.40,0.95,-1.79,0.39
2.40,0.95,-1.79,0.42
2.42,0.95,-1.79,0.40
2.42,0.95,-1.78,0.41
2.43,0.95,-1.78,0.41
2.44,0.95,-1.78,0.43
2.51,0.94,-1.74,0.48
2.53,0.94,-1.74,0.48
2.55,0.94,-1.72,0.44
2.71,0.92,-1.65,0.50
2.87,0.89,-1.55,0.56
3.03,0.87,-1.46,0.71
3.18,0.84,-1.35,0.70
3.34,0.80,-1.23,0.89
3.50,0.77,-1.11,0.72
