T,M,E,C
0.50,1.00,-2.00,0.00
0.66,1.00,-2.00,0.00
0.82,1.00,-2.00,0.00
0.97,1.00,-2.00,0.01
1.13,1.00,-2.00,0.03
1.29,1.00,-1.99,0.07
1.45,0.99,-1.97,0.13
1.61,0.98,-1.94,0.21
1.76,0.97,-1.90,0.29
1.92,0.95,-1.84,0.42
2.01,0.94,-1.80,0.52
2.08,0.93,-1.77,0.58
2.08,0.93,-1.77,0.58
2.08,0.93,-1.76,0.59
2.09,0.93,-1.76,0.56
2.10,0.92,-1.75,0.62
2.11,0.93,-1.75,0.58
2.11,0.92,-1.75,0.58
2.13,0.92,-1.74,0.64
2.15,0.92,-1.72,0.66
2.16,0.92,-1.72,0.63
2.19,0.91,-1.70,0.74
2.19,0.91,-1.70,0.69
2.20,0.90,-1.69,0.67
2.20,0.90,-1.69,0.71
2.20,0.90,-1.69,0.70
2.20,0.90,-1.69,0.74
2.20,0.90,-1.69,0.65
2.20,0.90,-1.69,0.71
2.21,0.90,-1.69,0.71
2.21,0.90,-1.68,0.71
2.21,0.90,-1.68,0.75
2.22,0.90,-1.68,0.68
2.22,0.90,-1.67,0.69
2.22,0.90,-1.68,0.71
2.22,0.90,-1.67,0.72
2.23,0.90,-1.67,0.73
2.23,0.89,-1.67,0.75
2.23,0.89,-1.66,0.73
2.23,0.90,-1.67,0.72
2.24,0.89,-1.66,0.73
2.24,0.89,-1.66,0.72
2.24,0.89,-1.66,0.74
2.24,0.89,-1.66,0.73
2.25,0.89,-1.65,0.75
2.25,0.89,-1.66,0.72
2.25,0.89,-1.66,0.69
2.26,0.89,-1.65,0.72
2.27,0.88,-1.63,0.76
2.28,0.88,-1.64,0.77
2.28,0.88,-1.63,0.78
2.29,0.88,-1.63,0.78
2.29,0.88,-1.63,0.78
2.29,0.88,-1.63,0.77
2.29,0.88,-1.62,0.80
2.29,0.88,-1.62,0.78
2.29,0.87,-1.61,0.79
2.29,0.87,-1.62,0.81
2.30,0.87,-1.61,0.84
2.30,0.87,-1.61,0.83
2.30,0.87,-1.60,0.83
2.31,0.87,-1.61,0.81
2.31,0.87,-1.61,0.83
2.32,0.87,-1.60,0.82
2.32,0.87,-1.60,0.82
2.32,0.87,-1.60,0.81
2.33,0.86,-1.59,0.87
2.33,0.86,-1.59,0.80
2.33,0.86,-1.59,0.84
2.34,0.86,-1.58,0.85
2.34,0.86,-1.58,0.86
2.34,0.86,-1.58,0.93
2.34,0.86,-1.58,0.83
2.35,0.85,-1.57,0.88
2.35,0.86,-1.58,0.81
2.35,0.86,-1.58,0.90
2.35,0.86,-1.57,0.85
2.36,0.85,-1.57,0.87
2.36,0.85,-1.56,0.88
2.37,0.85,-1.55,0.90
2.37,0.85,-1.55,0.87
2.37,0.85,-1.55,0.84
2.39,0.84,-1.54,0.87
2.39,0.84,-1.54,0.85
2.39,0.84,-1.54,0.89
2.40,0.84,-1.52,0.92
2.41,0.84,-1.53,0.92
2.41,0.83,-1.52,0.93
2.42,0.82,-1.50,1.03
2.42,0.83,-1.51,0.99
2.46,0.81,-1.47,1.02
2.46,0.81,-1.47,0.99
2.47,0.81,-1.46,0.87
2.55,0.77,-1.38,1.01
2.71,0.69,-1.22,1.08
2.87,0.58,-1.05,1.02
3.03,0.48,-0.90,0.88
3.18,0.39,-0.78,0.74
3.34,0.31,-0.68,0.68
3.50,0.29,-0.61,0.47
