T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,0.999956,-1.999823,0.003251,0.000000,0.029730
0.815789,0.999911,-1.999690,0.004476,0.000000,0.056026
0.973684,0.999313,-1.997252,0.023304,0.000000,0.080687
1.131579,0.997983,-1.992155,0.056999,0.000000,0.104880
1.289474,0.995245,-1.982682,0.087364,0.000000,0.129557
1.447368,0.988642,-1.960127,0.183591,0.000000,0.155704
1.605263,0.978104,-1.925436,0.288170,0.000000,0.184567
1.763158,0.963450,-1.876844,0.378290,0.000001,0.218033
1.921053,0.934592,-1.799639,0.561635,0.000002,0.259457
1.974369,0.916285,-1.762044,0.784304,0.000004,0.276279
2.078947,0.877801,-1.682076,0.975780,0.000008,0.315759
2.088929,0.874313,-1.671858,0.915435,0.000007,0.320103
2.108423,0.860775,-1.655357,1.076356,0.000015,0.328938
2.115429,0.866994,-1.658917,1.007291,0.000007,0.332233
2.125658,0.857123,-1.637185,0.978130,0.000006,0.337162
2.129024,0.838440,-1.621023,1.152210,0.000013,0.338817
2.129898,0.855734,-1.636515,0.993214,0.000007,0.339249
2.132507,0.844632,-1.626616,1.156881,0.000011,0.340545
2.142838,0.835632,-1.612565,1.180924,0.000013,0.345774
2.143999,0.852215,-1.627796,0.962587,0.000007,0.346371
2.144916,0.845374,-1.620564,1.014317,0.000009,0.346845
2.145832,0.827944,-1.601917,1.231770,0.000016,0.347319
2.148432,0.842291,-1.614212,1.127919,0.000009,0.348672
2.153889,0.180649,-1.611080,1.150033,0.000865,0.351543
2.154145,0.821602,-1.601087,1.245005,0.000015,0.351679
2.155953,0.537786,-1.601975,1.224228,0.000520,0.352641
2.157327,0.838208,-1.605120,1.025510,0.000009,0.353376
2.173510,0.826469,-1.588286,1.172116,0.000011,0.362249
2.173519,0.813658,-1.576750,1.283822,0.000015,0.362255
2.183011,0.383389,-1.573748,1.191094,0.000673,0.367652
2.188124,0.795463,-1.559596,1.279325,0.000020,0.370620
2.189954,0.806275,-1.572451,1.238086,0.000026,0.371692
2.194926,0.771617,-1.540506,1.422399,0.000043,0.374632
2.195207,0.787971,-1.549403,1.418443,0.000026,0.374800
2.201163,0.799518,-1.554755,1.248702,0.000015,0.378377
2.203924,0.781828,-1.544380,1.414483,0.000030,0.380054
2.221644,-0.611804,-1.511268,1.430953,0.000279,0.391103
2.223291,0.014326,-1.528126,1.413774,0.000778,0.392154
2.225707,0.758644,-1.513740,1.394679,0.000035,0.393703
2.228095,0.060699,-1.527711,1.340186,0.000776,0.395242
2.235311,0.762640,-1.509580,1.388098,0.000025,0.399944
2.236306,0.772182,-1.511524,1.312797,0.000018,0.400597
2.236842,-0.604621,-1.494170,1.537179,0.000265,0.400950
2.236842,0.045560,-1.505979,1.359115,0.000743,0.400951
2.245954,-0.004709,-1.485503,1.597358,0.000686,0.407004
2.249450,0.765230,-1.504667,1.355863,0.000026,0.409354
2.250926,-0.168649,-1.496908,1.377444,0.000694,0.410350
2.253055,0.534774,-1.468406,1.395996,0.000328,0.411792
2.256131,0.554057,-1.479999,1.654630,0.000327,0.413883
2.259227,0.552957,-1.471210,1.507577,0.000318,0.415997
2.262053,-0.281582,-1.445377,1.827533,0.000524,0.417935
2.270924,0.310889,-1.458340,1.483710,0.000541,0.424065
2.270941,0.341720,-1.459764,1.526299,0.000526,0.424077
2.278585,0.439184,-1.428855,1.555328,0.000377,0.429404
2.282603,-0.225370,-1.437019,1.692472,0.000561,0.432218
2.283979,0.309291,-1.419385,1.699707,0.000480,0.433183
2.287037,-0.016650,-1.428879,1.735109,0.000619,0.435331
2.288014,-0.016222,-1.441255,1.523213,0.000639,0.436017
2.291934,-0.039798,-1.415178,1.607442,0.000589,0.438775
2.294360,0.113072,-1.411166,1.562365,0.000566,0.440483
2.295099,0.126283,-1.404812,1.661758,0.000551,0.441004
2.302039,-0.031787,-1.396454,1.642435,0.000559,0.445893
2.302507,0.438003,-1.394209,1.735303,0.000316,0.446223
2.306810,0.373959,-1.381313,1.733541,0.000369,0.449252
2.308511,0.160064,-1.383606,1.797070,0.000510,0.450449
2.317222,0.222790,-1.374408,1.587876,0.000471,0.456561
2.318494,0.013071,-1.360112,1.544114,0.000504,0.457451
2.323001,0.246915,-1.359853,1.628320,0.000417,0.460595
2.323652,-0.126366,-1.379797,1.586284,0.000517,0.461049
2.325553,0.305569,-1.349128,1.673410,0.000362,0.462370
2.330875,0.368763,-1.360259,1.580964,0.000331,0.466056
2.332290,-0.041687,-1.360861,1.560459,0.000507,0.467032
2.332600,-0.378620,-1.379209,1.376275,0.000384,0.467245
2.333295,-0.117821,-1.327476,1.516772,0.000431,0.467724
2.333447,0.187382,-1.351864,1.593456,0.000441,0.467829
2.337991,-0.173339,-1.333592,1.548838,0.000407,0.470946
2.350600,0.300117,-1.336800,1.637379,0.000374,0.479478
2.350859,0.499721,-1.333739,1.577590,0.000167,0.479651
2.353847,0.001186,-1.286354,1.570023,0.000374,0.481644
2.367276,-0.123578,-1.283669,1.623349,0.000361,0.490447
2.381819,-0.147969,-1.257047,1.608226,0.000309,0.499670
2.382206,0.171787,-1.256428,1.549800,0.000301,0.499911
2.394737,0.020664,-1.238923,1.306262,0.000312,0.507568
2.406262,-0.113237,-1.227622,1.381594,0.000269,0.514370
2.409516,0.009941,-1.240360,1.421743,0.000326,0.516248
2.413931,-0.041233,-1.228208,1.351815,0.000313,0.518766
2.414494,-0.046953,-1.238213,1.436659,0.000315,0.519085
2.416457,0.116385,-1.243928,1.367789,0.000323,0.520191
2.429178,0.028387,-1.191442,1.261962,0.000245,0.527196
2.434688,-0.016407,-1.190443,1.269477,0.000254,0.530142
2.466902,-0.020074,-1.154240,1.206405,0.000215,0.546334
2.515356,-0.002572,-1.093507,0.947354,0.000141,0.567660
2.552632,0.060027,-1.068197,0.883551,0.000127,0.581956
2.710526,-0.002513,-0.951816,0.568128,0.000059,0.628267
2.868421,0.050473,-0.878776,0.523719,0.000043,0.660440
