T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,1.000000,-2.000000,0.000000,0.000000,0.024099
0.815789,0.999911,-1.999662,0.004227,0.000000,0.045445
0.973684,0.999387,-1.997600,0.023110,0.000000,0.065501
1.131579,0.998000,-1.992196,0.043768,0.000000,0.085221
1.289474,0.995599,-1.983342,0.088644,0.000000,0.105399
1.447368,0.989144,-1.960621,0.170747,0.000000,0.126870
1.605263,0.978898,-1.925553,0.266454,0.000000,0.150721
1.763158,0.962403,-1.873650,0.421202,0.000000,0.178665
1.921053,0.933245,-1.797345,0.608578,0.000000,0.213929
2.005823,0.909577,-1.742866,0.744783,0.000001,0.238151
2.009558,0.909394,-1.742197,0.700397,0.000000,0.239343
2.039400,0.898677,-1.718353,0.817674,0.000001,0.249334
2.078947,0.877732,-1.678995,0.920347,0.000001,0.264061
2.106301,0.868615,-1.658308,0.933545,0.000001,0.275455
2.109886,0.865558,-1.654460,0.929767,0.000001,0.277033
2.111123,0.860773,-1.648719,1.007835,0.000001,0.277582
2.124085,0.854913,-1.634475,1.070829,0.000001,0.283494
2.128730,0.844970,-1.630278,1.128376,0.000002,0.285684
2.136872,0.844758,-1.622877,1.091288,0.000002,0.289620
2.136993,0.855674,-1.632012,0.995606,0.000001,0.289680
2.148844,0.841136,-1.613331,1.105882,0.000002,0.295644
2.153516,0.840887,-1.611842,1.018837,0.000001,0.298074
2.161011,0.837223,-1.604988,1.095527,0.000001,0.302070
2.168645,0.823388,-1.589373,1.163987,0.000002,0.306269
2.173506,0.807121,-1.575782,1.299069,0.000004,0.309012
2.177528,0.799113,-1.568479,1.301096,0.000004,0.311324
2.184647,0.797847,-1.569351,1.339679,0.000006,0.315512
2.192336,0.789021,-1.556997,1.428263,0.000005,0.320175
2.196465,0.788919,-1.550810,1.426654,0.000004,0.322741
2.199562,0.782115,-1.541853,1.383286,0.000005,0.324693
2.202226,0.791180,-1.545619,1.283385,0.000003,0.326393
2.202742,0.793656,-1.547432,1.349456,0.000004,0.326724
2.203557,0.805860,-1.557796,1.273578,0.000002,0.327249
2.211658,0.784429,-1.536066,1.238134,0.000003,0.332556
2.212553,0.787560,-1.538659,1.247015,0.000003,0.333152
2.217819,0.767922,-1.520387,1.343594,0.000004,0.336704
