T,M,E,C,chi,S
2.218298,0.778743,-1.531128,1.518004,0.000004,0.337031
2.223961,0.762483,-1.513835,1.322945,0.000005,0.340936
2.227026,0.743220,-1.501458,1.599070,0.000006,0.343083
2.233374,0.726597,-1.498068,1.656584,0.000009,0.347603
2.234998,0.731462,-1.496298,1.679426,0.000011,0.348774
2.236119,0.742773,-1.497118,1.519382,0.000006,0.349586
2.236599,0.768124,-1.512210,1.427835,0.000004,0.349935
2.236842,-0.245305,-1.475359,2.145673,0.000227,0.350112
2.237096,0.754187,-1.502510,1.378131,0.000005,0.350297
2.241768,0.727418,-1.481915,1.568440,0.000006,0.353723
2.243344,0.299185,-1.463436,2.025472,0.000201,0.354890
2.252543,0.395205,-1.459260,1.887919,0.000166,0.361798
2.255884,0.358435,-1.465895,1.710659,0.000192,0.364346
2.269863,0.665775,-1.435656,1.772632,0.000012,0.375192
2.275338,0.651319,-1.430242,1.847152,0.000016,0.379500
2.277265,-0.094437,-1.428143,1.642280,0.000221,0.381022
2.278483,-0.307609,-1.421214,1.878695,0.000169,0.381986
2.278817,0.663860,-1.430518,1.891673,0.000013,0.382250
2.282240,0.657216,-1.426443,1.857504,0.000016,0.384961
2.283170,-0.083675,-1.409747,1.898392,0.000208,0.385698
2.288093,-0.444714,-1.393669,1.981626,0.000094,0.389603
2.289550,0.007152,-1.401602,1.717715,0.000197,0.390758
2.298768,-0.010255,-1.346272,1.885008,0.000134,0.398055
2.301587,0.082896,-1.367613,1.767399,0.000164,0.400277
2.302081,0.627797,-1.392510,1.926751,0.000016,0.400666
2.305889,-0.339305,-1.356171,1.868895,0.000111,0.403654
2.306571,0.540623,-1.363154,1.796149,0.000028,0.404187
2.308205,0.197762,-1.355380,1.845780,0.000142,0.405463
2.311460,0.347543,-1.371266,1.743012,0.000125,0.407995
2.313620,-0.087661,-1.351541,1.602532,0.000154,0.409667
2.313824,-0.094573,-1.360901,1.825382,0.000168,0.409825
2.314978,0.205189,-1.331770,1.646638,0.000112,0.410715
2.319977,-0.308175,-1.359349,1.921142,0.000129,0.414546
2.325209,0.282715,-1.311007,1.826424,0.000081,0.418506
2.325604,-0.197250,-1.350743,1.530414,0.000154,0.418803
2.329164,0.126226,-1.309333,1.742073,0.000114,0.421464
2.343465,-0.153703,-1.286579,1.700706,0.000099,0.431863
2.344175,0.010835,-1.302334,1.851465,0.000134,0.432366
2.345620,0.021045,-1.280731,1.513257,0.000105,0.433386
2.346248,0.248942,-1.297923,1.643120,0.000095,0.433828
2.346314,0.006102,-1.281121,1.728858,0.000098,0.433874
2.349850,0.035279,-1.301514,1.710650,0.000132,0.436342
2.352887,-0.297135,-1.268265,1.455196,0.000053,0.438435
2.394482,-0.007192,-1.224370,1.309049,0.000077,0.464566
2.394737,-0.027640,-1.223087,1.204495,0.000074,0.464712
2.396651,0.119493,-1.217672,1.253071,0.000062,0.465801
2.404109,0.143142,-1.202755,1.242868,0.000054,0.469953
2.408585,-0.011068,-1.210760,1.346260,0.000071,0.472378
2.415558,0.006996,-1.202757,1.253002,0.000070,0.476058
2.420120,0.058837,-1.186933,1.219716,0.000054,0.478404
2.422144,-0.151862,-1.190963,1.088978,0.000053,0.479429
2.429396,0.139761,-1.187190,1.229279,0.000055,0.483026
2.433453,-0.025336,-1.175701,1.206826,0.000049,0.484987
2.437618,-0.060173,-1.170791,1.144276,0.000046,0.486965
2.481857,0.051805,-1.129430,1.011251,0.000040,0.505912
2.525585,0.047556,-1.088071,0.874250,0.000024,0.521595
2.552632,-0.010172,-1.070158,0.724494,0.000021,0.530110
2.710526,-0.005234,-0.960860,0.673712,0.000012,0.567925
2.868421,0.012573,-0.872391,0.530550,0.000008,0.593793
3.026316,-0.003978,-0.812663,0.508933,0.000005,0.613286
3.184211,0.006795,-0.759538,0.449809,0.000005,0.628883
3.342105,-0.016583,-0.705303,0.380816,0.000003,0.641884
3.500000,-0.002018,-0.660587,0.292526,0.000003,0.653054
