T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,1.000000,-2.000000,0.000000,0.000000,0.023933
0.815789,0.999889,-1.999568,0.005053,0.000000,0.045132
0.973684,0.999469,-1.997914,0.014624,0.000000,0.065049
1.131579,0.997932,-1.992062,0.053345,0.000000,0.084633
1.289474,0.995164,-1.981433,0.094475,0.000000,0.104670
1.447368,0.989878,-1.962487,0.163414,0.000000,0.125990
1.605263,0.979549,-1.928046,0.279618,0.000000,0.149674
1.763158,0.963001,-1.877385,0.406930,0.000000,0.177425
1.921053,0.932836,-1.795948,0.607744,0.000000,0.212460
2.011033,0.909119,-1.739820,0.744994,0.000000,0.238204
2.078947,0.880467,-1.681031,0.862708,0.000000,0.262352
2.079567,0.880067,-1.682057,0.903526,0.000000,0.262598
2.094077,0.873838,-1.668597,0.876783,0.000000,0.268502
2.100474,0.869297,-1.664467,0.972195,0.000001,0.271204
2.106661,0.869358,-1.658107,0.909130,0.000000,0.273878
2.110728,0.861615,-1.649172,0.947342,0.000001,0.275669
2.130430,0.851962,-1.631666,1.089516,0.000001,0.284753
2.135331,0.850745,-1.628960,1.039238,0.000001,0.287125
2.137254,0.845494,-1.624380,1.096386,0.000001,0.288068
2.137446,0.845522,-1.625003,1.156335,0.000001,0.288162
2.144675,0.836956,-1.616679,1.195727,0.000001,0.291777
2.145249,0.839783,-1.614682,1.074917,0.000001,0.292069
2.152634,0.836085,-1.608164,1.182729,0.000001,0.295882
2.152985,0.832975,-1.605915,1.225552,0.000001,0.296067
2.162443,0.832152,-1.600696,1.078770,0.000001,0.301133
2.165792,0.817636,-1.589470,1.195039,0.000001,0.302976
2.166411,0.811826,-1.583240,1.364006,0.000002,0.303320
2.169602,0.827418,-1.591313,1.243156,0.000001,0.305105
2.171673,0.820091,-1.583364,1.240060,0.000001,0.306277
2.173393,0.809142,-1.582025,1.391071,0.000003,0.307258
2.177868,0.815801,-1.578276,1.139437,0.000001,0.309844
2.178843,0.813929,-1.577265,1.274801,0.000001,0.310414
2.188536,0.794265,-1.555273,1.323999,0.000002,0.316213
2.190606,0.796181,-1.557315,1.261241,0.000001,0.317483
2.199501,0.772010,-1.539112,1.457973,0.000003,0.323069
2.201754,0.795684,-1.548973,1.242303,0.000001,0.324518
2.216250,0.764345,-1.523433,1.520331,0.000003,0.334167
2.218795,0.765585,-1.521910,1.484514,0.000003,0.335919
2.220360,0.782949,-1.531580,1.315571,0.000002,0.337006
2.221702,0.765339,-1.518378,1.258895,0.000002,0.337944
2.222849,0.758082,-1.509645,1.355937,0.000003,0.338748
2.223482,0.762169,-1.512755,1.413711,0.000002,0.339194
2.232319,0.734111,-1.493943,1.664983,0.000004,0.345526
2.236842,0.729711,-1.491138,1.596943,0.000004,0.348845
2.239290,0.700274,-1.478101,1.811980,0.000008,0.350662
2.246976,0.697168,-1.465130,1.621533,0.000005,0.356460
2.249419,0.731563,-1.477752,1.372690,0.000002,0.358331
2.252579,0.742300,-1.486756,1.309456,0.000002,0.360770
2.255534,0.267963,-1.436412,2.281337,0.000121,0.363068
2.255809,-0.495543,-1.460875,1.816981,0.000090,0.363283
2.258354,0.643902,-1.444162,2.014000,0.000011,0.365278
2.262224,0.711827,-1.463119,1.531399,0.000003,0.368330
2.264234,0.022868,-1.426446,2.004308,0.000144,0.369926
2.268451,0.676423,-1.447794,1.662573,0.000008,0.373291
2.269609,0.172512,-1.423222,2.145602,0.000131,0.374220
2.272282,0.670918,-1.432984,1.671122,0.000005,0.376368
2.278777,-0.080833,-1.412176,1.968120,0.000134,0.381616
2.282795,0.189991,-1.411260,2.147976,0.000124,0.384877
2.286674,-0.062399,-1.360082,1.802474,0.000088,0.388030
2.289072,0.413547,-1.388690,2.020503,0.000070,0.389981
2.296080,0.293888,-1.379121,1.879068,0.000088,0.395675
2.299028,0.569989,-1.382752,2.083022,0.000016,0.398064
2.302571,0.318434,-1.369071,1.815568,0.000079,0.400927
2.305423,0.541399,-1.362585,1.678686,0.000011,0.403224
2.312296,0.406605,-1.375765,1.715520,0.000070,0.408717
2.314054,-0.240432,-1.338919,2.055171,0.000073,0.410111
2.325707,0.226133,-1.330057,1.906031,0.000074,0.419214
2.326915,-0.289103,-1.341356,2.082952,0.000078,0.420143
2.331505,0.547024,-1.340783,1.795964,0.000010,0.423639
2.337580,-0.165880,-1.304583,1.591784,0.000065,0.428189
2.338340,-0.279775,-1.339543,1.773258,0.000081,0.428752
2.348706,0.164508,-1.272892,1.374278,0.000046,0.436274
2.351790,-0.155593,-1.294435,1.750406,0.000077,0.438454
2.356727,0.327046,-1.274963,1.635146,0.000028,0.441889
2.361346,0.029725,-1.256181,1.428384,0.000053,0.445039
2.374519,0.033343,-1.245585,1.502462,0.000051,0.453680
2.376464,0.036028,-1.251773,1.409593,0.000051,0.454914
2.385205,0.180821,-1.228036,1.350769,0.000029,0.460321
2.391082,0.024996,-1.225109,1.371515,0.000042,0.463835
2.394737,0.147169,-1.218152,1.353440,0.000030,0.465971
2.395957,0.022548,-1.210064,1.355436,0.000032,0.466676
2.413893,0.086836,-1.188837,1.033408,0.000028,0.476588
2.423980,0.016488,-1.180262,1.197242,0.000027,0.481805
2.436995,0.029061,-1.160052,1.092901,0.000020,0.488187
2.450855,-0.102444,-1.152354,1.111102,0.000021,0.494582
2.451222,0.115381,-1.156122,1.157280,0.000022,0.494746
2.463959,0.013871,-1.139019,1.058635,0.000024,0.500278
2.471593,-0.017239,-1.128619,0.878086,0.000017,0.503451
2.471855,0.068485,-1.129612,1.028776,0.000016,0.503558
2.477342,0.021016,-1.126745,0.895715,0.000014,0.505774
2.478329,0.039568,-1.127753,0.998930,0.000018,0.506168
2.480882,-0.017605,-1.129638,0.985253,0.000020,0.507178
2.552632,-0.028122,-1.066314,0.984823,0.000012,0.531829
2.710526,0.018605,-0.961592,0.653221,0.000006,0.569611
2.868421,0.012590,-0.875301,0.735568,0.000003,0.595392
3.026316,0.018989,-0.810605,0.514502,0.000003,0.614800
3.184211,0.013367,-0.749905,0.465139,0.000002,0.630318
3.342105,0.010643,-0.706815,0.510307,0.000002,0.643250
3.500000,0.008401,-0.660420,0.457441,0.000001,0.654356
