T,M,E,C,chi,S
2.208535,0.810771,-1.585109,1.003276,0.000337,0.408759
2.213847,0.138772,-1.549639,1.166995,0.003685,0.411421
2.218117,-0.289374,-1.538159,1.150080,0.003291,0.413575
2.221910,-0.086809,-1.557156,1.010071,0.003822,0.415499
2.224682,0.007585,-1.551183,1.002284,0.003827,0.416910
2.236842,0.469456,-1.522626,1.126714,0.002453,0.423158
2.242074,0.086420,-1.535362,1.039793,0.003696,0.425872
2.242978,0.155976,-1.491453,1.288848,0.003389,0.426343
2.243580,-0.361132,-1.517389,1.193501,0.002900,0.426657
2.252698,-0.238086,-1.516990,1.158674,0.003298,0.431429
2.256914,0.305314,-1.502834,1.134165,0.003039,0.433650
2.259900,0.176398,-1.460151,1.218380,0.003145,0.435228
2.263565,0.406716,-1.496182,1.187403,0.002596,0.437170
2.266651,-0.183187,-1.486828,1.224977,0.003233,0.438810
2.268404,0.334179,-1.487750,1.206837,0.002860,0.439743
2.269192,-0.020437,-1.485664,1.247006,0.003428,0.440163
2.273561,0.000807,-1.488080,1.166673,0.003459,0.442495
2.275949,-0.068272,-1.456285,1.297681,0.003263,0.443772
2.281415,0.121051,-1.473639,1.149567,0.003298,0.446703
2.281570,0.030831,-1.483283,1.177123,0.003380,0.446786
2.283470,-0.341641,-1.457120,1.262344,0.002644,0.447807
2.284534,0.505623,-1.480745,1.164727,0.002013,0.448379
2.288831,-0.097550,-1.463191,1.179699,0.003258,0.450693
2.291375,-0.272095,-1.461942,1.278472,0.002903,0.452064
2.292435,0.390158,-1.452365,1.258479,0.002438,0.452636
2.298319,-0.165126,-1.455290,1.116039,0.003106,0.455814
2.299223,-0.070588,-1.420779,1.336414,0.003014,0.456303
2.300084,-0.114509,-1.433555,1.247352,0.003046,0.456769
2.301923,-0.425274,-1.464763,1.208815,0.002338,0.457764
2.305759,0.109906,-1.438346,1.279788,0.003094,0.459841
2.316833,0.124007,-1.431776,1.129563,0.003052,0.465841
2.317680,-0.048815,-1.436748,1.237480,0.003123,0.466300
2.319825,0.013570,-1.413775,1.277443,0.003037,0.467463
2.319872,0.097463,-1.388839,1.322357,0.002832,0.467488
2.324339,-0.221028,-1.411471,1.286813,0.002761,0.469908
2.327750,0.090984,-1.418640,1.156099,0.002991,0.471755
2.330812,-0.028754,-1.410859,1.267642,0.002994,0.473413
2.333991,-0.027960,-1.399858,1.201861,0.002955,0.475131
2.337521,-0.224261,-1.393778,1.265922,0.002641,0.477039
2.340938,-0.025437,-1.391368,1.300213,0.002887,0.478882
2.342187,0.038835,-1.404423,1.307511,0.002965,0.479555
2.346596,-0.068957,-1.383056,1.300861,0.002834,0.481928
2.350792,-0.084233,-1.380620,1.148072,0.002812,0.484182
2.357341,-0.155831,-1.387013,1.128504,0.002756,0.487689
2.365232,0.061151,-1.376881,1.185879,0.002792,0.491893
2.365721,0.110695,-1.356776,1.298540,0.002644,0.492152
2.366307,-0.034978,-1.336375,1.281734,0.002604,0.492463
2.366518,0.020673,-1.322751,1.274006,0.002507,0.492575
2.377785,0.230466,-1.336931,1.282411,0.002347,0.498523
2.381659,0.285481,-1.348440,1.313538,0.002228,0.500555
2.384590,0.199681,-1.356182,1.221407,0.002534,0.502085
2.385523,-0.203003,-1.352961,1.266563,0.002500,0.502572
2.386758,-0.023033,-1.334305,1.253666,0.002607,0.503214
2.387025,0.023073,-1.347380,1.280050,0.002681,0.503353
2.391753,0.112125,-1.349651,1.201951,0.002630,0.505805
2.394737,-0.020165,-1.354792,1.228243,0.002685,0.507346
2.402348,0.019680,-1.323312,1.180883,0.002517,0.511250
2.427767,0.151595,-1.291853,1.293252,0.002263,0.523990
2.445733,-0.073012,-1.246282,1.163859,0.002148,0.532689
2.478557,-0.067880,-1.239506,1.181725,0.002083,0.547869
2.489695,0.058923,-1.205353,1.217148,0.001970,0.552801
2.547677,0.101841,-1.142455,0.962134,0.001622,0.576688
2.552632,0.032217,-1.131270,1.047920,0.001635,0.578593
2.710526,-0.022375,-0.988358,0.717888,0.001081,0.629695
2.868421,-0.000481,-0.874031,0.592795,0.000690,0.666984
3.026316,-0.031775,-0.810605,0.474194,0.000537,0.695678
3.184211,0.000760,-0.761633,0.371839,0.000430,0.718795
3.342105,0.062810,-0.723722,0.292742,0.000368,0.738094
3.500000,-0.019358,-0.665284,0.284238,0.000269,0.754660
