T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,1.000000,-2.000000,0.000000,0.000000,0.034877
0.815789,0.999901,-1.999605,0.004730,0.000000,0.065633
0.973684,0.999802,-1.999210,0.006614,0.000000,0.094372
1.131579,0.997531,-1.990519,0.057253,0.000001,0.122432
1.289474,0.993779,-1.978419,0.126512,0.000003,0.150878
1.447368,0.989380,-1.960175,0.141793,0.000002,0.180757
1.605263,0.977666,-1.922062,0.294816,0.000007,0.213322
1.763158,0.961923,-1.874539,0.393911,0.000014,0.250321
1.921053,0.933581,-1.795397,0.580687,0.000030,0.294487
2.030703,-0.192409,-1.718898,0.806847,0.004740,0.331650
2.078947,-0.119904,-1.679133,0.978454,0.004584,0.350286
2.092879,-0.268024,-1.670834,0.865785,0.004191,0.355967
2.116659,0.596803,-1.652624,0.995443,0.002397,0.365994
2.129323,-0.445600,-1.628859,0.993078,0.003194,0.371507
2.132746,-0.433266,-1.630238,0.952589,0.003215,0.373018
2.146802,0.858719,-1.626637,0.906414,0.000096,0.379317
2.152869,-0.479387,-1.600419,1.066416,0.002843,0.382084
2.155557,-0.184525,-1.603287,1.112747,0.003952,0.383318
2.160516,0.846321,-1.608548,0.981612,0.000112,0.385610
2.167374,-0.386436,-1.589663,1.079638,0.003221,0.388811
2.169794,0.264058,-1.596638,0.947265,0.003707,0.389949
2.175835,0.157014,-1.576779,1.045939,0.003869,0.392809
2.177056,0.021941,-1.579165,1.040359,0.004023,0.393391
2.182645,-0.165208,-1.571460,1.167157,0.003809,0.396066
2.190432,0.125315,-1.557169,1.153820,0.003793,0.399833
2.195574,-0.148380,-1.548317,1.213972,0.003726,0.402345
2.198907,-0.141792,-1.566948,1.077932,0.003827,0.403983
2.199432,-0.034455,-1.558555,1.087039,0.003871,0.404242
2.200951,-0.125383,-1.554091,1.112530,0.003751,0.404991
2.207887,-0.056528,-1.571045,1.050794,0.003928,0.408436
