T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,0.999983,-1.999934,0.001214,0.000000,0.024984
0.815789,0.999861,-1.999446,0.007059,0.000000,0.047115
0.973684,0.999479,-1.997961,0.014800,0.000000,0.067908
1.131579,0.998072,-1.992554,0.045401,0.000000,0.088355
1.289474,0.995103,-1.981395,0.099895,0.000000,0.109276
1.447368,0.989719,-1.962063,0.162263,0.000000,0.131539
1.605263,0.979511,-1.927331,0.242340,0.000000,0.156274
1.763158,0.961518,-1.873276,0.435547,0.000000,0.185256
1.921053,0.933628,-1.797947,0.578861,0.000000,0.221841
1.983170,0.918458,-1.762006,0.718922,0.000000,0.239737
2.024212,0.900482,-1.724411,0.722687,0.000000,0.253201
2.056885,0.892243,-1.702625,0.843029,0.000000,0.265118
2.061394,0.885274,-1.693344,0.850400,0.000000,0.266859
2.063331,0.888014,-1.696740,0.845397,0.000000,0.267616
2.065510,0.885103,-1.692079,0.877356,0.000000,0.268472
2.072136,0.882832,-1.686026,0.808789,0.000000,0.271113
2.078947,0.875921,-1.676654,0.945241,0.000000,0.273890
2.088621,0.876091,-1.674132,0.843580,0.000000,0.277947
2.121772,0.850357,-1.636925,1.062697,0.000001,0.292968
2.130791,0.852428,-1.632229,1.019322,0.000001,0.297388
2.131256,0.853715,-1.635549,1.030533,0.000001,0.297620
2.134349,0.849542,-1.629209,1.163976,0.000001,0.299175
2.139639,0.849880,-1.624867,1.079491,0.000001,0.301879
2.145197,0.842466,-1.615520,1.038354,0.000001,0.304783
2.148197,0.842719,-1.615334,0.995298,0.000001,0.306376
2.156880,0.825765,-1.601343,1.317495,0.000001,0.311102
2.171123,0.820750,-1.586602,1.142943,0.000001,0.319228
2.171795,0.829029,-1.589523,1.119614,0.000001,0.319624
2.172155,0.813821,-1.584194,1.272857,0.000001,0.319836
2.172854,0.819346,-1.584971,1.211603,0.000001,0.320249
2.177997,0.814501,-1.579632,1.095148,0.000001,0.323326
2.180335,0.819371,-1.578677,1.183400,0.000001,0.324747
2.182743,0.800025,-1.563269,1.377514,0.000002,0.326224
2.185462,0.023126,-1.552693,1.800089,0.000191,0.327911
2.191486,0.785593,-1.554674,1.553697,0.000003,0.331716
2.192348,0.801756,-1.565045,1.248724,0.000002,0.332268
2.197709,0.786951,-1.548915,1.403227,0.000002,0.335747
2.200443,0.794619,-1.551198,1.228389,0.000001,0.337551
2.220038,0.741552,-1.510053,1.495399,0.000004,0.351070
2.224076,0.760050,-1.511678,1.356241,0.000002,0.353983
2.227918,0.762680,-1.509499,1.520384,0.000002,0.356795
2.228961,0.696429,-1.491201,1.810095,0.000009,0.357565
2.233086,-0.309627,-1.474972,2.179880,0.000118,0.360637
2.233411,-0.212347,-1.487957,2.001513,0.000152,0.360882
2.234435,0.726084,-1.490281,1.445021,0.000003,0.361652
2.236842,0.707662,-1.481612,1.809371,0.000006,0.363472
2.237908,0.705183,-1.482219,1.902378,0.000006,0.364282
2.239618,-0.126068,-1.498113,1.450202,0.000169,0.365588
2.243603,0.705977,-1.477252,1.908604,0.000006,0.368657
2.247519,0.699244,-1.474256,1.815096,0.000007,0.371707
2.247675,0.696899,-1.463940,1.666724,0.000004,0.371830
2.248292,0.732759,-1.481576,1.540261,0.000003,0.372314
2.255252,0.673175,-1.449263,1.805962,0.000005,0.377824
2.257093,0.209515,-1.444320,2.134358,0.000126,0.379296
2.261460,0.704127,-1.456406,1.533272,0.000003,0.382811
2.261801,-0.617889,-1.443079,1.969929,0.000022,0.383087
2.270826,-0.496015,-1.423129,1.809947,0.000052,0.390441
2.279396,-0.136756,-1.414464,1.897951,0.000122,0.397501
2.286071,0.645581,-1.415842,1.768951,0.000007,0.403025
2.292243,-0.455218,-1.399521,1.915802,0.000057,0.408137
2.293893,0.442655,-1.392281,1.901026,0.000055,0.409501
2.299253,0.014955,-1.347608,1.857643,0.000080,0.413924
2.306374,0.270496,-1.356499,1.938416,0.000073,0.419765
2.307555,0.090765,-1.366095,1.842991,0.000097,0.420729
2.314008,0.308593,-1.359937,1.967773,0.000073,0.425958
2.316877,0.124881,-1.317786,1.551503,0.000060,0.428263
2.318365,0.181768,-1.330360,2.071498,0.000065,0.429452
2.323414,-0.038617,-1.318457,1.739901,0.000073,0.433456
2.326146,-0.012281,-1.312263,1.647811,0.000065,0.435602
2.328562,-0.188524,-1.321482,2.080289,0.000061,0.437485
2.330788,-0.069903,-1.302346,1.905037,0.000062,0.439209
2.333102,0.497668,-1.330379,1.855119,0.000016,0.440989
2.334956,0.158836,-1.303933,1.812333,0.000057,0.442405
2.336154,0.213290,-1.307603,1.855651,0.000060,0.443316
2.339424,-0.109983,-1.283658,1.665839,0.000049,0.445783
2.339850,0.081951,-1.280368,1.569127,0.000044,0.446102
2.341467,0.233827,-1.298224,1.624211,0.000050,0.447311
2.346329,0.194376,-1.292955,2.007500,0.000053,0.450902
2.351422,0.237052,-1.287297,1.751718,0.000046,0.454593
2.352917,0.003203,-1.274707,1.817142,0.000051,0.455663
2.355063,-0.197718,-1.270674,1.679491,0.000039,0.457189
2.358529,-0.347556,-1.278202,1.590535,0.000021,0.459624
2.363608,-0.200447,-1.261037,1.439956,0.000042,0.463129
2.376856,0.042992,-1.236120,1.657812,0.000037,0.471922
2.383870,0.032094,-1.218324,1.190032,0.000029,0.476372
2.394737,-0.124159,-1.224678,1.499911,0.000036,0.482992
2.398537,-0.049771,-1.212128,1.425767,0.000029,0.485231
2.399408,0.117677,-1.212574,1.256356,0.000025,0.485738
2.401241,-0.071154,-1.204825,1.349788,0.000025,0.486799
2.421923,0.060733,-1.180683,1.149034,0.000020,0.498175
2.430993,0.023984,-1.169264,1.135816,0.000015,0.502835
2.436167,-0.000576,-1.169239,1.233334,0.000020,0.505409
2.552632,0.061145,-1.066414,0.828322,0.000008,0.550901
2.710526,-0.003622,-0.966157,0.738145,0.000005,0.590116
2.868421,0.021873,-0.887404,0.661345,0.000004,0.616934
3.026316,-0.012652,-0.808773,0.525842,0.000002,0.637141
3.184211,0.008768,-0.754411,0.485476,0.000001,0.653309
3.342105,0.016659,-0.712375,0.374506,0.000001,0.666787
3.500000,0.005817,-0.669729,0.375317,0.000001,0.678365
