T,M,E,C,chi,S
2.340870,0.145042,-1.300997,1.904945,0.000082,0.429747
2.341233,0.300412,-1.302974,1.756816,0.000053,0.430021
2.350507,0.260390,-1.301976,1.719210,0.000070,0.436884
2.353793,-0.120773,-1.263345,1.599591,0.000052,0.439249
2.369530,0.208951,-1.252743,1.455183,0.000043,0.450089
2.369749,0.182964,-1.267462,1.524865,0.000060,0.450234
2.372265,0.084487,-1.248479,1.354179,0.000056,0.451891
2.377104,-0.139941,-1.248804,1.459441,0.000059,0.455019
2.382630,0.183127,-1.236333,1.556265,0.000049,0.458499
2.388201,0.015153,-1.231440,1.312951,0.000049,0.461912
2.391186,0.092484,-1.228240,1.348588,0.000049,0.463702
2.394737,0.125860,-1.229627,1.292899,0.000044,0.465796
2.396956,0.075077,-1.214538,1.461940,0.000047,0.467085
2.397621,-0.092173,-1.224851,1.376343,0.000055,0.467469
2.399488,-0.157043,-1.218591,1.467270,0.000046,0.468539
2.412425,0.071128,-1.191918,1.187040,0.000038,0.475685
2.419182,-0.000235,-1.189923,1.261745,0.000039,0.479238
2.421708,0.051658,-1.180104,1.198600,0.000031,0.480536
2.433728,-0.002418,-1.167027,1.057222,0.000027,0.486499
2.447103,-0.036788,-1.161952,1.116862,0.000028,0.492743
2.454137,-0.139238,-1.151509,1.102914,0.000024,0.495873
2.460606,0.062112,-1.149105,1.106971,0.000026,0.498665
2.480368,-0.048111,-1.124897,0.959193,0.000020,0.506715
2.484159,-0.040932,-1.116833,0.931814,0.000013,0.508183
2.534834,-0.015961,-1.080578,0.805276,0.000018,0.525794
2.552632,0.027003,-1.067057,0.818581,0.000016,0.531226
2.710526,-0.000298,-0.963955,0.697272,0.000007,0.568269
2.868421,0.016863,-0.887071,0.584686,0.000004,0.593473
3.026316,0.018611,-0.815270,0.448568,0.000003,0.612426
3.184211,-0.007446,-0.761299,0.424005,0.000002,0.627576
3.342105,0.018680,-0.696549,0.461312,0.000002,0.640198
3.500000,0.004879,-0.664747,0.410596,0.000002,0.651038
