T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,0.999983,-1.999934,0.001217,0.000000,0.028273
0.815789,0.999917,-1.999669,0.003894,0.000000,0.053302
0.973684,0.999339,-1.997455,0.020821,0.000000,0.076800
1.131579,0.998479,-1.993983,0.043528,0.000000,0.099882
1.289474,0.995152,-1.981486,0.090042,0.000000,0.123467
1.447368,0.989469,-1.961136,0.160536,0.000000,0.148513
1.605263,0.978966,-1.925203,0.264946,0.000000,0.176253
1.763158,0.961025,-1.871958,0.409905,0.000000,0.208583
1.921053,0.927364,-1.792261,0.657480,0.000002,0.248957
2.021195,0.904669,-1.731551,0.776918,0.000002,0.281808
2.053126,0.889530,-1.701427,0.874980,0.000003,0.294090
2.062407,0.884729,-1.692297,0.917305,0.000003,0.297864
2.078947,0.877119,-1.676893,0.923582,0.000003,0.304843
2.084272,0.881798,-1.684351,0.846135,0.000003,0.307162
2.087673,0.872892,-1.671724,1.003224,0.000004,0.308663
2.101315,0.865219,-1.655050,0.936256,0.000004,0.314838
2.115447,0.852872,-1.642013,1.156325,0.000007,0.321511
2.135141,0.846237,-1.624156,1.006233,0.000004,0.331316
2.144097,0.839524,-1.615965,1.202333,0.000007,0.335982
2.144366,0.840455,-1.616387,1.031174,0.000006,0.336125
2.152544,0.825192,-1.597371,1.129835,0.000008,0.340507
2.154732,0.827238,-1.601145,1.219482,0.000009,0.341700
2.155662,0.836046,-1.606402,1.060568,0.000005,0.342209
2.157836,-0.012058,-1.594719,1.304001,0.000657,0.343406
2.158593,0.836702,-1.602079,1.009118,0.000005,0.343824
2.169530,0.057515,-1.576696,1.301752,0.000628,0.349985
2.171713,0.804999,-1.576386,1.333426,0.000013,0.351241
2.171877,0.826262,-1.590458,1.097138,0.000006,0.351336
2.174984,0.813911,-1.589034,1.160122,0.000012,0.353139
2.190489,0.800326,-1.558604,1.357618,0.000009,0.362403
2.191220,0.000929,-1.536635,1.645096,0.000571,0.362851
2.194412,0.806452,-1.560672,1.211907,0.000008,0.364818
2.194755,0.584143,-1.544030,1.489527,0.000263,0.365030
2.195405,-0.261177,-1.554760,1.444116,0.000545,0.365433
2.201161,0.055372,-1.537518,1.518761,0.000577,0.369038
2.213456,0.784055,-1.534349,1.303018,0.000010,0.376940
2.219535,0.769474,-1.522099,1.349559,0.000014,0.380946
2.231082,0.758999,-1.506577,1.487925,0.000017,0.388729
2.234728,0.764278,-1.510152,1.519541,0.000015,0.391231
2.235461,0.761098,-1.508488,1.577744,0.000017,0.391737
2.235821,0.749680,-1.499039,1.575275,0.000018,0.391985
2.236842,0.749832,-1.494785,1.408604,0.000015,0.392691
2.239455,0.747662,-1.488840,1.345669,0.000013,0.394505
2.244717,-0.065143,-1.452953,1.902389,0.000449,0.398186
2.247754,0.734604,-1.485519,1.629643,0.000020,0.400328
2.249641,0.730790,-1.474881,1.575973,0.000018,0.401664
2.250458,0.737172,-1.485950,1.581410,0.000021,0.402244
2.252940,-0.465658,-1.482879,1.427256,0.000322,0.404011
2.254773,0.697705,-1.459003,1.651731,0.000030,0.405320
2.255866,0.155874,-1.444221,1.911996,0.000425,0.406103
2.258507,0.142062,-1.473729,1.630758,0.000485,0.407999
2.261964,0.108309,-1.458841,1.841281,0.000472,0.410491
2.264264,0.724620,-1.463879,1.547187,0.000020,0.412155
2.267357,-0.234444,-1.448504,1.614080,0.000405,0.414400
2.271883,0.696015,-1.444506,1.531496,0.000024,0.417697
2.274083,-0.147946,-1.453866,1.625133,0.000463,0.419305
2.275910,-0.124593,-1.443867,1.670890,0.000440,0.420641
2.279482,0.714521,-1.449112,1.460668,0.000018,0.423259
2.283129,0.230458,-1.414459,1.714774,0.000369,0.425935
2.285625,0.621743,-1.420159,1.745802,0.000084,0.427770
2.287010,-0.156721,-1.383135,1.818648,0.000342,0.428788
2.290832,-0.045020,-1.402605,1.768972,0.000403,0.431597
2.295171,0.379024,-1.400858,1.669364,0.000274,0.434787
2.296726,0.109668,-1.420853,1.584035,0.000432,0.435929
2.298386,-0.101357,-1.405376,1.660045,0.000401,0.437147
2.302154,-0.186867,-1.409416,1.564562,0.000393,0.439910
2.304802,-0.231164,-1.392688,1.661664,0.000356,0.441848
2.307157,-0.009423,-1.380547,1.601002,0.000378,0.443568
2.311432,0.067088,-1.370428,1.723537,0.000356,0.446682
2.322101,-0.020059,-1.353883,1.700743,0.000334,0.454388
2.325236,0.349976,-1.363573,1.463619,0.000258,0.456630
2.327542,0.056612,-1.346898,1.620701,0.000335,0.458272
2.330824,0.350895,-1.348548,1.661042,0.000229,0.460598
2.332714,-0.155952,-1.333084,1.713058,0.000297,0.461931
2.335154,-0.235437,-1.337763,1.694977,0.000274,0.463645
2.336690,0.145668,-1.327473,1.642059,0.000288,0.464720
2.338514,-0.076503,-1.328088,1.651661,0.000300,0.465992
2.342381,0.043258,-1.306300,1.809055,0.000274,0.468670
2.345334,0.053281,-1.307147,1.542351,0.000272,0.470701
2.348719,0.067373,-1.317508,1.517764,0.000294,0.473010
2.351376,0.014027,-1.301128,1.571408,0.000276,0.474809
2.351867,-0.079447,-1.309021,1.684973,0.000292,0.475141
2.353803,-0.140632,-1.278675,1.617760,0.000227,0.476442
2.355385,0.085022,-1.301180,1.634316,0.000273,0.477501
2.367300,0.005025,-1.285258,1.588855,0.000268,0.485327
2.379117,-0.042595,-1.274640,1.614906,0.000257,0.492818
2.390870,-0.007194,-1.245079,1.440388,0.000215,0.499991
2.394737,-0.011100,-1.227858,1.183184,0.000188,0.502290
2.408871,0.088550,-1.223325,1.425208,0.000193,0.510435
2.447360,0.097731,-1.173917,1.105510,0.000131,0.530632
2.457805,0.005574,-1.157002,1.092371,0.000130,0.535642
2.462867,0.083824,-1.164351,1.116182,0.000132,0.538003
2.552632,-0.046507,-1.057155,0.871145,0.000065,0.573665
2.710526,0.031414,-0.960886,0.658764,0.000042,0.617194
2.868421,0.014830,-0.877697,0.505394,0.000026,0.647371
3.026316,0.021664,-0.808075,0.404368,0.000015,0.670214
3.184211,-0.000524,-0.751526,0.324659,0.000011,0.688523
3.342105,-0.006602,-0.703698,0.377858,0.000010,0.703796
3.500000,0.023025,-0.673917,0.275149,0.000007,0.716921
