T,M,E,C,chi,S
2.387352,-0.024195,-1.257666,1.511959,0.000285,0.479345
2.388235,-0.005072,-1.268188,1.509220,0.000331,0.479891
2.390046,-0.086231,-1.249407,1.433586,0.000280,0.481006
2.394737,0.174314,-1.259035,1.420762,0.000268,0.483862
2.413281,-0.152483,-1.214187,1.230781,0.000202,0.494726
2.418825,0.214849,-1.203984,1.321410,0.000186,0.497840
2.425273,0.087389,-1.202923,1.294353,0.000221,0.501385
2.429324,0.043579,-1.176278,1.175057,0.000194,0.503570
2.446452,0.041714,-1.173265,1.234418,0.000189,0.512461
2.455895,0.083700,-1.169241,1.134105,0.000183,0.517129
2.471390,0.100965,-1.140178,1.182773,0.000153,0.524447
2.552632,-0.017342,-1.067240,0.797505,0.000111,0.556888
2.619328,0.080712,-1.027354,0.771813,0.000080,0.577830
2.710526,-0.018700,-0.945724,0.621274,0.000041,0.600879
2.868421,0.015119,-0.882706,0.488334,0.000030,0.631076
3.026316,0.017197,-0.806590,0.395888,0.000020,0.653795
3.184211,0.037577,-0.746115,0.360486,0.000018,0.671930
3.342105,-0.004920,-0.702390,0.321983,0.000017,0.687012
3.500000,0.012280,-0.655320,0.233904,0.000010,0.699942
