T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,0.999984,-1.999937,0.001153,0.000000,0.022900
0.815789,0.999895,-1.999579,0.005159,0.000000,0.043186
0.973684,0.999332,-1.997412,0.020413,0.000000,0.062248
1.131579,0.997980,-1.992174,0.056451,0.000000,0.080994
1.289474,0.994870,-1.980431,0.105624,0.000000,0.100179
1.447368,0.989367,-1.961174,0.162494,0.000000,0.120602
1.605263,0.979394,-1.927892,0.249675,0.000000,0.143305
1.763158,0.961563,-1.873864,0.425498,0.000000,0.169937
1.921053,0.933281,-1.795397,0.607434,0.000000,0.203644
2.051796,0.892687,-1.709322,0.814829,0.000000,0.241983
2.078762,0.878886,-1.680687,0.912482,0.000000,0.251918
2.078947,0.880790,-1.681961,0.929732,0.000000,0.251990
2.101219,0.865280,-1.658588,0.987463,0.000001,0.260953
2.118600,0.853741,-1.639854,0.968921,0.000000,0.268500
2.122313,0.853345,-1.638248,1.042295,0.000001,0.270182
2.122601,0.854914,-1.638310,0.976287,0.000000,0.270313
2.148293,0.836757,-1.612528,1.063467,0.000001,0.282713
2.161189,0.829222,-1.593791,1.099144,0.000001,0.289483
2.170497,0.816099,-1.581817,1.240142,0.000001,0.294623
2.174622,0.822131,-1.585483,1.185618,0.000001,0.296973
2.178969,0.815941,-1.576948,1.253204,0.000001,0.299498
2.180969,0.817416,-1.577205,1.128215,0.000001,0.300677
2.182012,0.811655,-1.575663,1.392512,0.000001,0.301297
2.188769,0.811325,-1.569277,1.293524,0.000001,0.305384
2.189075,0.799559,-1.560459,1.309251,0.000001,0.305573
2.195711,0.792200,-1.551025,1.342562,0.000001,0.309722
2.204440,0.782774,-1.539909,1.414116,0.000001,0.315382
2.207071,0.755252,-1.528232,1.629190,0.000005,0.317133
2.211520,0.762692,-1.523097,1.665041,0.000003,0.320145
2.212105,-0.300540,-1.525872,1.618722,0.000149,0.320545
2.212524,0.792910,-1.541535,1.251419,0.000001,0.320833
2.214595,0.756469,-1.524639,1.572032,0.000003,0.322262
2.217678,-0.491383,-1.495574,2.203311,0.000077,0.324415
2.221009,0.756481,-1.514591,1.612034,0.000002,0.326775
2.221439,0.768757,-1.519750,1.383559,0.000002,0.327082
2.226631,0.710962,-1.500362,1.755988,0.000008,0.330836
2.227349,0.747788,-1.507110,1.604977,0.000003,0.331362
2.228802,0.750468,-1.505840,1.485260,0.000002,0.332431
2.232789,0.755775,-1.508832,1.558706,0.000002,0.335397
2.234557,0.748801,-1.506171,1.446908,0.000003,0.336729
2.235027,0.752879,-1.502711,1.385905,0.000002,0.337084
2.235830,-0.458672,-1.499475,1.752637,0.000101,0.337693
2.236842,0.768005,-1.507259,1.428713,0.000001,0.338463
2.237223,0.715143,-1.482250,1.620357,0.000004,0.338754
2.244951,0.732751,-1.486391,1.621057,0.000003,0.344740
2.247110,0.481284,-1.471015,1.722708,0.000083,0.346443
2.248398,0.654103,-1.452709,2.005534,0.000010,0.347464
2.253796,0.708510,-1.466287,1.638435,0.000004,0.351792
2.257009,0.709334,-1.467564,1.504268,0.000003,0.354402
2.258896,0.282781,-1.438422,2.041679,0.000102,0.355946
2.266664,0.537923,-1.426743,2.007357,0.000037,0.362376
2.270119,0.216700,-1.426646,2.252658,0.000108,0.365270
2.271519,-0.280619,-1.413374,1.944157,0.000090,0.366448
2.284249,0.639560,-1.418539,1.710954,0.000005,0.377250
2.290663,0.641518,-1.405469,1.821766,0.000005,0.382724
2.296743,0.477360,-1.365821,2.207890,0.000021,0.387905
2.297128,0.080592,-1.366406,2.213917,0.000087,0.388232
2.301546,-0.286215,-1.379821,2.270050,0.000085,0.391980
2.301672,0.616107,-1.391068,1.864604,0.000006,0.392086
2.311207,-0.113487,-1.350263,1.893672,0.000080,0.400091
2.313551,0.017832,-1.351639,1.989129,0.000086,0.402037
2.319602,0.143004,-1.331754,2.051614,0.000068,0.407005
2.320538,0.267024,-1.330916,2.062470,0.000049,0.407766
2.323126,0.476341,-1.329727,1.880052,0.000013,0.409861
2.325540,-0.065809,-1.294789,1.805713,0.000048,0.411798
2.336528,0.129514,-1.306388,1.944508,0.000059,0.420416
2.345268,0.001616,-1.286209,1.673480,0.000055,0.427012
2.346535,0.076090,-1.300227,1.676703,0.000063,0.427947
2.348536,0.277609,-1.288104,1.659928,0.000037,0.429414
2.352559,0.136394,-1.272787,1.515152,0.000040,0.432325
2.379249,0.098450,-1.237791,1.454105,0.000036,0.450263
2.379920,0.079814,-1.225977,1.358628,0.000026,0.450684
2.381250,-0.083202,-1.226673,1.220390,0.000028,0.451513
2.385608,-0.080851,-1.238315,1.314970,0.000036,0.454193
2.394134,0.046220,-1.213471,1.272459,0.000025,0.459263
2.394461,-0.026257,-1.220625,1.355359,0.000036,0.459453
2.394737,-0.160322,-1.225919,1.402264,0.000029,0.459613
2.401481,0.004481,-1.202709,1.327181,0.000022,0.463456
2.407007,0.102915,-1.211845,1.313525,0.000030,0.466508
2.407471,0.123346,-1.196926,1.207709,0.000017,0.466761
2.411850,-0.023278,-1.194261,1.112092,0.000023,0.469113
2.415629,0.004466,-1.198807,1.335657,0.000025,0.471101
2.416167,-0.039549,-1.192925,1.276867,0.000028,0.471381
2.418938,-0.013572,-1.185038,1.143919,0.000022,0.472811
2.420752,0.048307,-1.182161,1.176364,0.000019,0.473737
2.459504,-0.029990,-1.150324,1.053168,0.000018,0.491678
2.473803,-0.034649,-1.133229,1.027763,0.000013,0.497523
2.480120,-0.082557,-1.133232,1.065510,0.000016,0.499990
2.480387,0.021468,-1.118881,0.906086,0.000012,0.500093
2.481949,0.002534,-1.123106,1.047130,0.000012,0.500692
2.489407,0.026562,-1.116342,0.971877,0.000011,0.503499
2.552632,0.014679,-1.062156,0.861565,0.000008,0.524232
2.588243,-0.025007,-1.043491,0.750754,0.000006,0.533996
2.710526,0.027610,-0.958546,0.755912,0.000005,0.560646
2.868421,0.003148,-0.878301,0.638507,0.000003,0.585389
3.026316,0.011871,-0.812602,0.545182,0.000002,0.603986
3.184211,0.006807,-0.755222,0.490286,0.000002,0.618847
3.342105,-0.006682,-0.701871,0.475572,0.000001,0.631226
3.500000,-0.009925,-0.661523,0.420359,0.000001,0.641856
