T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,1.000000,-2.000000,0.000000,0.000000,0.031784
0.815789,0.999905,-1.999621,0.004516,0.000000,0.059865
0.973684,0.999432,-1.997822,0.018728,0.000000,0.086164
1.131579,0.997917,-1.991858,0.055724,0.000000,0.111918
1.289474,0.995807,-1.983600,0.086540,0.000000,0.138128
1.447368,0.989014,-1.961655,0.192392,0.000001,0.165808
1.605263,0.978372,-1.923909,0.274001,0.000002,0.196219
1.763158,0.963537,-1.879772,0.371603,0.000003,0.231211
1.921053,0.933949,-1.796254,0.611348,0.000007,0.273923
2.078947,-0.261243,-1.680698,1.058441,0.002018,0.330283
2.087911,0.314693,-1.661443,1.012156,0.001866,0.334087
2.115725,0.872230,-1.658949,0.896505,0.000022,0.346405
2.116461,0.861177,-1.648632,1.019833,0.000032,0.346742
2.117471,0.849390,-1.639298,1.097244,0.000052,0.347205
2.130649,0.865985,-1.645684,0.889157,0.000022,0.353353
2.131567,0.858730,-1.641010,0.958135,0.000029,0.353788
2.141756,0.628088,-1.620738,1.079060,0.000919,0.358685
2.143887,-0.802964,-1.627990,1.052538,0.000242,0.359724
2.146871,0.560222,-1.614856,1.072718,0.001125,0.361187
2.154663,0.065954,-1.592383,1.213122,0.001892,0.365057
2.154883,-0.362021,-1.603491,1.091003,0.001595,0.365167
2.158698,0.841697,-1.610666,1.068113,0.000037,0.367089
2.164392,0.202567,-1.582786,1.200624,0.001778,0.369988
2.164592,0.567659,-1.588219,1.139356,0.001032,0.370091
2.165007,0.827425,-1.592180,1.148323,0.000052,0.370303
2.177220,0.833890,-1.596233,1.046612,0.000038,0.376659
2.180016,0.821496,-1.581825,1.253315,0.000055,0.378139
2.182059,0.366120,-1.574096,1.102304,0.001502,0.379226
2.187473,0.812338,-1.572993,1.260573,0.000057,0.382130
2.187487,0.817807,-1.565318,1.104223,0.000039,0.382137
2.196398,-0.159780,-1.558023,1.281059,0.001733,0.386992
2.218782,-0.246776,-1.525763,1.265351,0.001547,0.399584
2.219097,0.159320,-1.536743,1.230864,0.001683,0.399765
2.220793,0.116184,-1.534314,1.139731,0.001688,0.400742
2.220804,-0.038094,-1.542833,1.238194,0.001744,0.400748
2.225168,0.450414,-1.523319,1.260547,0.001146,0.403276
2.228885,0.374602,-1.496810,1.354081,0.001257,0.405444
2.230672,0.306130,-1.504741,1.379345,0.001388,0.406492
