T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,0.999934,-1.999736,0.004869,0.000000,0.034762
0.815789,0.999868,-1.999471,0.006307,0.000000,0.065443
0.973684,0.999405,-1.997620,0.019361,0.000000,0.094143
1.131579,0.998149,-1.992727,0.051593,0.000000,0.122202
1.289474,0.994143,-1.979697,0.105259,0.000001,0.150697
1.447368,0.987855,-1.954501,0.189474,0.000001,0.180700
1.605263,0.979218,-1.926080,0.251808,0.000003,0.213516
1.763158,0.963019,-1.877134,0.398687,0.000006,0.251001
1.921053,0.930027,-1.790151,0.633402,0.000018,0.296159
2.062946,0.442921,-1.666010,1.042639,0.002302,0.347499
2.078947,0.191086,-1.693682,0.841968,0.003016,0.354174
2.081181,0.877277,-1.674363,0.852997,0.000042,0.355123
2.086200,0.431562,-1.645158,0.993882,0.002224,0.357269
2.092328,0.872621,-1.665686,0.999656,0.000047,0.359919
2.095682,-0.103241,-1.670202,0.957362,0.003012,0.361382
2.112108,0.849834,-1.658615,0.933835,0.000159,0.368690
2.126571,-0.329358,-1.633766,0.972542,0.002486,0.375322
2.135815,0.227591,-1.627317,1.013279,0.002649,0.379660
2.142613,0.848366,-1.618912,0.992209,0.000058,0.382900
2.146378,0.037370,-1.597988,1.157750,0.002742,0.384712
2.153915,-0.564127,-1.618601,1.003761,0.001608,0.388380
2.154194,0.223915,-1.606278,1.075294,0.002567,0.388516
2.158490,-0.173695,-1.600994,1.044533,0.002643,0.390632
2.169926,0.493936,-1.596679,1.139057,0.001769,0.396344
2.171417,-0.023624,-1.603771,1.176366,0.002745,0.397098
2.172986,0.068904,-1.586924,1.156359,0.002668,0.397893
2.182745,0.399804,-1.561271,1.195010,0.001974,0.402890
2.187444,-0.442073,-1.567473,1.099447,0.001850,0.405327
2.188874,-0.362722,-1.571863,1.143321,0.002136,0.406072
2.192603,-0.259856,-1.557589,1.185913,0.002304,0.408025
2.206327,-0.315322,-1.557752,1.190572,0.002172,0.415315
2.215251,0.419083,-1.535159,1.217237,0.001777,0.420141
2.216449,0.283182,-1.559338,1.050361,0.002288,0.420794
2.221991,0.230349,-1.550238,1.165107,0.002319,0.423828
2.225744,0.427628,-1.513726,1.273581,0.001697,0.425897
2.228291,0.126963,-1.520520,1.205074,0.002342,0.427307
2.230384,0.459850,-1.518505,1.335832,0.001604,0.428470
2.230767,-0.058444,-1.515675,1.155417,0.002375,0.428682
2.232357,-0.589604,-1.522845,1.171222,0.001112,0.429568
2.235275,-0.142996,-1.510596,1.303023,0.002267,0.431198
2.235436,-0.343332,-1.518317,1.168077,0.001940,0.431288
2.236842,-0.152094,-1.523115,1.288880,0.002325,0.432076
2.238185,-0.177874,-1.501961,1.289069,0.002198,0.432829
2.239405,-0.023021,-1.494044,1.325875,0.002272,0.433515
2.248690,0.357398,-1.503838,1.240782,0.001844,0.438765
2.249564,0.292856,-1.520462,1.235138,0.002077,0.439262
2.253711,-0.034878,-1.490671,1.320674,0.002260,0.441627
2.260494,-0.084493,-1.489463,1.265714,0.002226,0.445514
2.267848,0.151961,-1.472588,1.380676,0.002118,0.449756
2.271411,0.195543,-1.475866,1.197709,0.002067,0.451820
2.276771,0.492145,-1.467914,1.365613,0.001316,0.454935
2.278720,0.035889,-1.458354,1.312156,0.002113,0.456071
2.278890,0.271264,-1.478780,1.241870,0.001943,0.456170
2.279097,0.216288,-1.462957,1.428932,0.001946,0.456291
2.279839,-0.270242,-1.470633,1.314574,0.001908,0.456723
2.280205,0.096784,-1.464413,1.223986,0.002137,0.456936
2.283534,0.209532,-1.456921,1.361336,0.001955,0.458880
2.284389,0.383001,-1.444681,1.439363,0.001538,0.459380
2.291777,-0.162655,-1.431753,1.348654,0.001917,0.463706
2.292971,-0.231309,-1.444504,1.277933,0.001882,0.464406
2.294577,-0.076349,-1.438636,1.363228,0.002023,0.465349
2.294663,-0.299140,-1.446882,1.333346,0.001778,0.465399
2.295915,-0.088224,-1.433724,1.318565,0.001981,0.466134
2.305019,0.024157,-1.416116,1.302981,0.001929,0.471485
2.307155,-0.081971,-1.422776,1.313856,0.001979,0.472742
2.308190,-0.212294,-1.441306,1.283645,0.001914,0.473350
2.309207,-0.326821,-1.443946,1.345632,0.001686,0.473949
2.309400,-0.089930,-1.403713,1.437138,0.001870,0.474062
2.313458,-0.279049,-1.427765,1.271436,0.001715,0.476450
2.324426,-0.026228,-1.381137,1.347584,0.001817,0.482897
2.324578,-0.009296,-1.397292,1.418039,0.001866,0.482986
2.326243,0.112055,-1.374310,1.497173,0.001765,0.483963
2.327010,-0.182432,-1.395302,1.371705,0.001759,0.484413
2.327565,0.254918,-1.384603,1.402568,0.001594,0.484738
