T,M,E,C,chi,S
2.333919,-0.118109,-1.377857,1.306672,0.001748,0.488460
2.337208,0.379502,-1.380603,1.275581,0.001285,0.490383
2.342825,0.045509,-1.384788,1.397005,0.001855,0.493658
2.350094,-0.169980,-1.370621,1.376757,0.001668,0.497879
2.351594,0.133735,-1.360592,1.387070,0.001690,0.498747
2.355981,0.121041,-1.352431,1.315000,0.001655,0.501280
2.376280,-0.137693,-1.307852,1.431001,0.001460,0.512859
2.379035,-0.417340,-1.315212,1.325652,0.000955,0.514409
2.379153,-0.059250,-1.340320,1.227201,0.001659,0.514475
2.390454,0.060067,-1.335815,1.350059,0.001647,0.520777
2.394737,-0.143606,-1.294066,1.338383,0.001431,0.523139
2.395047,0.096363,-1.308400,1.389826,0.001534,0.523309
2.405075,0.059959,-1.269684,1.297922,0.001348,0.528775
2.427717,0.036370,-1.274398,1.212143,0.001443,0.540776
2.449993,-0.075857,-1.225725,1.211114,0.001237,0.552085
2.497533,0.070280,-1.165978,1.168817,0.001058,0.574472
2.534785,-0.005940,-1.121255,1.117175,0.000921,0.590363
2.552632,-0.009578,-1.103181,0.994104,0.000876,0.597489
2.562390,-0.209969,-1.113196,1.074853,0.000756,0.601258
2.710526,0.069963,-0.982117,0.749235,0.000555,0.649157
2.868421,-0.074416,-0.879181,0.497088,0.000344,0.686390
3.026316,0.012058,-0.830186,0.455310,0.000274,0.714911
3.184211,0.062556,-0.777495,0.400122,0.000198,0.737852
3.342105,-0.065490,-0.709163,0.345787,0.000156,0.756995
3.500000,-0.006612,-0.711140,0.260834,0.000116,0.773429
