T,M,E,C,chi,S
2.227604,0.767171,-1.519435,1.384539,0.000006,0.357179
2.227873,0.764791,-1.514605,1.402298,0.000006,0.357364
2.228324,0.762397,-1.508398,1.322979,0.000005,0.357674
2.231676,0.424097,-1.487451,1.714839,0.000204,0.359996
2.236842,0.753698,-1.500447,1.372579,0.000006,0.363620
2.238992,0.718048,-1.488234,1.921460,0.000018,0.365144
2.239211,0.736346,-1.492035,1.682933,0.000010,0.365299
2.241300,0.752748,-1.497176,1.297586,0.000006,0.366790
2.242000,0.745678,-1.494529,1.377594,0.000007,0.367291
2.242021,0.018827,-1.487960,1.574031,0.000312,0.367306
2.243223,0.161636,-1.478490,1.622428,0.000287,0.368169
2.245848,0.749158,-1.498321,1.540452,0.000009,0.370063
2.247129,0.736658,-1.488145,1.476088,0.000008,0.370992
2.251681,0.702718,-1.462328,1.660417,0.000011,0.374316
2.256662,0.602631,-1.447906,1.703658,0.000071,0.377992
2.267576,0.098180,-1.447489,1.621634,0.000271,0.386172
2.267830,0.587520,-1.422047,1.950974,0.000050,0.386364
2.275288,-0.473664,-1.446253,1.704626,0.000152,0.392034
2.276444,0.611592,-1.433801,1.741800,0.000055,0.392917
2.278740,-0.451161,-1.410655,1.992840,0.000127,0.394674
2.285869,0.651158,-1.413220,1.636796,0.000013,0.400148
2.285876,0.377926,-1.404781,1.985478,0.000156,0.400153
2.290188,-0.056532,-1.371469,2.000771,0.000201,0.403472
2.291894,0.581077,-1.409558,1.693443,0.000061,0.404786
2.292318,0.657835,-1.415763,1.502124,0.000011,0.405113
2.292324,0.605982,-1.388993,1.838279,0.000022,0.405117
2.302270,0.564683,-1.375141,1.662700,0.000036,0.412767
2.303328,0.187745,-1.382630,1.821339,0.000200,0.413579
2.310093,0.610580,-1.374095,1.781212,0.000017,0.418751
2.311835,-0.023787,-1.343596,2.077789,0.000177,0.420077
2.316174,0.080544,-1.378052,1.635099,0.000222,0.423366
2.319713,-0.199035,-1.370475,1.606527,0.000195,0.426033
2.321083,0.101466,-1.355085,1.701526,0.000189,0.427062
2.325148,0.050800,-1.326219,1.774985,0.000157,0.430097
2.325720,0.285434,-1.340911,1.918139,0.000139,0.430522
2.333361,-0.212055,-1.328431,1.840577,0.000152,0.436151
2.341190,-0.021586,-1.289323,1.607471,0.000136,0.441811
2.341786,0.000999,-1.282464,1.539841,0.000119,0.442237
2.359948,0.082224,-1.259095,1.579418,0.000103,0.454852
2.361363,-0.186337,-1.277229,1.751573,0.000113,0.455804
2.364128,0.084861,-1.266770,1.701249,0.000119,0.457649
2.364555,-0.290325,-1.272774,1.586032,0.000086,0.457933
2.368005,-0.044283,-1.277143,1.484113,0.000139,0.460206
2.385422,-0.048557,-1.233902,1.431362,0.000093,0.471244
2.389351,0.142140,-1.226032,1.300403,0.000082,0.473631
2.392813,-0.042031,-1.222937,1.416861,0.000093,0.475703
2.394737,-0.293124,-1.231816,1.284349,0.000054,0.476842
2.396026,0.109329,-1.220003,1.483726,0.000082,0.477600
2.399811,0.143705,-1.216868,1.326100,0.000075,0.479804
2.399839,-0.038430,-1.207775,1.498691,0.000080,0.479819
2.401456,-0.027978,-1.218541,1.238429,0.000099,0.480750
2.406208,-0.035650,-1.197362,1.244022,0.000069,0.483449
2.412972,-0.087614,-1.193595,1.213972,0.000067,0.487199
2.461767,0.011764,-1.149435,1.074216,0.000057,0.511336
2.462333,-0.016771,-1.147294,0.979225,0.000049,0.511589
2.467097,0.031382,-1.147970,1.078416,0.000056,0.513692
2.482420,-0.009828,-1.124719,1.080355,0.000045,0.520193
2.552632,-0.051192,-1.060844,0.876751,0.000025,0.545660
2.710526,0.018096,-0.969903,0.678062,0.000018,0.586040
2.868421,-0.022495,-0.884575,0.617660,0.000010,0.613704
3.026316,0.011241,-0.807628,0.453490,0.000006,0.634545
3.184211,0.006132,-0.743603,0.365998,0.000006,0.651210
3.342105,0.008608,-0.702049,0.341095,0.000004,0.665092
3.500000,0.010184,-0.654633,0.318449,0.000003,0.677011
