T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,1.000000,-2.000000,0.000000,0.000000,0.025597
0.815789,0.999857,-1.999429,0.006484,0.000000,0.048259
0.973684,0.999398,-1.997612,0.019136,0.000000,0.069539
1.131579,0.997939,-1.991959,0.052727,0.000000,0.090448
1.289474,0.994737,-1.980295,0.091820,0.000000,0.111822
1.447368,0.989375,-1.960848,0.147328,0.000000,0.134535
1.605263,0.978983,-1.926406,0.284231,0.000000,0.159719
1.763158,0.962246,-1.875410,0.389937,0.000000,0.189135
1.921053,0.933300,-1.795961,0.583832,0.000000,0.226051
2.018299,0.907565,-1.738165,0.746722,0.000001,0.255377
2.066282,0.887224,-1.696258,0.846158,0.000001,0.272829
2.078947,0.880997,-1.685601,0.760156,0.000001,0.277870
2.100302,0.871876,-1.661761,0.851093,0.000001,0.286848
2.102214,0.872358,-1.663530,0.937864,0.000001,0.287683
2.109465,0.859895,-1.649982,1.038738,0.000002,0.290901
2.112851,0.863777,-1.650230,0.949575,0.000001,0.292431
2.116330,0.861991,-1.647067,1.043332,0.000002,0.294022
2.121474,0.858410,-1.642213,1.016481,0.000002,0.296410
2.126057,0.853034,-1.634857,1.007699,0.000002,0.298575
2.141455,0.843421,-1.619399,1.120113,0.000002,0.306115
2.152841,0.834948,-1.607441,1.158844,0.000003,0.311969
2.155003,0.834942,-1.600876,1.165173,0.000002,0.313108
2.166709,0.794515,-1.581681,1.464200,0.000018,0.319442
2.173696,0.826887,-1.587942,1.124963,0.000002,0.323356
2.174006,0.816114,-1.586129,1.234305,0.000005,0.323533
2.177394,0.816248,-1.586583,1.252665,0.000004,0.325470
2.178598,0.811392,-1.572857,1.170832,0.000003,0.326165
2.180001,0.817374,-1.580562,1.190155,0.000003,0.326978
2.186397,0.802943,-1.564079,1.156316,0.000004,0.330741
2.189097,0.807176,-1.563589,1.280880,0.000003,0.332356
2.192015,0.432435,-1.551682,1.611294,0.000258,0.334120
2.193028,0.796178,-1.561288,1.425438,0.000007,0.334737
2.195384,0.787586,-1.552512,1.511433,0.000007,0.336181
2.217862,0.758926,-1.516491,1.433469,0.000006,0.350585
2.225326,0.770385,-1.520406,1.461186,0.000006,0.355619
