T,M,E,C,chi,S
2.333178,0.140348,-1.293824,1.585094,0.000052,0.441614
2.336820,-0.149262,-1.294155,1.485187,0.000063,0.444366
2.338493,0.182390,-1.303330,1.742892,0.000077,0.445617
2.341896,-0.140545,-1.306581,2.022846,0.000086,0.448141
2.342536,-0.064182,-1.299286,1.779046,0.000085,0.448613
2.346053,-0.141909,-1.284800,1.760895,0.000067,0.451180
2.347060,-0.131155,-1.304111,1.781782,0.000084,0.451909
2.349967,0.166067,-1.276157,1.531748,0.000055,0.453997
2.360296,-0.011736,-1.265379,1.699792,0.000066,0.461220
2.365008,0.093785,-1.266195,1.741417,0.000066,0.464410
2.371014,-0.004893,-1.245682,1.482665,0.000050,0.468383
2.378579,-0.030200,-1.242621,1.342962,0.000054,0.473237
2.379041,0.126673,-1.233519,1.288613,0.000043,0.473528
2.379589,0.106964,-1.230049,1.345141,0.000041,0.473872
2.381514,-0.125545,-1.231481,1.362663,0.000043,0.475075
2.390912,-0.111845,-1.224313,1.338249,0.000040,0.480797
2.394737,-0.001296,-1.219853,1.359089,0.000048,0.483056
2.416595,-0.053794,-1.194811,1.488977,0.000043,0.495219
2.423533,-0.004187,-1.193825,1.301510,0.000044,0.498830
2.430948,0.075783,-1.170180,1.115813,0.000026,0.502565
2.438958,0.038293,-1.159066,1.040700,0.000022,0.506462
2.439553,0.040407,-1.156148,1.201270,0.000024,0.506745
2.454882,0.018881,-1.145873,1.100002,0.000025,0.513810
2.475775,0.069671,-1.131513,0.962221,0.000020,0.522722
2.552632,-0.030604,-1.058409,0.808013,0.000013,0.549894
2.710526,0.015380,-0.955769,0.707881,0.000006,0.588566
2.868421,0.019521,-0.872268,0.574013,0.000005,0.615062
3.026316,0.011324,-0.799577,0.485409,0.000003,0.635052
3.184211,0.018531,-0.746600,0.379454,0.000002,0.651059
3.342105,0.004804,-0.707134,0.404492,0.000002,0.664411
3.500000,-0.001332,-0.666632,0.361025,0.000002,0.675887
