T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,0.999993,-1.999971,0.000541,0.000000,0.025182
0.815789,0.999904,-1.999633,0.004460,0.000000,0.047484
0.973684,0.999515,-1.998134,0.014659,0.000000,0.068433
1.131579,0.998009,-1.992478,0.047155,0.000000,0.089025
1.289474,0.995184,-1.981967,0.103701,0.000000,0.110088
1.447368,0.989290,-1.960360,0.171087,0.000000,0.132489
1.605263,0.978726,-1.926022,0.285196,0.000000,0.157358
1.763158,0.961815,-1.874282,0.435448,0.000000,0.186464
1.921053,0.932062,-1.794495,0.604363,0.000000,0.223135
1.958756,0.924643,-1.776515,0.602020,0.000000,0.233687
2.015099,0.905348,-1.732905,0.729266,0.000000,0.251362
2.058966,0.890373,-1.699478,0.848688,0.000000,0.267160
2.078947,0.874884,-1.675261,0.917134,0.000001,0.275098
2.082213,0.882597,-1.682274,0.886708,0.000000,0.276446
2.090129,0.875737,-1.673363,0.925048,0.000001,0.279777
2.097842,0.868854,-1.662355,1.040343,0.000001,0.283111
2.099834,0.868755,-1.661169,0.967916,0.000001,0.283987
2.130263,0.847013,-1.629521,1.029238,0.000001,0.298189
2.137978,0.843149,-1.626172,1.063391,0.000002,0.302056
2.138979,0.845375,-1.624209,1.083127,0.000001,0.302567
2.151699,0.842988,-1.614263,1.160611,0.000001,0.309231
2.173628,0.811826,-1.576610,1.232173,0.000002,0.321550
2.182379,0.809294,-1.572310,1.181394,0.000002,0.326782
2.182465,0.806896,-1.570199,1.280671,0.000002,0.326834
2.194761,0.773162,-1.542721,1.603417,0.000005,0.334512
2.197551,0.801205,-1.556634,1.320684,0.000002,0.336308
2.200230,0.787333,-1.543405,1.484737,0.000003,0.338052
2.206391,0.798491,-1.546447,1.172933,0.000001,0.342134
2.211142,0.774411,-1.532424,1.414301,0.000003,0.345350
2.213457,0.765580,-1.529437,1.577502,0.000006,0.346938
2.216730,0.761716,-1.519544,1.507269,0.000004,0.349208
2.219316,0.773337,-1.525826,1.322976,0.000003,0.351021
2.222948,-0.111752,-1.524841,1.583383,0.000243,0.353598
2.227005,0.692712,-1.486131,1.683383,0.000014,0.356516
2.231522,0.722988,-1.493862,1.705886,0.000007,0.359814
2.232598,0.714092,-1.498385,1.732543,0.000015,0.360606
2.234056,-0.612919,-1.491798,1.868966,0.000066,0.361686
2.235291,-0.257009,-1.458972,2.175651,0.000161,0.362603
2.236842,0.762188,-1.506517,1.308775,0.000003,0.363762
2.256697,-0.622876,-1.468115,1.609208,0.000054,0.379062
2.260844,0.124739,-1.455616,1.863756,0.000199,0.382354
2.263521,0.707475,-1.457574,1.591002,0.000005,0.384495
2.264329,0.721541,-1.461855,1.407940,0.000003,0.385143
2.266911,0.327417,-1.443107,2.080417,0.000149,0.387221
2.276618,-0.220254,-1.416465,1.974302,0.000155,0.395100
2.281846,0.585969,-1.401127,1.815999,0.000018,0.399378
2.282458,0.503912,-1.418708,1.851373,0.000075,0.399880
2.285272,-0.169795,-1.387417,1.879499,0.000135,0.402190
2.291625,-0.072558,-1.377190,2.216001,0.000142,0.407408
2.299773,0.535271,-1.365641,1.931120,0.000022,0.414092
2.305418,0.100097,-1.380918,2.024926,0.000151,0.418701
2.309822,0.290365,-1.354387,1.863684,0.000099,0.422276
2.313964,0.513006,-1.362872,1.842125,0.000030,0.425616
2.316613,-0.099863,-1.320835,1.823789,0.000091,0.427740
2.316619,-0.365561,-1.361898,1.821899,0.000089,0.427745
2.323107,0.097454,-1.329575,1.818491,0.000108,0.432899
2.324150,0.492484,-1.334461,1.513697,0.000022,0.433721
2.326716,0.153202,-1.325551,1.784089,0.000101,0.435733
2.329890,-0.329256,-1.324631,1.952468,0.000072,0.438203
2.330516,-0.184956,-1.312621,1.982124,0.000086,0.438688
2.332074,0.057011,-1.315317,1.810453,0.000101,0.439890
2.334685,0.205246,-1.293641,1.802571,0.000065,0.441895
2.339407,0.173273,-1.311321,1.657104,0.000094,0.445477
2.344367,0.057277,-1.296525,2.004872,0.000093,0.449182
2.351600,-0.112787,-1.292376,1.927053,0.000085,0.454472
2.358182,0.001840,-1.262087,1.606478,0.000069,0.459162
2.359069,0.096543,-1.270555,1.543323,0.000073,0.459786
2.359965,0.210450,-1.274356,1.641047,0.000071,0.460413
2.362035,-0.021482,-1.278734,1.545948,0.000092,0.461853
2.363920,0.217866,-1.259533,1.615141,0.000053,0.463154
2.368664,0.137341,-1.265324,1.550571,0.000075,0.466385
