T,M,E,C,chi,S
2.188359,-0.078326,-1.593617,0.933653,0.009432,0.382347
2.192176,0.051217,-1.592354,0.901484,0.009431,0.383930
2.198452,0.041946,-1.571247,0.978127,0.009197,0.386546
2.200201,0.069831,-1.574573,0.903055,0.009219,0.387278
2.204899,0.087717,-1.581729,0.955853,0.009174,0.389252
2.205300,0.370168,-1.582436,0.885078,0.007575,0.389421
2.206849,-0.107478,-1.555001,0.996088,0.008915,0.390075
2.213731,0.163878,-1.581537,0.925708,0.008933,0.392989
2.214847,0.257117,-1.584676,0.894704,0.008468,0.393463
2.218890,0.089545,-1.570985,0.897057,0.009051,0.395187
2.220133,-0.217292,-1.562162,0.944186,0.008465,0.395718
2.230240,0.268838,-1.563873,0.925361,0.008157,0.400060
2.230859,0.121645,-1.539818,0.980998,0.008596,0.400327
2.231656,0.027031,-1.548736,0.979592,0.008892,0.400671
2.236842,0.075681,-1.544226,0.939947,0.008811,0.402916
2.246674,-0.067444,-1.559023,0.907518,0.008852,0.407199
2.250791,0.403786,-1.532195,1.003315,0.006662,0.409003
2.250947,0.061668,-1.524078,1.006499,0.008569,0.409071
2.252437,0.345256,-1.533294,0.994736,0.007233,0.409725
2.253393,0.027159,-1.519937,1.029798,0.008580,0.410145
2.254568,-0.202418,-1.514266,1.070740,0.007987,0.410662
2.255691,0.105375,-1.494635,1.115460,0.008259,0.411155
2.256928,0.001977,-1.540036,0.931769,0.008772,0.411700
2.257398,0.034327,-1.526839,1.003416,0.008571,0.411907
2.258813,-0.072064,-1.551898,0.950341,0.008769,0.412531
2.262701,0.025740,-1.525616,1.000199,0.008553,0.414248
2.265171,0.055975,-1.504175,1.078143,0.008348,0.415341
2.269133,0.206339,-1.505113,1.035634,0.007834,0.417097
2.270303,0.249469,-1.514352,1.058385,0.007681,0.417616
2.272814,0.271775,-1.518107,0.957646,0.007602,0.418732
2.285119,0.258509,-1.485456,1.069531,0.007319,0.424219
2.285251,0.204091,-1.482339,1.033249,0.007632,0.424278
2.294259,0.086431,-1.495837,0.965238,0.008147,0.428312
2.294406,-0.007384,-1.499356,0.981272,0.008259,0.428378
2.295501,0.106153,-1.505280,0.978469,0.008173,0.428869
2.304024,0.333159,-1.476176,1.020856,0.006688,0.432698
2.304390,0.178156,-1.492042,0.983338,0.007757,0.432862
2.306128,0.148032,-1.480121,0.983783,0.007804,0.433644
2.306832,0.150139,-1.470579,1.003333,0.007697,0.433961
2.307113,0.088859,-1.471525,0.999494,0.007958,0.434087
2.307813,0.057099,-1.471537,1.005392,0.007861,0.434402
2.307912,-0.118382,-1.468699,1.038942,0.007791,0.434447
2.309681,-0.043467,-1.503365,0.975881,0.008135,0.435243
2.312577,0.152516,-1.478237,0.980645,0.007765,0.436547
2.320693,-0.082118,-1.499323,1.001093,0.008091,0.440202
2.324676,0.109805,-1.426202,1.119671,0.007358,0.441997
2.325021,-0.056058,-1.459923,1.030826,0.007733,0.442152
2.332132,0.108713,-1.453632,1.072564,0.007586,0.445355
2.336507,-0.062114,-1.436544,1.082793,0.007563,0.447325
2.338605,-0.006240,-1.425622,1.031218,0.007480,0.448268
2.340576,0.000940,-1.451506,1.018653,0.007679,0.449155
2.347809,0.235051,-1.411786,1.065505,0.006690,0.452405
2.351154,-0.177998,-1.404553,1.065816,0.006895,0.453906
2.370260,0.078264,-1.453329,0.961304,0.007545,0.462443
2.372730,0.089492,-1.435010,1.046485,0.007354,0.463542
2.391819,-0.008320,-1.366774,1.087480,0.006762,0.471972
2.392688,0.121937,-1.398506,1.053656,0.006923,0.472353
2.394737,0.092467,-1.388566,1.079118,0.006956,0.473251
2.411028,-0.095518,-1.362477,1.033982,0.006630,0.480335
2.437182,0.051661,-1.350929,1.019826,0.006559,0.491474
2.451847,0.038471,-1.310969,1.040141,0.006235,0.497576
2.552632,-0.040297,-1.257154,1.008217,0.005607,0.536156
2.710526,0.047572,-1.100950,0.863002,0.004226,0.584448
2.868421,-0.074796,-0.966811,0.602932,0.002847,0.620939
3.026316,0.000182,-0.861931,0.544790,0.002428,0.649456
3.184211,-0.012821,-0.817094,0.343500,0.001963,0.672592
3.342105,0.104692,-0.756087,0.331549,0.001604,0.691969
3.500000,-0.037556,-0.640000,0.253330,0.001057,0.708625
