T,M,E,C,chi,S
2.211656,0.787808,-1.538347,1.331640,0.000004,0.345544
2.226846,0.742840,-1.503459,1.521223,0.000008,0.355868
2.233152,0.762599,-1.511709,1.366053,0.000005,0.360303
2.233325,0.315654,-1.501998,1.482779,0.000252,0.360426
2.234051,-0.440014,-1.486711,1.687529,0.000179,0.360942
2.236302,-0.515381,-1.472293,1.763977,0.000121,0.362549
2.236842,0.700782,-1.478039,1.789962,0.000016,0.362937
2.237023,0.620101,-1.484906,1.876958,0.000074,0.363067
2.238434,-0.081337,-1.486370,1.655223,0.000284,0.364081
2.244640,0.396654,-1.483144,1.828764,0.000204,0.368589
2.245802,-0.520368,-1.467659,1.860026,0.000126,0.369441
2.248586,0.258065,-1.450027,1.906784,0.000212,0.371492
2.264483,0.588212,-1.454716,1.569177,0.000086,0.383432
2.265313,0.679598,-1.443152,1.586747,0.000010,0.384064
2.265504,0.714040,-1.458266,1.482367,0.000007,0.384209
2.266641,0.659595,-1.438753,1.822655,0.000019,0.385077
2.267442,0.731762,-1.469530,1.399870,0.000005,0.385689
2.274129,-0.355816,-1.429403,1.687154,0.000178,0.390822
2.277496,-0.054201,-1.422710,1.642313,0.000233,0.393418
2.277896,-0.247912,-1.421536,1.927635,0.000201,0.393727
2.282761,0.038545,-1.412116,1.806298,0.000226,0.397488
2.282970,-0.477596,-1.428135,1.790100,0.000130,0.397650
2.285741,0.468500,-1.415058,1.842801,0.000116,0.399796
2.287467,0.571752,-1.401680,1.678728,0.000048,0.401133
2.288483,0.143981,-1.419938,1.708178,0.000231,0.401919
2.297774,0.363335,-1.375175,1.768745,0.000121,0.409107
2.299211,-0.250388,-1.370336,1.916071,0.000154,0.410215
2.299565,0.343135,-1.366765,1.672509,0.000108,0.410488
2.302423,-0.157370,-1.367262,1.855441,0.000164,0.412688
2.314124,0.321799,-1.349778,1.918725,0.000122,0.421621
2.318273,0.147454,-1.346044,1.693552,0.000167,0.424749
2.319864,0.013598,-1.347200,1.848398,0.000170,0.425943
2.319898,0.286798,-1.324802,1.745981,0.000103,0.425968
2.321037,0.096442,-1.358257,1.770278,0.000177,0.426819
2.330906,-0.110172,-1.320758,1.800020,0.000147,0.434109
2.334333,-0.094569,-1.325960,1.801995,0.000155,0.436598
2.335760,-0.461592,-1.332861,1.669545,0.000056,0.437627
2.341407,-0.174375,-1.297933,1.607495,0.000112,0.441660
2.356338,0.067085,-1.257568,1.438373,0.000090,0.451978
2.359660,0.009610,-1.268468,1.563090,0.000110,0.454202
2.366574,0.219269,-1.268004,1.548673,0.000094,0.458744
2.370858,-0.178539,-1.272031,1.713533,0.000109,0.461498
2.381251,-0.049898,-1.237553,1.429167,0.000085,0.467989
2.389790,0.143259,-1.249295,1.498413,0.000094,0.473120
2.394737,-0.078005,-1.226668,1.343959,0.000084,0.476010
2.402393,0.051287,-1.210417,1.195958,0.000071,0.480365
2.418715,-0.017224,-1.180757,1.038179,0.000048,0.489190
2.420521,-0.029114,-1.186572,1.173310,0.000060,0.490129
2.434338,-0.007363,-1.181887,1.376014,0.000070,0.497081
2.435603,0.053409,-1.174794,1.058889,0.000058,0.497697
2.437061,0.041019,-1.176775,1.130372,0.000066,0.498403
2.441090,-0.015287,-1.167227,1.159970,0.000053,0.500333
2.443395,-0.084233,-1.164655,1.173114,0.000052,0.501422
2.443481,-0.055537,-1.163069,0.981485,0.000045,0.501463
2.447751,-0.049976,-1.173857,1.215112,0.000064,0.503453
2.456692,0.021422,-1.160771,1.143228,0.000051,0.507508
2.456752,-0.039424,-1.151389,0.999475,0.000049,0.507535
2.462208,0.058611,-1.148264,0.970134,0.000045,0.509937
2.506774,0.049573,-1.107329,1.007471,0.000041,0.527740
2.514614,0.010982,-1.082107,0.782223,0.000023,0.530574
2.552632,0.097669,-1.066962,0.878511,0.000021,0.543257
2.710526,0.010108,-0.961298,0.638155,0.000013,0.582739
2.868421,-0.003088,-0.873388,0.494806,0.000007,0.609846
3.026316,0.000573,-0.809099,0.423918,0.000006,0.630299
3.184211,0.011506,-0.747919,0.480719,0.000005,0.646673
3.342105,0.011829,-0.701072,0.445514,0.000003,0.660325
3.500000,-0.001018,-0.665855,0.323524,0.000003,0.672054
