T,M,E,C,chi,S
2.307616,-0.256579,-1.366114,2.052065,0.000075,0.412525
2.308011,0.498668,-1.354881,1.899033,0.000015,0.412847
2.309000,-0.274799,-1.344346,1.720771,0.000050,0.413652
2.314453,0.067014,-1.326641,2.096860,0.000060,0.418065
2.315861,-0.253688,-1.322548,1.694897,0.000041,0.419196
2.319505,-0.223613,-1.357031,1.717627,0.000075,0.422105
2.323797,0.384577,-1.326904,1.758256,0.000027,0.425496
2.324875,0.123967,-1.306421,1.873345,0.000045,0.426341
2.331635,-0.401112,-1.323894,1.981217,0.000027,0.431578
2.338727,0.025542,-1.297952,1.830586,0.000053,0.436947
2.351098,-0.032354,-1.272851,1.580579,0.000045,0.445978
2.356152,-0.038737,-1.276536,1.644953,0.000046,0.449539
2.359606,-0.112300,-1.265576,1.722468,0.000044,0.451928
2.361210,0.043722,-1.271908,1.554032,0.000049,0.453026
2.363756,-0.122351,-1.273022,1.471776,0.000046,0.454751
2.366099,0.221524,-1.261331,1.646159,0.000031,0.456323
2.366105,0.164725,-1.252066,1.652506,0.000026,0.456327
2.369861,0.005232,-1.238671,1.495200,0.000030,0.458810
2.370433,0.152891,-1.240238,1.285687,0.000021,0.459185
2.377371,-0.057212,-1.237183,1.496717,0.000034,0.463651
2.382440,0.156989,-1.242967,1.545122,0.000033,0.466822
2.383369,0.091172,-1.226880,1.621267,0.000030,0.467396
2.391387,-0.022388,-1.214345,1.312359,0.000027,0.472239
2.393616,0.169556,-1.217913,1.403779,0.000020,0.473553
2.393734,-0.030735,-1.220548,1.247176,0.000027,0.473623
2.394737,-0.176260,-1.220879,1.436044,0.000023,0.474209
2.396729,-0.063909,-1.220760,1.323334,0.000029,0.475365
2.407843,0.016938,-1.203097,1.180653,0.000024,0.481619
2.418024,0.047659,-1.186477,1.080575,0.000019,0.487065
2.444943,-0.082675,-1.164103,0.990288,0.000014,0.500279
2.450480,-0.074619,-1.152694,1.054368,0.000012,0.502803
2.451368,-0.069369,-1.156609,1.113717,0.000016,0.503202
2.465728,0.012787,-1.143331,0.967138,0.000014,0.509443
2.471081,-0.003859,-1.132599,1.199841,0.000014,0.511672
2.552632,-0.014304,-1.068041,0.917631,0.000010,0.540401
2.710526,-0.004765,-0.957233,0.713871,0.000005,0.578409
2.868421,0.018493,-0.873766,0.671286,0.000003,0.604379
3.026316,0.025152,-0.801869,0.599891,0.000002,0.623944
3.184211,0.011995,-0.764260,0.620365,0.000001,0.639600
3.342105,0.000548,-0.706375,0.430499,0.000001,0.652651
3.500000,0.012270,-0.668820,0.439080,0.000001,0.663864
