T,M,E,C,chi,S
2.300456,0.285285,-1.392583,1.875287,0.000211,0.423097
2.301340,-0.044700,-1.401516,1.754987,0.000260,0.423797
2.303832,0.274874,-1.369882,1.822495,0.000178,0.425769
2.305151,-0.043562,-1.373026,1.627376,0.000226,0.426812
2.305885,0.181625,-1.357978,1.902440,0.000186,0.427391
2.308416,-0.007214,-1.375118,1.823614,0.000230,0.429388
2.311588,0.128205,-1.371140,1.749243,0.000225,0.431883
2.312581,-0.117073,-1.371422,1.649017,0.000226,0.432662
2.316574,0.374763,-1.340680,1.924635,0.000114,0.435786
2.322617,-0.161205,-1.349046,1.665907,0.000193,0.440478
2.322691,0.526813,-1.371187,1.553889,0.000078,0.440535
2.323515,-0.018155,-1.327798,1.761155,0.000184,0.441172
2.330513,0.450890,-1.326024,1.718537,0.000067,0.446532
2.331556,-0.067546,-1.325153,1.698654,0.000183,0.447324
2.332499,0.124640,-1.312233,1.758621,0.000170,0.448039
2.334869,-0.158265,-1.301099,1.763814,0.000144,0.449828
2.335182,-0.114221,-1.330877,1.915297,0.000194,0.450064
2.345248,0.039029,-1.316608,1.654572,0.000185,0.457537
2.352003,0.110393,-1.277308,1.730502,0.000128,0.462433
2.357570,-0.086305,-1.277414,1.712224,0.000144,0.466391
2.361635,0.202942,-1.280028,1.744950,0.000132,0.469235
2.367176,0.061445,-1.283190,1.626507,0.000150,0.473047
2.382503,0.092544,-1.246957,1.529884,0.000115,0.483195
2.392080,-0.124070,-1.248596,1.475679,0.000122,0.489236
2.394737,-0.082446,-1.230518,1.460168,0.000109,0.490872
2.426588,-0.040053,-1.187227,1.229986,0.000078,0.509136
2.430886,0.113143,-1.191779,1.153962,0.000080,0.511420
2.499276,-0.027365,-1.108192,1.032684,0.000042,0.542856
2.552632,0.055787,-1.062615,0.840719,0.000034,0.562306
2.590027,-0.007401,-1.037769,0.788124,0.000031,0.573998
2.710526,0.028996,-0.969421,0.742723,0.000021,0.604158
2.868421,0.013652,-0.873984,0.572062,0.000011,0.632796
3.026316,0.012813,-0.819474,0.457545,0.000009,0.654355
3.184211,-0.012441,-0.758890,0.364914,0.000006,0.671585
3.342105,-0.014116,-0.702715,0.357696,0.000005,0.685933
3.500000,0.010897,-0.665108,0.316987,0.000003,0.698248
