T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,1.000000,-2.000000,0.000000,0.000000,0.035882
0.815789,1.000000,-2.000000,0.000000,0.000000,0.067488
0.973684,0.999347,-1.997388,0.021690,0.000001,0.096979
1.131579,0.999020,-1.996082,0.023893,0.000001,0.125718
1.289474,0.994054,-1.977181,0.113772,0.000004,0.154779
1.447368,0.991222,-1.966645,0.141580,0.000006,0.185197
1.605263,0.980079,-1.929627,0.248332,0.000016,0.218176
1.763158,0.958059,-1.867738,0.406284,0.000045,0.255332
1.921053,0.937520,-1.802555,0.573436,0.000067,0.299052
2.066648,-0.236732,-1.688324,0.811471,0.007382,0.348196
2.078947,0.201880,-1.694973,0.803004,0.007539,0.352842
2.082811,0.233711,-1.684799,0.901633,0.007278,0.354319
2.090571,0.071818,-1.662703,0.870678,0.007609,0.357311
2.112011,-0.298533,-1.646064,0.910951,0.006599,0.365757
2.116727,0.456827,-1.656763,0.946714,0.005503,0.367650
2.119574,-0.492527,-1.661315,0.820996,0.005265,0.368799
2.125880,0.072866,-1.636899,0.965515,0.007323,0.371361
2.131274,0.649987,-1.644848,0.899449,0.003383,0.373571
2.135083,-0.349123,-1.641610,0.955302,0.006173,0.375142
2.142185,-0.314611,-1.630670,0.939591,0.006322,0.378092
2.146034,0.237175,-1.622257,0.889521,0.006641,0.379704
2.159106,0.554706,-1.623497,0.905507,0.004264,0.385239
2.164209,0.066105,-1.624281,0.909811,0.007092,0.387426
2.170768,0.385113,-1.586017,1.021445,0.005428,0.390259
2.170799,0.292721,-1.588965,1.012420,0.006070,0.390273
2.176962,0.016471,-1.608308,0.868468,0.007049,0.392956
2.183217,-0.090981,-1.594332,0.935923,0.006803,0.395701
2.184528,-0.033605,-1.588892,0.995256,0.006853,0.396279
2.189484,-0.270023,-1.583794,1.042446,0.006159,0.398471
2.193264,-0.329837,-1.578050,0.956235,0.005745,0.400153
2.200948,-0.077946,-1.567444,0.976763,0.006619,0.403593
2.207819,-0.126442,-1.570048,1.033891,0.006521,0.406695
2.210525,-0.151142,-1.559028,1.055696,0.006363,0.407923
2.213187,0.159084,-1.585523,0.977422,0.006499,0.409134
2.219206,-0.411483,-1.589225,0.889052,0.005189,0.411885
2.221851,-0.063539,-1.538897,1.030464,0.006400,0.413099
2.236842,0.070315,-1.542404,1.081828,0.006318,0.420038
2.237035,-0.306341,-1.552608,1.002412,0.005566,0.420128
2.237323,0.130340,-1.549688,1.046136,0.006270,0.420262
2.237694,0.226789,-1.529581,1.125206,0.005792,0.420435
2.238555,0.134449,-1.510751,1.101301,0.005961,0.420837
2.242002,0.413120,-1.536735,1.065573,0.004785,0.422447
2.248408,-0.228637,-1.496162,1.166776,0.005557,0.425453
2.251309,0.176968,-1.535755,0.991012,0.005989,0.426819
2.252698,-0.208189,-1.535101,0.951720,0.005920,0.427474
2.258129,-0.191517,-1.519609,1.059367,0.005863,0.430041
2.266740,-0.350423,-1.507373,1.031937,0.004942,0.434130
2.266797,0.378880,-1.502001,1.055790,0.004713,0.434157
2.267817,0.261386,-1.531474,1.058850,0.005577,0.434642
