T,M,E,C,chi,S
2.271789,-0.194345,-1.473907,1.120418,0.005400,0.436537
2.272875,-0.033384,-1.504542,1.030137,0.005960,0.437055
2.275244,0.293346,-1.510168,1.016994,0.005339,0.438187
2.275306,-0.020499,-1.486139,1.121562,0.005867,0.438217
2.277213,-0.227956,-1.510240,1.039370,0.005577,0.439130
2.277283,-0.147376,-1.473290,1.063946,0.005586,0.439163
2.285304,-0.092536,-1.515438,1.035956,0.005985,0.443009
2.304292,0.221603,-1.476550,1.078010,0.005299,0.452154
2.305190,-0.248014,-1.458585,1.118431,0.005093,0.452588
2.313966,-0.043999,-1.461408,1.076894,0.005615,0.456827
2.319296,0.165694,-1.469204,1.058679,0.005463,0.459402
2.319404,-0.099244,-1.469388,1.013208,0.005593,0.459454
2.320570,0.083722,-1.434021,1.085280,0.005315,0.460018
2.328437,-0.092327,-1.437934,1.133729,0.005312,0.463818
2.330607,0.088367,-1.451064,1.116944,0.005473,0.464865
2.332088,-0.046037,-1.445410,1.069802,0.005443,0.465580
2.332604,0.034768,-1.438627,1.130080,0.005414,0.465829
2.333050,0.082533,-1.449026,1.094296,0.005486,0.466044
2.337073,0.022493,-1.420345,1.176384,0.005328,0.467984
2.353917,0.052163,-1.404444,1.175020,0.005094,0.476082
2.355469,-0.230804,-1.408078,1.145983,0.004691,0.476826
2.356659,-0.192458,-1.420355,1.045228,0.004929,0.477396
2.356847,0.021828,-1.415357,1.145980,0.005188,0.477486
2.357205,0.059634,-1.413192,1.116631,0.005170,0.477657
2.363329,0.130490,-1.412641,1.139616,0.005052,0.480583
2.366848,0.004782,-1.389438,1.130661,0.005006,0.482260
2.367896,0.047721,-1.386740,1.174534,0.005029,0.482759
2.373708,-0.024399,-1.400576,1.126878,0.005088,0.485518
2.377595,-0.001084,-1.380746,1.122742,0.004912,0.487358
2.387560,0.064224,-1.364112,1.074701,0.004812,0.492050
2.394737,-0.017617,-1.357469,1.126562,0.004728,0.495406
2.396608,0.005149,-1.364361,1.171747,0.004803,0.496277
2.399733,-0.002662,-1.371185,1.119397,0.004872,0.497729
2.400399,-0.052941,-1.369572,1.105747,0.004791,0.498038
2.402800,0.150287,-1.345657,1.131465,0.004464,0.499149
2.403846,0.056351,-1.371328,1.108790,0.004803,0.499633
2.412995,-0.085202,-1.352023,1.035188,0.004618,0.503839
2.417413,0.063928,-1.318431,1.193404,0.004397,0.505856
2.421243,0.061513,-1.331478,1.085848,0.004496,0.507595
2.432317,0.076791,-1.294380,1.117481,0.004192,0.512581
2.437781,-0.082990,-1.320124,1.113093,0.004419,0.515015
2.440781,0.069866,-1.301834,1.176583,0.004301,0.516345
2.507250,0.064780,-1.219774,1.018305,0.003687,0.544314
2.552632,-0.108806,-1.209114,0.952319,0.003496,0.561673
2.710526,-0.019051,-1.040768,0.820565,0.002430,0.611677
2.868421,0.160173,-0.945136,0.631128,0.001586,0.649153
3.026316,-0.018535,-0.800134,0.476727,0.001270,0.678348
3.184211,-0.050078,-0.790581,0.412114,0.001044,0.702008
3.342105,0.023010,-0.763151,0.389268,0.001032,0.721820
3.500000,0.010122,-0.666449,0.285084,0.000684,0.738853
