T,M,E,C,chi,S
0.500000,0.999988,-1.999953,0.001509,0.000000,0.000000
0.657895,1.000000,-2.000000,0.000000,0.000000,0.025849
0.815789,0.999870,-1.999479,0.005984,0.000000,0.048739
0.973684,0.999396,-1.997609,0.021989,0.000000,0.070238
1.131579,0.997941,-1.992071,0.046588,0.000000,0.091367
1.289474,0.994700,-1.980105,0.097775,0.000000,0.112974
1.447368,0.989184,-1.959937,0.163738,0.000000,0.135944
1.605263,0.978160,-1.924537,0.271021,0.000000,0.161427
1.763158,0.962866,-1.875930,0.377070,0.000000,0.191215
1.921053,0.931352,-1.794355,0.631452,0.000001,0.228639
2.055051,0.886650,-1.696836,0.836236,0.000001,0.271752
2.055540,0.890173,-1.699798,0.790038,0.000001,0.271940
2.078947,0.882173,-1.684890,0.902740,0.000001,0.281248
2.109573,0.861174,-1.649970,0.954490,0.000002,0.294536
2.110527,0.858963,-1.648953,1.066658,0.000003,0.294972
2.118921,0.858539,-1.645024,0.997763,0.000002,0.298874
2.127666,0.849437,-1.630057,1.034487,0.000002,0.303062
2.145775,0.841257,-1.617244,1.120373,0.000003,0.312165
2.146549,0.844203,-1.617160,1.052398,0.000002,0.312567
2.146961,0.845457,-1.618213,1.028944,0.000002,0.312782
2.149387,0.836041,-1.607537,1.076364,0.000003,0.314053
2.162105,0.827469,-1.596400,1.255942,0.000005,0.320906
2.164721,0.809131,-1.587129,1.446675,0.000010,0.322356
2.164768,0.831383,-1.594289,1.094546,0.000003,0.322382
2.165153,0.823278,-1.591311,1.200262,0.000004,0.322597
2.165981,0.827651,-1.595175,1.198342,0.000004,0.323059
2.181079,0.793116,-1.564761,1.459931,0.000010,0.331749
2.189004,0.800967,-1.566069,1.267756,0.000006,0.336507
2.192439,0.807406,-1.561483,1.149936,0.000004,0.338613
2.193796,0.791715,-1.546138,1.230898,0.000005,0.339452
2.195611,0.798413,-1.560620,1.286146,0.000007,0.340580
2.196998,0.662983,-1.544235,1.401604,0.000121,0.341448
2.197079,0.424775,-1.547161,1.523078,0.000295,0.341499
2.203249,0.747745,-1.525706,1.542873,0.000021,0.345411
2.204874,0.767533,-1.537794,1.644973,0.000014,0.346455
2.214520,0.759523,-1.515914,1.482213,0.000008,0.352776
2.225864,-0.208089,-1.506462,1.691983,0.000353,0.360471
2.226277,0.770708,-1.523617,1.423207,0.000008,0.360756
2.226374,0.499243,-1.505321,1.577702,0.000216,0.360823
2.231169,0.593855,-1.499085,1.558906,0.000142,0.364162
2.231939,0.747071,-1.501962,1.493893,0.000011,0.364703
2.235339,0.719723,-1.489218,1.593778,0.000019,0.367104
2.236842,0.749873,-1.500521,1.374069,0.000009,0.368172
2.239502,-0.339190,-1.486222,1.652204,0.000286,0.370074
2.239856,0.759154,-1.503331,1.448922,0.000009,0.370328
2.249090,0.753303,-1.490336,1.331973,0.000008,0.377035
2.250493,-0.488587,-1.472601,1.575139,0.000200,0.378066
2.253290,0.730951,-1.483927,1.536065,0.000013,0.380131
2.255172,0.717814,-1.470911,1.529447,0.000012,0.381528
2.259134,-0.128622,-1.418328,2.418372,0.000269,0.384484
2.259391,0.497532,-1.469993,1.587714,0.000196,0.384677
2.259469,0.728442,-1.475110,1.477119,0.000010,0.384735
2.261359,0.687336,-1.454424,1.619363,0.000020,0.386153
2.262524,0.644874,-1.420850,1.774621,0.000022,0.387030
2.267740,0.696417,-1.449499,1.605817,0.000015,0.390972
2.271704,0.278964,-1.427535,1.872395,0.000251,0.393985
2.272497,-0.219857,-1.433621,1.802900,0.000282,0.394590
2.272871,0.124631,-1.415230,1.976264,0.000265,0.394875
2.273246,0.716179,-1.453111,1.502401,0.000009,0.395160
2.285608,-0.185508,-1.409925,1.831935,0.000264,0.404634
2.291519,-0.132601,-1.409289,1.749813,0.000276,0.409178
2.291657,0.126106,-1.391857,1.700924,0.000265,0.409284
2.292358,0.369793,-1.409255,1.779890,0.000204,0.409823
2.302677,0.239580,-1.353677,1.827742,0.000181,0.417735
2.310750,0.254275,-1.353091,1.892844,0.000198,0.423879
2.313142,-0.095087,-1.349599,1.775216,0.000213,0.425687
2.323728,-0.060496,-1.341265,1.873460,0.000223,0.433607
2.324053,0.226850,-1.335489,1.693975,0.000174,0.433848
2.328743,-0.023011,-1.306212,1.732579,0.000168,0.437301
2.332459,0.068128,-1.323626,1.867712,0.000203,0.440012
2.337293,-0.211763,-1.299899,1.621044,0.000143,0.443500
2.342177,0.057897,-1.290870,1.707929,0.000158,0.446978
2.344261,0.339445,-1.306441,1.590109,0.000114,0.448448
2.345546,0.167035,-1.301286,1.547429,0.000164,0.449349
2.348893,0.144524,-1.298552,1.593683,0.000162,0.451681
2.360245,-0.181336,-1.278558,1.625720,0.000135,0.459402
2.364209,-0.124746,-1.274277,1.486819,0.000155,0.462029
2.365537,0.097255,-1.278334,1.537008,0.000160,0.462900
2.374511,0.194148,-1.258772,1.468599,0.000118,0.468678
2.383615,-0.095942,-1.241102,1.597332,0.000126,0.474341
2.386045,0.093480,-1.231047,1.276152,0.000100,0.475819
2.388195,0.046447,-1.244359,1.318053,0.000127,0.477114
2.394737,0.001007,-1.227805,1.216240,0.000110,0.480988
2.396481,0.416320,-1.241335,1.386107,0.000035,0.482004
2.404439,0.271259,-1.238328,1.384724,0.000093,0.486546
2.408169,0.021224,-1.225897,1.306595,0.000123,0.488625
2.409208,-0.154674,-1.209521,1.310827,0.000087,0.489198
2.410597,-0.070482,-1.198714,1.325924,0.000097,0.489961
2.410838,0.060620,-1.205062,1.334960,0.000106,0.490093
2.441814,0.127605,-1.166845,1.209136,0.000073,0.505991
2.457910,-0.041847,-1.139354,1.098472,0.000068,0.513489
2.473956,0.076721,-1.139298,1.037863,0.000065,0.520498
2.538128,-0.010971,-1.076659,0.888149,0.000042,0.544650
2.552632,0.018011,-1.069227,0.869382,0.000038,0.549394
2.710526,-0.005748,-0.966886,0.631390,0.000021,0.589765
2.868421,0.024616,-0.880120,0.457268,0.000010,0.617504
3.026316,0.024813,-0.819789,0.393744,0.000010,0.638435
3.184211,-0.003266,-0.745471,0.379927,0.000006,0.655189
3.342105,0.011516,-0.705651,0.348545,0.000004,0.669156
3.500000,0.007763,-0.656000,0.256830,0.000004,0.681155
