T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,0.999994,-1.999977,0.000430,0.000000,0.024264
0.815789,0.999860,-1.999439,0.006658,0.000000,0.045768
0.973684,0.999410,-1.997651,0.018905,0.000000,0.065984
1.131579,0.997978,-1.992193,0.047941,0.000000,0.085877
1.289474,0.994760,-1.980421,0.097610,0.000000,0.106250
1.447368,0.989234,-1.960979,0.180046,0.000000,0.127956
1.605263,0.979303,-1.927434,0.268397,0.000000,0.152112
1.763158,0.962506,-1.874768,0.349621,0.000000,0.180488
1.921053,0.932682,-1.795685,0.591611,0.000000,0.216464
2.045043,0.896782,-1.713120,0.852668,0.000000,0.254909
2.063720,0.887925,-1.695787,0.877701,0.000000,0.261987
2.078947,0.878598,-1.681548,0.890362,0.000000,0.268095
2.086010,0.868901,-1.671188,1.014385,0.000001,0.271040
2.092363,0.878604,-1.673848,0.939611,0.000000,0.273754
2.096528,0.873539,-1.667865,0.900712,0.000000,0.275568
2.102148,0.866709,-1.659250,0.970771,0.000000,0.278060
2.115165,0.863440,-1.651522,0.968751,0.000000,0.284041
2.120110,0.847003,-1.634520,1.201737,0.000001,0.286394
2.128801,0.843434,-1.627601,1.288497,0.000001,0.290642
2.128830,0.849163,-1.630503,1.065783,0.000001,0.290657
2.133530,0.855268,-1.631433,0.957981,0.000000,0.293018
2.136175,0.853304,-1.630900,1.091051,0.000001,0.294366
2.152885,0.830374,-1.606410,1.278607,0.000001,0.303236
2.153714,0.823798,-1.599839,1.142769,0.000001,0.303692
2.171162,0.822744,-1.588011,1.257121,0.000001,0.313684
2.174105,0.826420,-1.591602,1.184064,0.000001,0.315444
2.174285,0.824445,-1.587887,1.124511,0.000001,0.315553
2.177099,0.811956,-1.580947,1.342797,0.000002,0.317258
2.187111,0.813649,-1.569579,1.205806,0.000001,0.323498
2.193645,0.796846,-1.553051,1.370490,0.000001,0.327715
2.196595,0.794904,-1.551338,1.328288,0.000001,0.329658
2.196645,0.774407,-1.541474,1.639044,0.000003,0.329692
2.196869,0.805010,-1.561777,1.238942,0.000001,0.329840
2.202371,0.798128,-1.552399,1.266792,0.000001,0.333533
2.208164,0.770189,-1.533238,1.423999,0.000002,0.337513
2.213241,0.753430,-1.518306,1.701138,0.000004,0.341078
2.214240,0.770013,-1.527206,1.642483,0.000003,0.341788
2.227243,0.765798,-1.514214,1.431769,0.000002,0.351275
2.228863,0.736964,-1.503030,1.822064,0.000005,0.352489
2.234139,0.741407,-1.501299,1.524981,0.000003,0.356487
2.236842,0.682325,-1.476125,2.437199,0.000014,0.358561
2.243626,-0.510965,-1.475547,1.641993,0.000085,0.363843
2.244517,0.682766,-1.471011,1.790276,0.000009,0.364544
2.244656,0.704755,-1.471976,1.601536,0.000005,0.364653
2.245547,0.733289,-1.486440,1.553532,0.000003,0.365357
2.246942,0.710100,-1.473529,1.721428,0.000006,0.366461
2.247910,0.731517,-1.481888,1.503466,0.000003,0.367228
2.255010,0.688891,-1.460781,1.860481,0.000007,0.372917
