T,M,E,C,chi,S
2.258333,0.661996,-1.446215,1.927688,0.000008,0.375609
2.258734,0.651092,-1.446783,1.873883,0.000008,0.375934
2.261283,0.281734,-1.444309,1.889629,0.000124,0.378011
2.262281,0.506425,-1.429695,2.196530,0.000053,0.378827
2.265314,0.630294,-1.425907,1.983768,0.000009,0.381312
2.268557,0.700937,-1.451887,1.626145,0.000004,0.383979
2.273153,0.702096,-1.448628,1.756870,0.000004,0.387775
2.273328,0.622671,-1.422208,1.990262,0.000016,0.387919
2.277273,0.672971,-1.436717,1.708130,0.000006,0.391186
2.278444,0.499262,-1.407310,2.028643,0.000049,0.392156
2.280790,0.618893,-1.411941,1.965083,0.000010,0.394101
2.280825,-0.101616,-1.401559,2.286226,0.000113,0.394130
2.281162,-0.082747,-1.413806,1.861176,0.000133,0.394409
2.293517,0.626332,-1.394973,1.679492,0.000005,0.404630
2.297852,-0.085605,-1.367960,2.366986,0.000101,0.408192
2.298324,0.608411,-1.389415,1.738382,0.000008,0.408578
2.302356,-0.039274,-1.338803,1.766006,0.000071,0.411870
2.317718,0.290911,-1.358940,1.859553,0.000083,0.424167
2.318822,0.146127,-1.343563,1.839189,0.000089,0.425033
2.318993,0.489981,-1.342591,1.888894,0.000019,0.425167
2.321601,-0.272794,-1.350787,1.751964,0.000082,0.427200
2.324188,0.012300,-1.311586,1.950529,0.000069,0.429201
2.328683,0.278144,-1.309990,1.603832,0.000049,0.432639
2.332456,-0.070954,-1.288273,1.621315,0.000054,0.435484
2.346656,0.055675,-1.266865,1.717189,0.000044,0.445839
2.348192,0.048529,-1.294041,1.456167,0.000074,0.446924
2.349312,-0.190945,-1.275455,1.675444,0.000042,0.447711
2.361614,-0.182921,-1.251777,1.386657,0.000033,0.456108
2.366574,0.088907,-1.254287,1.508788,0.000045,0.459365
2.366783,0.189551,-1.262423,1.614462,0.000044,0.459501
2.368025,0.124083,-1.264036,1.723933,0.000051,0.460304
2.368045,0.176214,-1.246716,1.553878,0.000036,0.460317
2.369156,0.037945,-1.250715,1.620589,0.000048,0.461031
2.369509,0.046320,-1.238616,1.454115,0.000038,0.461258
2.371628,-0.119417,-1.253629,1.428204,0.000051,0.462609
2.371921,0.154883,-1.241803,1.436443,0.000035,0.462795
2.373059,0.036694,-1.251845,1.483951,0.000050,0.463514
2.394737,-0.102349,-1.215270,1.393318,0.000030,0.476499
2.403214,-0.147434,-1.195335,1.236142,0.000017,0.481224
2.409825,-0.055037,-1.190414,1.111150,0.000023,0.484780
2.415615,0.032133,-1.181930,1.115141,0.000021,0.487805
2.424562,0.034772,-1.180969,1.107527,0.000022,0.492321
2.444871,-0.034658,-1.161479,1.152119,0.000021,0.501912
2.473050,0.009781,-1.128078,0.940388,0.000015,0.513879
2.552632,-0.011088,-1.063248,0.817972,0.000010,0.541275
2.710526,0.035763,-0.955067,0.759240,0.000005,0.578757
2.868421,0.002520,-0.872492,0.675457,0.000004,0.604475
3.026316,0.004265,-0.811194,0.686249,0.000003,0.623898
3.184211,0.008827,-0.760892,0.528261,0.000002,0.639465
3.342105,-0.002308,-0.712621,0.436290,0.000001,0.652457
3.500000,0.008029,-0.664508,0.336309,0.000001,0.663630
