T,M,E,C,chi,S
2.210284,0.803191,-1.550420,1.188659,0.000017,0.370464
2.219766,0.321822,-1.521489,1.186874,0.000722,0.376167
2.223207,0.744009,-1.528026,1.301661,0.000103,0.378270
2.235945,0.382095,-1.494479,1.494402,0.000597,0.386207
2.236842,0.785196,-1.516614,1.225467,0.000015,0.386775
2.240561,-0.383739,-1.471898,1.578629,0.000550,0.389141
2.241919,0.579743,-1.489313,1.382665,0.000335,0.390009
2.242710,0.757100,-1.494742,1.432069,0.000026,0.390516
2.244564,0.068372,-1.499873,1.495523,0.000816,0.391708
2.250889,-0.065968,-1.476945,1.612827,0.000764,0.395805
2.253700,0.761394,-1.498179,1.240188,0.000022,0.397642
2.254032,0.056410,-1.469064,1.528915,0.000757,0.397859
2.255708,0.730409,-1.474789,1.519356,0.000040,0.398960
2.256044,-0.330592,-1.486130,1.512641,0.000634,0.399181
2.257929,-0.500137,-1.455862,1.783352,0.000372,0.400422
2.258608,0.434996,-1.452314,1.575044,0.000465,0.400871
2.260863,0.073756,-1.469394,1.543713,0.000750,0.402363
2.268444,0.133340,-1.448704,1.609581,0.000682,0.407418
2.270215,0.726416,-1.457740,1.391109,0.000032,0.408606
2.272261,-0.102413,-1.448287,1.513815,0.000716,0.409983
2.275838,0.080211,-1.458080,1.453771,0.000749,0.412399
2.278967,0.626859,-1.435960,1.460700,0.000162,0.414518
2.279102,-0.499868,-1.455274,1.437804,0.000404,0.414610
2.281865,0.148742,-1.426335,1.561497,0.000649,0.416488
2.284509,-0.028540,-1.423077,1.578211,0.000685,0.418289
2.290356,0.666240,-1.406775,1.664920,0.000055,0.422286
2.292152,-0.017264,-1.416473,1.655085,0.000662,0.423517
2.295552,0.466745,-1.418712,1.493185,0.000374,0.425849
2.297331,-0.275832,-1.381729,1.725683,0.000474,0.427071
2.298002,0.029676,-1.429877,1.403439,0.000700,0.427532
2.298136,0.309461,-1.401006,1.607763,0.000508,0.427624
2.303357,-0.389480,-1.384683,1.698419,0.000396,0.431214
2.310022,0.147996,-1.384804,1.447011,0.000590,0.435797
2.312341,-0.220780,-1.388595,1.522382,0.000548,0.437391
2.318039,0.270804,-1.367417,1.684571,0.000479,0.441303
2.320261,-0.231110,-1.378367,1.554756,0.000522,0.442825
2.324079,0.263989,-1.348241,1.589989,0.000444,0.445436
2.331672,0.086364,-1.329126,1.557472,0.000495,0.450606
2.334284,0.042617,-1.339773,1.503230,0.000513,0.452376
2.334520,0.242432,-1.344780,1.495025,0.000461,0.452535
2.352189,0.057135,-1.325453,1.441603,0.000501,0.464344
2.355063,0.146884,-1.322760,1.657634,0.000468,0.466234
2.355132,0.096824,-1.320130,1.639814,0.000500,0.466279
2.362022,0.052252,-1.307830,1.534530,0.000473,0.470768
2.369834,0.213197,-1.262788,1.478646,0.000318,0.475780
2.374529,0.239515,-1.269469,1.510663,0.000340,0.478751
2.377234,-0.049040,-1.265025,1.397242,0.000396,0.480448
2.389181,-0.117748,-1.256311,1.624551,0.000360,0.487804
2.393214,0.017410,-1.261494,1.382646,0.000400,0.490236
2.394737,0.072934,-1.268893,1.522328,0.000404,0.491146
2.400190,-0.097181,-1.233747,1.510048,0.000340,0.494376
2.406088,0.284925,-1.242311,1.392436,0.000269,0.497813
2.419919,0.015036,-1.217825,1.252737,0.000320,0.505637
2.426701,0.126084,-1.205956,1.184748,0.000283,0.509351
2.428808,-0.100414,-1.226725,1.395458,0.000342,0.510489
2.443720,0.008064,-1.179801,1.340611,0.000287,0.518324
2.451021,0.149369,-1.169569,1.202894,0.000237,0.522023
2.464720,-0.029016,-1.158098,1.149108,0.000246,0.528725
2.484919,-0.013478,-1.137196,1.183421,0.000221,0.538065
2.507607,-0.008386,-1.097173,0.983053,0.000180,0.547837
2.552632,-0.092876,-1.075393,0.816645,0.000145,0.565236
2.710526,-0.009127,-0.967523,0.632319,0.000080,0.611156
2.868421,-0.039469,-0.878013,0.515182,0.000052,0.642909
3.026316,-0.016130,-0.802793,0.458896,0.000029,0.666850
3.184211,-0.034212,-0.751235,0.333537,0.000031,0.685975
3.342105,0.009763,-0.722050,0.350886,0.000024,0.701884
3.500000,0.005383,-0.679704,0.261889,0.000014,0.715521
