T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,1.000000,-2.000000,0.000000,0.000000,0.034146
0.815789,0.999920,-1.999680,0.003831,0.000000,0.064287
0.973684,0.999440,-1.997760,0.018372,0.000000,0.092485
1.131579,0.998320,-1.993440,0.039124,0.000000,0.120056
1.289474,0.994409,-1.978740,0.108822,0.000001,0.148060
1.447368,0.988100,-1.956129,0.188995,0.000002,0.177550
1.605263,0.978302,-1.924775,0.299358,0.000006,0.209806
1.763158,0.963798,-1.878285,0.404871,0.000009,0.246650
1.921053,0.939410,-1.806335,0.510847,0.000015,0.291013
2.054645,0.894869,-1.702720,0.770258,0.000039,0.338045
2.078947,0.693669,-1.673019,0.943166,0.001442,0.347891
2.086307,0.184509,-1.664808,0.968988,0.003548,0.350963
2.087761,0.156092,-1.662173,1.011555,0.003546,0.351576
2.099552,-0.162927,-1.664042,0.946859,0.003554,0.356604
2.120728,-0.374448,-1.645321,1.033612,0.002910,0.365923
2.122124,-0.726900,-1.632849,1.009838,0.001032,0.366551
2.131799,0.364124,-1.634040,0.984941,0.002887,0.370947
2.135235,0.031880,-1.616750,1.072722,0.003412,0.372527
2.135902,0.551790,-1.623835,1.044257,0.002033,0.372835
2.140179,0.040994,-1.638947,0.948477,0.003501,0.374819
2.146751,0.844172,-1.616398,0.996197,0.000091,0.377899
2.151473,0.630230,-1.610365,1.052603,0.001517,0.380135
2.152857,0.717566,-1.621121,0.962369,0.001028,0.380794
2.164864,-0.233579,-1.612465,1.076451,0.003124,0.386582
2.169300,0.351536,-1.591451,1.071519,0.002720,0.388751
2.181869,0.064137,-1.579852,1.075240,0.003206,0.394990
2.184177,0.249625,-1.573938,1.161645,0.002915,0.396150
2.187711,0.029087,-1.574686,1.054500,0.003207,0.397935
2.189858,0.202219,-1.560331,1.104568,0.002939,0.399025
2.191548,0.430836,-1.574651,1.008357,0.002353,0.399885
2.192620,0.791846,-1.582020,1.019922,0.000385,0.400432
2.194914,0.811522,-1.582328,1.075394,0.000217,0.401605
2.195359,0.148887,-1.543601,1.233109,0.002923,0.401833
2.196624,-0.406838,-1.568970,1.137109,0.002390,0.402483
2.198916,0.045080,-1.525793,1.258874,0.002974,0.403663
2.206657,-0.051849,-1.554966,1.131022,0.003085,0.407678
2.210378,0.303453,-1.569551,1.094580,0.002729,0.409625
2.219653,-0.470771,-1.523912,1.265426,0.001944,0.414523
2.223755,-0.227014,-1.555270,1.058269,0.002856,0.416710
2.231718,-0.099382,-1.540914,1.118481,0.002970,0.420987
2.233391,-0.462158,-1.525157,1.282423,0.001985,0.421891
2.233808,0.196276,-1.525765,1.170230,0.002769,0.422116
2.233949,0.222077,-1.543796,1.152642,0.002805,0.422193
2.235261,-0.232474,-1.500904,1.257765,0.002584,0.422903
2.236842,0.517925,-1.522343,1.210401,0.001701,0.423761
2.237000,0.204747,-1.524595,1.183478,0.002764,0.423847
2.237025,-0.240563,-1.528762,1.239467,0.002689,0.423861
2.237327,-0.016263,-1.509522,1.226642,0.002895,0.424024
2.246116,-0.078832,-1.472956,1.326282,0.002650,0.428824
2.246888,-0.387044,-1.506358,1.250381,0.002165,0.429247
2.253859,0.407824,-1.510797,1.154855,0.002134,0.433087
2.255929,0.172336,-1.493155,1.247627,0.002662,0.434232
2.261634,0.045994,-1.483806,1.336230,0.002728,0.437399
2.261864,0.156194,-1.474967,1.254883,0.002563,0.437527
2.263263,-0.098968,-1.464455,1.340817,0.002600,0.438306
2.280690,0.027980,-1.458950,1.262237,0.002629,0.448071
2.280872,0.093301,-1.448950,1.261132,0.002558,0.448174
2.281383,0.120730,-1.482491,1.202023,0.002662,0.448461
2.288667,0.002512,-1.435136,1.334417,0.002493,0.452571
2.291229,0.210459,-1.440464,1.326423,0.002350,0.454019
2.294304,0.021481,-1.434362,1.363643,0.002480,0.455758
2.294340,-0.038448,-1.421124,1.326171,0.002445,0.455779
2.296274,-0.080839,-1.444786,1.201268,0.002532,0.456873
2.300171,0.136095,-1.454209,1.265709,0.002510,0.459080
2.300486,-0.372257,-1.438873,1.324672,0.001916,0.459258
2.300694,0.061162,-1.444023,1.230482,0.002524,0.459376
2.305543,-0.312190,-1.437259,1.226269,0.002089,0.462123
2.309178,0.058906,-1.406798,1.317303,0.002362,0.464183
2.314413,0.024487,-1.423525,1.262591,0.002426,0.467149
2.316245,0.119964,-1.408803,1.224506,0.002328,0.468186
2.318457,0.135521,-1.416981,1.201376,0.002351,0.469439
2.319568,0.093986,-1.424887,1.320887,0.002445,0.470068
2.327298,0.097210,-1.405254,1.372208,0.002310,0.474436
2.342933,-0.057481,-1.356867,1.274069,0.002131,0.483228
2.347680,0.108160,-1.383385,1.374034,0.002212,0.485880
2.348332,-0.082181,-1.363737,1.379406,0.002143,0.486244
2.359732,-0.090912,-1.363702,1.289318,0.002140,0.492569
2.362413,-0.252668,-1.370299,1.221602,0.001947,0.494047
2.369542,-0.016408,-1.361016,1.338606,0.002156,0.497957
2.376286,-0.043875,-1.347115,1.363500,0.002077,0.501626
2.381894,0.101106,-1.314411,1.339910,0.001917,0.504654
2.387100,0.054239,-1.308286,1.312592,0.001908,0.507445
2.394737,0.259534,-1.331503,1.319236,0.001732,0.511502
2.395134,0.060097,-1.301000,1.262974,0.001834,0.511711
2.404202,-0.108840,-1.283599,1.234128,0.001799,0.516465
2.413937,-0.224242,-1.262136,1.211510,0.001565,0.521489
2.434247,0.083709,-1.285517,1.127825,0.001808,0.531693
2.440319,-0.151969,-1.254037,1.216572,0.001627,0.534668
2.453820,0.024041,-1.220579,1.208644,0.001549,0.541152
2.463154,0.063694,-1.249989,1.149902,0.001659,0.545528
2.503136,0.012204,-1.188862,1.029655,0.001447,0.563285
2.538157,0.048344,-1.104993,0.960167,0.001086,0.577549
2.552632,-0.040932,-1.149452,1.048062,0.001305,0.583110
2.710526,0.006841,-0.983183,0.774045,0.000732,0.633181
2.868421,-0.001039,-0.885628,0.595333,0.000521,0.669416
3.026316,-0.041508,-0.833049,0.483877,0.000431,0.697240
3.184211,-0.029308,-0.780769,0.377812,0.000328,0.719654
3.342105,-0.072112,-0.682709,0.363868,0.000224,0.738376
3.500000,-0.010960,-0.647040,0.274717,0.000196,0.754459
