T,M,E,C,chi,S
2.345209,0.075442,-1.328951,1.700318,0.000260,0.458500
2.346216,-0.234647,-1.305415,1.646744,0.000181,0.459202
2.348695,-0.046276,-1.285736,1.655695,0.000200,0.460920
2.351725,0.045426,-1.280580,1.753616,0.000191,0.463006
2.352907,0.141225,-1.278946,1.517070,0.000170,0.463815
2.355724,0.058111,-1.321111,1.646851,0.000258,0.465734
2.357809,0.127434,-1.312310,1.602995,0.000221,0.467144
2.358180,-0.038022,-1.262054,1.620546,0.000176,0.467394
2.371372,0.052316,-1.264936,1.433407,0.000179,0.476106
2.371919,0.197388,-1.259844,1.480349,0.000150,0.476460
2.375684,-0.132086,-1.268464,1.501075,0.000182,0.478877
2.376084,0.046794,-1.246617,1.451568,0.000159,0.479132
2.378499,-0.112883,-1.239293,1.386631,0.000140,0.480664
2.379345,-0.045936,-1.261934,1.443997,0.000180,0.481198
2.380947,0.036785,-1.255128,1.487528,0.000178,0.482205
2.384421,-0.263088,-1.251602,1.491335,0.000133,0.484370
2.390188,0.242754,-1.260013,1.539583,0.000150,0.487905
2.394737,-0.194586,-1.258665,1.603447,0.000166,0.490644
2.399792,-0.008188,-1.226358,1.350616,0.000159,0.493635
2.406562,0.209719,-1.225682,1.347480,0.000123,0.497554
2.416876,0.207759,-1.207829,1.168714,0.000101,0.503338
2.424180,0.043842,-1.193860,1.338710,0.000124,0.507300
2.431514,0.013297,-1.193620,1.185380,0.000128,0.511169
2.451283,0.028126,-1.174463,1.212347,0.000108,0.521074
2.475678,0.044108,-1.133262,1.110333,0.000085,0.532318
2.520719,-0.072268,-1.103205,0.976716,0.000072,0.550619
2.530210,0.064792,-1.101275,0.984523,0.000066,0.554121
2.552632,0.009615,-1.068417,0.971726,0.000063,0.561968
2.710526,-0.012594,-0.965971,0.618496,0.000026,0.604758
2.868421,0.001315,-0.886258,0.510611,0.000017,0.634222
3.026316,-0.004372,-0.804372,0.460666,0.000013,0.656451
3.184211,0.004527,-0.754087,0.342149,0.000008,0.674233
3.342105,-0.003306,-0.710713,0.423431,0.000009,0.689047
3.500000,0.001694,-0.661389,0.319343,0.000005,0.701766
