T,M,E,C,chi,S
0.500000,1.000000,-2.000000,0.000000,0.000000,0.000000
0.657895,1.000000,-2.000000,0.000000,0.000000,0.033137
0.815789,1.000000,-2.000000,0.000000,0.000000,0.062371
0.973684,0.999250,-1.997000,0.024707,0.000000,0.089701
1.131579,0.998000,-1.992500,0.048732,0.000001,0.116401
1.289474,0.994956,-1.980315,0.099922,0.000002,0.143490
1.447368,0.990143,-1.964830,0.181640,0.000006,0.171972
1.605263,0.980355,-1.931200,0.237825,0.000010,0.203058
1.763158,0.964634,-1.878254,0.324167,0.000015,0.238446
1.921053,0.917886,-1.777433,0.728579,0.000130,0.280815
2.007257,0.916942,-1.752618,0.659601,0.000061,0.308390
2.047262,0.121021,-1.709593,0.798344,0.006094,0.322600
2.064711,0.219134,-1.702689,0.770863,0.005751,0.329118
2.073091,0.810991,-1.695321,0.770887,0.001101,0.332322
2.078947,-0.057232,-1.689194,0.820737,0.006008,0.334589
2.109241,0.049066,-1.682414,0.806442,0.005889,0.346709
2.121365,-0.140249,-1.638760,0.924746,0.005496,0.351747
2.131981,0.352487,-1.637358,0.899216,0.004674,0.356250
2.135754,0.359168,-1.645721,0.973302,0.004623,0.357870
2.142815,-0.128626,-1.624879,0.965238,0.005354,0.360932
2.144570,-0.414861,-1.620067,1.041088,0.004199,0.361699
2.157344,0.381938,-1.599035,1.000401,0.004222,0.367350
2.163648,0.144075,-1.604817,1.000506,0.005192,0.370185
2.169939,-0.075924,-1.595951,1.067259,0.005198,0.373044
2.178824,0.042137,-1.568052,1.088116,0.005066,0.377131
2.179276,-0.568834,-1.585745,0.997797,0.002866,0.377340
2.197875,-0.022191,-1.543038,1.115820,0.004850,0.386089
2.198598,0.126343,-1.583095,1.066935,0.005007,0.386433
2.201725,-0.227214,-1.554435,1.097439,0.004590,0.387930
2.201737,-0.018838,-1.564723,1.054127,0.005002,0.387936
2.207163,0.075641,-1.575528,1.050725,0.005011,0.390549
2.214094,-0.313447,-1.568603,1.069536,0.004291,0.393914
2.214371,-0.261457,-1.567190,1.036139,0.004492,0.394049
2.214899,0.360681,-1.556710,1.057386,0.004016,0.394307
2.215982,-0.200076,-1.558379,1.001754,0.004645,0.394837
2.218129,-0.044373,-1.520467,1.261344,0.004657,0.395888
2.221207,0.169884,-1.559461,1.035208,0.004767,0.397401
2.222982,0.307580,-1.554375,1.018805,0.004226,0.398276
2.230752,-0.240251,-1.512186,1.182672,0.004236,0.402128
