T,M,E,C,chi,S
2.231880,0.341664,-1.542199,1.054563,0.003989,0.402690
2.234054,0.238907,-1.531250,1.024551,0.004340,0.403776
2.234101,0.138569,-1.543840,1.070501,0.004696,0.403799
2.235700,0.053136,-1.533486,1.126850,0.004737,0.404600
2.236534,-0.106272,-1.496366,1.214263,0.004461,0.405018
2.236842,-0.175676,-1.523060,1.183541,0.004452,0.405172
2.240273,0.325508,-1.527468,1.138447,0.003956,0.406896
2.243232,-0.071285,-1.527666,1.114154,0.004673,0.408388
2.244958,0.253471,-1.491107,1.192718,0.004020,0.409260
2.249149,-0.074838,-1.521056,1.101321,0.004616,0.411384
2.249987,-0.046353,-1.514699,1.101738,0.004595,0.411810
2.253253,0.299644,-1.507458,1.170365,0.003951,0.413473
2.254161,-0.293544,-1.497274,1.160532,0.003916,0.413935
2.262776,-0.007212,-1.492802,1.163615,0.004477,0.418346
2.268953,-0.015771,-1.483520,1.152137,0.004388,0.421527
2.282112,0.001530,-1.468680,1.208502,0.004320,0.428344
2.284139,0.190059,-1.483395,1.102049,0.004141,0.429398
2.284156,0.107588,-1.472102,1.170248,0.004264,0.429408
2.285727,0.176884,-1.482218,1.155183,0.004167,0.430225
2.290010,0.086634,-1.461564,1.175306,0.004202,0.432457
2.292064,0.035639,-1.472108,1.167633,0.004294,0.433529
2.293970,0.098601,-1.474911,1.193176,0.004233,0.434524
2.297541,-0.002819,-1.469211,1.171073,0.004299,0.436390
2.297919,-0.095299,-1.463321,1.167500,0.004178,0.436587
2.304626,0.159076,-1.425946,1.249524,0.003820,0.440096
2.305421,-0.088936,-1.451803,1.197222,0.004118,0.440512
2.306770,0.061492,-1.418655,1.290954,0.003978,0.441218
2.311326,0.161905,-1.443478,1.099142,0.003943,0.443603
2.311785,-0.020024,-1.440363,1.229373,0.004089,0.443843
2.312083,0.042967,-1.432589,1.151356,0.004034,0.443999
2.315541,0.395468,-1.454172,1.219066,0.003124,0.445809
2.326547,-0.054196,-1.411272,1.217830,0.003851,0.451565
2.330369,-0.075267,-1.415144,1.208789,0.003898,0.453560
2.336781,0.176100,-1.414700,1.219588,0.003689,0.456901
2.338951,-0.057848,-1.401655,1.199536,0.003838,0.458030
2.348406,-0.361338,-1.418690,1.137947,0.003071,0.462934
2.349486,-0.265359,-1.379376,1.246305,0.003228,0.463492
2.351453,-0.164441,-1.386594,1.190935,0.003546,0.464508
2.355282,0.059678,-1.395669,1.246038,0.003772,0.466482
2.365195,0.058349,-1.352374,1.119618,0.003508,0.471564
2.369185,0.081444,-1.348126,1.219418,0.003417,0.473598
2.372106,0.066213,-1.379744,1.181830,0.003637,0.475081
2.376643,-0.035293,-1.359982,1.127419,0.003573,0.477377
2.378397,-0.115696,-1.344700,1.210762,0.003385,0.478261
2.379804,0.033272,-1.336703,1.237352,0.003381,0.478969
2.394737,0.246772,-1.332505,1.136583,0.002972,0.486414
2.398428,0.146392,-1.329138,1.147807,0.003226,0.488232
2.400850,0.136008,-1.343750,1.240283,0.003337,0.489420
2.409013,-0.046356,-1.320518,1.150721,0.003290,0.493394
2.416583,-0.188909,-1.322958,1.195313,0.003112,0.497035
2.424444,0.278188,-1.343560,1.192936,0.002913,0.500770
2.426849,0.035168,-1.292049,1.256209,0.003170,0.501903
2.427659,0.023800,-1.293389,1.215847,0.003093,0.502284
2.460691,-0.023404,-1.270992,1.097109,0.002992,0.517339
2.552632,0.059118,-1.143793,0.959214,0.002181,0.554238
2.710526,0.104290,-1.013658,0.716837,0.001559,0.602533
2.868421,-0.043831,-0.928030,0.669869,0.001216,0.637721
3.026316,0.100512,-0.771516,0.379725,0.000629,0.664804
3.184211,-0.054207,-0.761779,0.379692,0.000608,0.686635
3.342105,0.030254,-0.702689,0.320498,0.000457,0.704872
3.500000,-0.030000,-0.653750,0.258947,0.000416,0.720536
