T,M,E,C,chi,S
2.458444,-0.018267,-1.148267,1.011034,0.000042,0.501261
2.476134,-0.027512,-1.132369,1.016226,0.000027,0.508633
2.502235,-0.002460,-1.106829,0.940188,0.000026,0.518588
2.544464,0.017673,-1.067891,0.824694,0.000020,0.532754
2.552632,0.052589,-1.063584,0.827748,0.000016,0.535257
2.710526,0.023911,-0.954667,0.667111,0.000012,0.573327
2.868421,0.020240,-0.878765,0.556772,0.000007,0.599379
3.026316,0.018966,-0.798983,0.517936,0.000004,0.619017
3.184211,0.018098,-0.747010,0.475910,0.000004,0.634732
3.342105,0.005816,-0.703956,0.402854,0.000002,0.647834
3.500000,0.007775,-0.668703,0.311811,0.000002,0.659091
