T,M,E,C,chi,S
2.386259,0.235837,-1.274300,1.442200,0.000551,0.507247
2.387023,0.112280,-1.286422,1.301057,0.000649,0.507696
2.394737,0.044897,-1.226813,1.378141,0.000540,0.512176
2.407942,0.050822,-1.275804,1.456030,0.000674,0.519653
2.417235,0.150864,-1.237991,1.305788,0.000562,0.524766
2.419376,-0.020777,-1.238705,1.331209,0.000592,0.525926
2.458349,0.082536,-1.179963,1.240978,0.000479,0.545875
2.503390,0.021354,-1.142949,1.106946,0.000400,0.566283
2.552632,0.001303,-1.078125,0.981061,0.000298,0.585723
2.710526,0.019140,-0.980903,0.641923,0.000192,0.633307
2.868421,0.030322,-0.888889,0.547626,0.000119,0.666804
3.026316,-0.038193,-0.826434,0.440712,0.000083,0.692272
3.184211,-0.023419,-0.737846,0.354747,0.000062,0.712710
3.342105,-0.015246,-0.694077,0.262782,0.000054,0.729758
3.500000,-0.006187,-0.669796,0.232020,0.000038,0.744400
