T,M,E,C,chi,S
2.234997,-0.121296,-1.503990,1.255957,0.001883,0.407019
2.235568,0.076274,-1.512665,1.339723,0.001969,0.407348
2.236789,0.444028,-1.502447,1.362505,0.001297,0.408051
2.236842,-0.529200,-1.505789,1.225100,0.001057,0.408081
2.239707,-0.103835,-1.488723,1.456503,0.001846,0.409736
2.254606,0.146232,-1.465287,1.510614,0.001724,0.418448
2.256684,0.191955,-1.492351,1.274401,0.001773,0.419676
2.258678,0.298494,-1.464994,1.425599,0.001513,0.420857
2.258839,-0.167390,-1.467737,1.493240,0.001710,0.420953
2.261078,0.397158,-1.490243,1.212453,0.001404,0.422283
2.263715,0.187435,-1.458574,1.478823,0.001652,0.423853
2.264442,0.215596,-1.492108,1.224181,0.001735,0.424287
2.268515,-0.242880,-1.473544,1.298631,0.001665,0.426723
2.273196,0.059582,-1.460736,1.418894,0.001739,0.429534
2.282247,0.331108,-1.431303,1.386782,0.001340,0.434999
2.285093,-0.018174,-1.437828,1.418674,0.001706,0.436724
2.289558,0.122264,-1.417236,1.546110,0.001590,0.439435
2.292445,0.146208,-1.466179,1.289201,0.001731,0.441192
2.296034,-0.304886,-1.420360,1.337526,0.001360,0.443378
2.299740,0.095149,-1.426323,1.341345,0.001625,0.445638
2.300765,-0.075256,-1.408111,1.574550,0.001573,0.446263
2.305143,-0.284222,-1.422513,1.368389,0.001389,0.448935
2.305627,-0.345238,-1.419739,1.423197,0.001274,0.449231
2.311243,-0.099435,-1.415171,1.318713,0.001597,0.452660
2.318673,-0.027358,-1.381641,1.358977,0.001516,0.457192
2.321337,0.285054,-1.383587,1.443526,0.001273,0.458815
2.321941,0.010403,-1.401931,1.470887,0.001571,0.459183
2.323404,-0.080547,-1.384659,1.418055,0.001481,0.460074
2.326743,0.206881,-1.418528,1.184517,0.001479,0.462105
2.331900,0.095348,-1.335214,1.347583,0.001303,0.465234
2.334464,0.175675,-1.392088,1.278798,0.001451,0.466787
2.335148,0.513541,-1.396086,1.327157,0.000765,0.467200
2.337812,-0.047974,-1.377605,1.456159,0.001467,0.468810
2.338990,-0.237861,-1.362887,1.405933,0.001251,0.469521
2.339330,-0.250520,-1.371339,1.335954,0.001287,0.469726
2.346952,0.371660,-1.345951,1.239620,0.000989,0.474305
2.383032,0.120476,-1.305582,1.356450,0.001231,0.495432
2.383825,0.210889,-1.309791,1.468426,0.001135,0.495883
2.388953,-0.011122,-1.292241,1.266462,0.001203,0.498787
2.394737,0.145254,-1.269668,1.347176,0.001053,0.502031
2.395996,0.250628,-1.293948,1.308843,0.001023,0.502733
2.398747,-0.061890,-1.275610,1.341034,0.001156,0.504259
2.400450,0.092679,-1.278538,1.500110,0.001140,0.505200
2.403760,-0.214264,-1.278515,1.362365,0.001022,0.507019
2.404694,0.139627,-1.282041,1.367860,0.001108,0.507530
2.408699,-0.079861,-1.252118,1.326392,0.001048,0.509710
2.414345,0.068446,-1.248918,1.296539,0.001057,0.512752
2.423542,0.092914,-1.246874,1.250020,0.001047,0.517626
2.433810,0.016326,-1.238333,1.310112,0.001018,0.522946
2.442056,0.099419,-1.213273,1.235519,0.000914,0.527125
2.444885,-0.087473,-1.239775,1.201045,0.001018,0.528539
2.465202,-0.109732,-1.204105,1.162859,0.000903,0.538402
2.525583,0.072494,-1.136263,1.074511,0.000729,0.564770
2.552632,-0.019758,-1.114346,1.059390,0.000680,0.575261
2.710526,-0.052224,-0.990697,0.790972,0.000431,0.624010
2.868421,-0.072421,-0.857323,0.502067,0.000206,0.658544
3.026316,0.061293,-0.801093,0.372435,0.000138,0.684820
3.184211,-0.024199,-0.741880,0.313153,0.000122,0.705893
3.342105,-0.012008,-0.694444,0.275758,0.000101,0.723453
3.500000,0.028889,-0.671111,0.250979,0.000095,0.738519
