T,M,E,C
0.50,1.00,-0.01,0.00
0.66,1.00,-0.01,0.00
0.82,1.00,-0.00,0.01
0.97,1.00,-0.00,0.01
1.13,1.00,0.00,0.06
1.29,1.00,0.01,0.07
1.45,0.99,0.04,0.18
1.61,0.98,0.06,0.21
1.65,0.98,0.07,0.27
1.66,0.97,0.09,0.29
1.67,0.97,0.09,0.38
1.74,0.97,0.10,0.32
1.76,0.96,0.12,0.45
1.77,0.96,0.12,0.34
1.82,0.96,0.14,0.34
1.84,0.95,0.16,0.45
1.86,0.95,0.16,0.47
1.88,0.94,0.18,0.54
1.89,0.94,0.18,0.57
1.92,0.93,0.20,0.69
1.93,0.93,0.21,0.71
1.94,0.93,0.20,0.80
1.95,0.91,0.24,0.65
1.97,0.91,0.24,0.62
1.97,0.91,0.23,0.83
1.99,0.91,0.25,0.61
2.00,0.91,0.25,0.72
2.01,0.91,0.25,0.60
2.01,0.91,0.24,0.60
2.03,0.89,0.28,1.19
2.05,0.90,0.29,0.74
2.07,0.89,0.29,0.61
2.08,0.88,0.31,0.81
2.08,0.89,0.30,0.82
2.09,0.87,0.32,1.05
2.11,0.85,0.36,1.12
2.11,0.86,0.35,1.07
2.12,0.87,0.34,0.75
2.15,0.85,0.38,0.94
2.17,0.79,0.43,1.37
2.17,0.77,0.42,1.50
2.20,0.78,0.47,1.21
2.21,0.80,0.45,1.23
2.21,0.80,0.45,1.31
2.21,0.80,0.45,1.25
2.24,0.68,0.53,1.70
2.24,-0.60,0.49,1.34
2.24,0.76,0.49,1.42
2.25,-0.11,0.51,1.51
2.26,-0.63,0.56,1.81
2.28,0.21,0.55,1.58
2.28,0.58,0.61,1.64
2.31,0.09,0.64,1.69
2.31,0.11,0.60,1.67
2.32,0.36,0.62,1.57
2.32,0.30,0.62,1.68
2.32,0.05,0.63,1.48
2.33,-0.08,0.66,1.74
2.39,0.15,0.74,1.35
2.41,-0.01,0.74,1.51
2.42,0.19,0.80,1.19
2.42,-0.18,0.80,1.24
2.43,0.29,0.76,1.54
2.44,0.38,0.80,1.20
2.44,0.56,0.71,1.25
2.46,-0.08,0.86,1.32
2.47,0.33,0.84,1.37
2.47,-0.09,0.85,1.48
2.50,0.29,0.85,1.21
2.50,0.25,0.86,1.14
2.50,-0.05,0.84,1.48
2.52,0.15,0.88,1.18
2.55,-0.10,0.96,0.83
2.57,-0.25,0.89,1.08
2.57,0.21,0.92,1.16
2.58,0.27,0.88,1.30
2.59,0.32,0.91,1.38
2.64,0.10,0.98,1.01
2.64,-0.03,1.02,0.91
2.65,0.09,0.98,1.03
2.66,-0.00,1.00,0.63
2.67,0.06,1.01,0.53
2.67,0.02,1.03,0.96
2.70,0.02,1.01,0.74
2.71,0.17,1.00,0.80
2.71,-0.03,1.02,0.87
2.72,0.03,1.04,0.93
2.73,-0.08,1.01,0.78
2.73,0.10,1.02,0.83
2.75,-0.06,1.05,0.60
2.76,-0.10,1.07,0.74
2.76,-0.00,1.06,0.87
2.87,-0.01,1.12,0.64
2.87,0.14,1.13,0.69
2.92,0.03,1.15,0.44
2.93,-0.10,1.13,0.52
3.03,-0.02,1.19,0.61
3.18,0.01,1.25,0.37
3.34,0.01,1.28,0.34
3.50,-0.02,1.34,0.34
