T,M,E,C
0.50,1.00,-0.01,0.00
0.66,1.00,-0.01,0.00
0.82,1.00,-0.00,0.01
0.97,1.00,-0.00,0.02
1.13,1.00,0.00,0.03
1.29,0.99,0.01,0.10
1.45,0.99,0.03,0.16
1.61,0.98,0.07,0.23
1.76,0.96,0.12,0.44
1.86,0.95,0.16,0.71
1.87,0.94,0.17,0.48
1.88,0.95,0.16,0.55
1.90,0.93,0.20,0.62
1.91,0.94,0.18,0.46
1.92,0.93,0.20,0.67
1.93,0.93,0.19,0.57
1.93,0.93,0.19,0.66
1.93,0.93,0.20,0.48
1.96,0.91,0.24,0.71
1.96,0.93,0.22,0.63
1.98,0.93,0.22,0.65
1.99,0.92,0.25,0.77
2.01,0.90,0.27,0.77
2.01,0.92,0.25,0.60
2.02,0.90,0.27,0.89
2.02,0.90,0.27,0.64
2.04,0.91,0.25,0.56
2.05,0.91,0.27,0.53
2.05,0.91,0.27,0.68
2.07,0.88,0.32,0.96
2.08,0.89,0.30,0.87
2.08,0.89,0.30,0.77
2.10,0.88,0.31,0.93
2.11,0.12,0.37,1.67
2.13,0.84,0.38,1.12
2.14,0.83,0.39,1.38
2.16,0.82,0.40,1.01
2.20,0.82,0.43,1.22
2.20,0.81,0.44,1.26
2.22,0.24,0.46,1.31
2.23,0.24,0.54,2.02
2.24,0.55,0.49,1.33
2.26,0.74,0.52,1.34
2.27,0.18,0.57,1.68
2.28,-0.14,0.62,1.88
2.28,0.35,0.56,1.36
2.28,0.72,0.54,1.54
2.29,0.13,0.61,1.73
2.29,0.03,0.61,1.72
2.29,0.20,0.58,1.58
2.29,0.55,0.61,1.80
2.30,-0.46,0.60,1.96
2.30,0.32,0.58,1.42
2.31,-0.04,0.62,1.69
2.32,0.48,0.61,1.76
2.32,0.30,0.62,1.78
2.33,0.68,0.59,1.24
2.33,0.58,0.65,1.54
2.34,0.22,0.69,1.40
2.35,0.07,0.67,1.36
2.35,0.07,0.69,1.51
2.36,0.51,0.66,1.41
2.37,0.36,0.71,1.99
2.37,0.21,0.74,1.65
2.39,0.01,0.74,1.35
2.41,0.22,0.75,1.54
2.42,0.41,0.76,1.41
2.44,0.19,0.83,1.08
2.45,0.11,0.81,1.11
2.45,0.06,0.84,1.20
2.45,-0.21,0.82,1.02
2.45,0.49,0.76,1.10
2.46,-0.24,0.79,1.25
2.47,0.11,0.82,1.68
2.47,0.12,0.84,0.83
2.49,0.05,0.78,1.24
2.51,0.07,0.86,1.16
2.53,0.20,0.88,1.19
2.54,-0.17,0.89,1.49
2.55,0.11,0.95,0.82
2.57,0.03,0.90,0.87
2.57,0.04,0.94,0.88
2.61,-0.01,0.99,0.82
2.63,0.26,0.96,0.94
2.64,0.09,0.96,0.71
2.70,0.06,1.03,0.75
2.71,0.07,1.02,0.85
2.71,0.08,1.04,0.86
2.71,-0.02,0.98,0.91
2.73,0.12,1.02,0.84
2.73,0.05,0.99,0.83
2.78,0.07,1.08,0.77
2.79,0.06,1.04,0.58
2.80,-0.04,1.07,0.69
2.87,0.10,1.08,0.51
3.03,0.01,1.19,0.54
3.05,0.04,1.18,0.46
3.18,0.01,1.24,0.41
3.34,-0.00,1.30,0.34
3.50,0.00,1.33,0.25
