T,M,E,C
0.50,1.00,-0.02,0.00
0.66,1.00,-0.02,0.00
0.82,1.00,-0.02,0.00
0.97,1.00,-0.02,0.04
1.13,1.00,-0.01,0.06
1.29,1.00,-0.01,0.10
1.45,0.99,0.02,0.20
1.59,0.98,0.05,0.22
1.61,0.98,0.05,0.30
1.68,0.97,0.07,0.36
1.71,0.96,0.11,0.52
1.73,0.97,0.09,0.34
1.76,0.96,0.11,0.44
1.80,0.95,0.14,0.48
1.82,0.96,0.12,0.37
1.85,0.95,0.14,0.57
1.92,0.93,0.18,0.65
1.95,0.93,0.18,0.55
1.96,0.93,0.19,0.60
1.99,0.92,0.20,0.70
2.00,0.91,0.24,0.68
2.02,0.89,0.28,1.12
2.05,0.91,0.24,0.59
2.08,0.89,0.28,0.75
2.10,0.87,0.32,1.00
2.10,0.88,0.30,0.90
2.11,0.85,0.35,0.97
2.12,0.87,0.32,0.92
2.12,0.87,0.32,0.83
2.12,0.50,0.32,0.83
2.13,-0.06,0.34,0.91
2.13,0.87,0.32,0.89
2.14,0.86,0.33,0.93
2.15,-0.69,0.34,0.93
2.15,-0.26,0.34,0.87
2.16,0.84,0.37,0.92
2.17,0.68,0.34,0.79
2.17,-0.29,0.39,1.12
2.17,0.16,0.37,1.06
2.18,-0.80,0.39,1.10
2.18,-0.19,0.40,1.13
2.19,0.54,0.41,1.08
2.22,0.15,0.44,1.12
2.23,-0.23,0.47,1.41
2.24,-0.05,0.46,1.02
2.26,-0.11,0.47,1.19
2.26,0.44,0.50,1.30
2.26,-0.26,0.50,1.27
2.27,0.53,0.51,1.24
2.27,0.22,0.45,1.07
2.27,0.08,0.48,1.18
2.30,0.13,0.53,1.28
2.30,-0.04,0.54,1.24
2.33,0.22,0.59,1.24
2.34,0.21,0.59,1.23
2.34,0.10,0.55,1.26
2.34,0.10,0.58,1.17
2.36,-0.14,0.59,1.15
2.37,0.20,0.62,1.26
2.37,-0.17,0.60,1.10
2.38,0.11,0.64,1.36
2.39,0.20,0.59,1.19
2.40,-0.07,0.55,0.97
2.40,-0.25,0.60,1.17
2.41,0.04,0.66,1.39
2.41,0.06,0.69,1.32
2.41,-0.08,0.70,1.27
2.42,-0.21,0.68,1.45
2.42,0.12,0.69,1.27
2.42,0.44,0.65,1.19
2.42,-0.15,0.67,1.24
2.42,0.07,0.70,1.17
2.43,0.03,0.65,1.18
2.43,0.38,0.68,1.35
2.46,0.28,0.73,1.26
2.48,-0.31,0.69,1.24
2.49,0.13,0.76,1.08
2.50,-0.16,0.88,1.30
2.52,0.65,0.71,0.98
2.52,0.23,0.82,0.81
2.54,0.12,0.86,1.05
2.55,-0.03,0.79,0.94
2.55,0.01,0.86,1.10
2.58,0.21,0.86,1.14
2.58,0.30,0.78,1.18
2.58,-0.05,0.79,0.94
2.59,-0.28,0.84,1.05
2.60,0.39,0.86,1.08
2.65,0.23,0.86,1.13
2.71,-0.01,0.96,0.58
2.71,-0.21,1.01,0.79
2.74,-0.10,1.00,0.77
2.80,0.12,1.04,0.54
2.87,0.06,1.08,0.54
2.97,-0.03,1.13,0.48
3.03,0.02,1.15,0.43
3.07,-0.06,1.14,0.42
3.18,-0.05,1.24,0.36
3.34,-0.05,1.29,0.33
3.50,0.05,1.28,0.17
