T,M,E,C
0.50,1.00,-0.00,0.00
0.66,1.00,-0.00,0.00
0.82,1.00,-0.00,0.01
0.97,1.00,0.00,0.02
1.13,1.00,0.01,0.04
1.29,0.99,0.02,0.10
1.45,0.99,0.04,0.17
1.51,0.99,0.05,0.20
1.61,0.98,0.07,0.27
1.76,0.96,0.13,0.40
1.77,0.96,0.13,0.43
1.84,0.95,0.16,0.44
1.88,0.94,0.17,0.52
1.88,0.94,0.18,0.48
1.89,0.94,0.18,0.48
1.90,0.94,0.18,0.64
1.91,0.93,0.20,0.43
1.92,0.93,0.21,0.67
1.92,0.93,0.20,0.69
1.94,0.92,0.23,0.85
1.94,0.93,0.20,0.65
1.94,0.93,0.22,0.76
1.96,0.92,0.23,0.48
1.96,0.93,0.22,0.48
1.96,0.93,0.22,0.64
2.02,0.91,0.26,0.74
2.02,0.91,0.27,0.77
2.02,0.90,0.27,0.59
2.03,0.90,0.27,0.74
2.03,0.90,0.28,0.69
2.04,0.89,0.29,0.85
2.04,0.89,0.29,0.76
2.08,0.89,0.31,0.84
2.08,0.87,0.32,1.03
2.09,0.88,0.33,0.88
2.10,0.87,0.35,0.79
2.11,0.87,0.34,1.23
2.12,0.85,0.37,0.97
2.12,0.87,0.35,0.89
2.13,0.87,0.35,1.02
2.13,0.85,0.37,1.06
2.15,0.84,0.39,0.99
2.16,0.83,0.40,1.09
2.18,0.83,0.41,1.16
2.18,0.81,0.42,1.15
2.22,0.76,0.48,1.54
2.22,0.77,0.48,1.44
2.22,0.78,0.47,1.30
2.24,0.75,0.50,1.47
2.25,0.67,0.54,2.04
2.27,0.74,0.53,1.50
2.27,-0.26,0.58,2.35
2.29,0.05,0.62,2.07
2.29,0.63,0.60,1.74
2.29,0.69,0.58,1.57
2.32,0.60,0.63,1.78
2.33,0.57,0.65,1.50
2.33,-0.26,0.67,1.70
2.34,0.36,0.69,1.60
2.37,0.16,0.75,1.28
2.37,-0.26,0.73,1.60
2.39,0.28,0.77,1.35
2.40,0.11,0.77,1.51
2.42,-0.00,0.82,1.32
2.42,0.12,0.83,1.54
2.44,0.01,0.81,1.33
2.44,0.09,0.84,1.45
2.45,0.41,0.78,1.38
2.47,0.11,0.85,1.60
2.48,0.04,0.86,1.37
2.49,0.23,0.85,1.20
2.49,0.19,0.84,1.53
2.50,0.08,0.86,1.31
2.50,0.09,0.90,1.00
2.50,0.06,0.87,1.59
2.51,0.14,0.88,1.46
2.53,0.15,0.91,1.53
2.55,0.14,0.92,1.34
2.55,0.12,0.91,1.68
2.55,0.03,0.93,1.27
2.57,0.02,0.92,1.32
2.58,0.10,0.96,1.52
2.61,-0.01,0.97,1.43
2.63,0.07,0.97,1.16
2.63,0.06,0.99,1.39
2.67,0.10,1.00,1.34
2.68,0.04,1.01,1.31
2.71,0.00,1.03,1.14
2.78,0.05,1.07,0.99
2.81,-0.02,1.09,0.95
2.82,0.04,1.09,0.92
2.82,0.00,1.09,0.85
2.86,0.02,1.12,1.14
2.86,0.04,1.13,0.85
2.87,0.03,1.11,0.72
2.88,0.03,1.12,0.72
3.03,0.01,1.19,0.66
3.18,0.02,1.23,0.58
3.34,0.01,1.28,0.38
3.50,0.00,1.34,0.35
