T,M,E,C
0.50,1.00,-0.00,0.00
0.66,1.00,-0.00,0.00
0.82,1.00,-0.00,0.01
0.97,1.00,-0.00,0.02
1.13,1.00,0.00,0.05
1.29,0.99,0.02,0.10
1.41,0.99,0.03,0.18
1.45,0.99,0.03,0.14
1.47,0.99,0.04,0.15
1.52,0.98,0.05,0.21
1.61,0.98,0.08,0.25
1.73,0.97,0.10,0.35
1.74,0.96,0.12,0.42
1.75,0.96,0.12,0.40
1.76,0.96,0.12,0.34
1.77,0.96,0.12,0.38
1.77,0.96,0.12,0.34
1.83,0.95,0.16,0.51
1.88,0.94,0.17,0.39
1.92,0.94,0.20,0.57
1.95,0.92,0.24,0.82
2.01,0.90,0.26,0.74
2.01,0.90,0.27,0.74
2.02,0.88,0.29,1.11
2.04,0.91,0.27,0.87
2.04,0.90,0.27,0.63
2.05,0.89,0.29,0.91
2.06,0.89,0.30,0.77
2.07,0.88,0.32,1.00
2.07,0.88,0.31,0.82
2.08,0.85,0.32,1.49
2.10,0.88,0.32,0.89
2.11,0.86,0.35,0.91
2.12,0.87,0.35,0.90
2.12,0.84,0.38,1.19
2.13,0.85,0.35,1.27
2.14,0.85,0.37,0.98
2.16,0.78,0.44,1.38
2.19,0.82,0.42,1.07
2.19,0.80,0.44,1.32
2.21,0.78,0.44,1.46
2.21,-0.37,0.46,1.40
2.21,0.78,0.46,1.39
2.22,-0.08,0.49,1.52
2.22,0.29,0.49,1.67
2.22,0.77,0.47,1.59
2.22,0.76,0.48,1.69
2.23,0.77,0.47,1.47
2.24,0.77,0.48,1.37
2.24,0.27,0.51,1.88
2.24,0.77,0.49,1.41
2.25,0.10,0.52,1.61
2.26,0.04,0.54,1.38
2.26,0.73,0.52,1.47
2.26,0.51,0.52,1.74
2.27,0.68,0.55,1.69
2.28,0.60,0.60,1.86
2.29,0.14,0.59,1.97
2.30,0.68,0.58,1.57
2.30,0.43,0.64,1.68
2.30,0.66,0.58,1.73
2.31,-0.08,0.61,1.50
2.32,0.25,0.62,1.75
2.35,0.20,0.69,1.89
2.35,-0.33,0.67,1.65
2.39,0.47,0.72,1.65
2.39,-0.02,0.76,1.43
2.40,0.00,0.79,1.31
2.45,-0.06,0.83,1.31
2.47,0.18,0.86,1.49
2.47,0.25,0.84,1.12
2.49,0.14,0.86,1.24
2.49,0.09,0.90,1.61
2.50,-0.15,0.87,0.84
2.51,-0.20,0.88,1.01
2.52,0.06,0.91,1.03
2.53,0.16,0.91,1.24
2.53,0.46,0.86,0.70
2.54,0.19,0.92,1.38
2.55,0.12,0.93,0.57
2.57,0.06,0.92,1.13
2.59,0.10,0.95,1.06
2.59,-0.01,0.94,1.09
2.64,0.07,0.98,0.89
2.64,-0.09,0.96,0.70
2.64,0.15,0.93,0.80
2.67,0.12,1.01,0.85
2.67,0.07,1.03,0.74
2.70,0.05,1.02,0.95
2.71,0.06,1.01,0.84
2.71,-0.04,0.99,0.87
2.76,0.01,1.05,0.71
2.87,-0.03,1.13,0.69
2.90,-0.00,1.13,0.56
2.96,0.06,1.15,0.63
2.98,-0.00,1.15,0.46
3.03,0.03,1.19,0.57
3.18,0.05,1.25,0.55
3.34,0.01,1.28,0.44
3.50,0.01,1.34,0.23
