T,M,E,C
0.50,1.00,-0.01,0.00
0.66,1.00,-0.01,0.00
0.82,1.00,-0.01,0.00
0.97,1.00,-0.01,0.02
1.13,1.00,-0.01,0.05
1.29,1.00,0.00,0.06
1.45,0.99,0.03,0.19
1.61,0.98,0.06,0.22
1.65,0.97,0.08,0.31
1.69,0.97,0.09,0.36
1.76,0.96,0.11,0.35
1.76,0.96,0.11,0.38
1.79,0.96,0.12,0.42
1.81,0.96,0.12,0.46
1.86,0.95,0.16,0.52
1.87,0.94,0.17,0.46
1.89,0.93,0.20,0.72
1.89,0.94,0.18,0.52
1.90,0.92,0.20,0.88
1.92,0.92,0.20,0.99
1.95,0.94,0.18,0.50
1.97,0.92,0.22,0.64
1.98,0.93,0.21,0.50
2.01,0.90,0.24,0.74
2.01,0.91,0.24,0.76
2.03,0.91,0.25,0.79
2.03,0.92,0.21,0.64
2.04,0.89,0.28,0.73
2.06,0.87,0.32,1.01
2.07,0.89,0.30,0.69
2.08,0.86,0.32,1.03
2.08,0.87,0.30,1.14
2.09,0.90,0.28,0.71
2.11,0.88,0.32,0.89
2.11,0.86,0.32,1.11
2.12,0.86,0.34,1.16
2.12,0.86,0.35,1.01
2.12,0.86,0.35,1.23
2.13,0.86,0.35,0.86
2.14,0.87,0.34,0.81
2.15,0.84,0.37,1.00
2.15,0.87,0.34,0.86
2.18,0.43,0.42,1.31
2.18,0.11,0.42,1.29
2.20,-0.44,0.44,1.13
2.21,-0.72,0.43,1.16
2.21,-0.01,0.47,1.42
2.21,-0.11,0.47,1.27
2.23,0.51,0.47,1.17
2.24,-0.30,0.48,1.28
2.24,0.54,0.52,1.34
2.24,-0.70,0.50,1.41
2.25,-0.36,0.47,1.24
2.26,0.16,0.51,1.24
2.29,0.35,0.54,1.26
2.31,0.07,0.60,1.51
2.31,-0.46,0.58,1.39
2.31,0.18,0.55,1.11
2.31,0.47,0.57,1.45
2.32,0.05,0.58,1.38
2.33,-0.02,0.61,1.52
2.34,0.13,0.64,1.49
2.34,0.36,0.57,1.27
2.35,-0.23,0.64,1.45
2.37,0.16,0.65,1.33
2.39,0.09,0.70,1.42
2.39,0.08,0.69,1.30
2.39,0.32,0.70,1.37
2.39,0.24,0.77,1.45
2.41,0.10,0.72,1.46
2.41,0.26,0.70,1.28
2.41,0.39,0.71,1.26
2.42,-0.18,0.78,1.21
2.43,0.22,0.77,1.33
2.45,-0.11,0.78,1.15
2.45,-0.18,0.71,1.24
2.45,0.23,0.76,1.07
2.46,0.11,0.81,1.16
2.46,-0.28,0.81,1.08
2.47,-0.50,0.75,1.24
2.47,-0.00,0.74,1.20
2.47,0.14,0.80,1.49
2.49,0.09,0.83,0.98
2.55,-0.10,0.89,0.94
2.56,-0.23,0.90,0.78
2.57,-0.06,0.92,1.05
2.62,0.16,0.96,0.97
2.66,0.08,1.00,0.75
2.71,0.18,0.97,0.80
2.74,-0.08,1.03,0.73
2.80,0.05,1.02,0.73
2.80,0.10,1.10,0.69
2.85,0.10,1.09,0.46
2.87,0.05,1.11,0.47
2.96,0.04,1.17,0.44
3.03,0.04,1.17,0.43
3.06,0.01,1.19,0.39
3.18,0.02,1.23,0.30
3.34,-0.04,1.28,0.28
3.50,-0.02,1.33,0.29
