T,M,E,C
0.50,1.00,-0.00,0.00
0.66,1.00,-0.00,0.00
0.82,1.00,-0.00,0.01
0.97,1.00,-0.00,0.02
1.13,1.00,0.00,0.04
1.29,1.00,0.02,0.08
1.45,0.99,0.04,0.17
1.53,0.99,0.05,0.17
1.61,0.98,0.07,0.27
1.61,0.98,0.07,0.25
1.70,0.97,0.10,0.43
1.76,0.96,0.12,0.36
1.76,0.96,0.12,0.35
1.77,0.96,0.12,0.35
1.77,0.96,0.13,0.40
1.82,0.95,0.15,0.54
1.86,0.95,0.16,0.58
1.88,0.94,0.17,0.55
1.89,0.94,0.18,0.56
1.90,0.93,0.19,0.56
1.90,0.93,0.20,0.47
1.92,0.94,0.19,0.43
1.92,0.93,0.20,0.58
1.93,0.93,0.20,0.51
1.94,0.92,0.23,0.77
1.95,0.93,0.22,0.61
1.95,0.93,0.22,0.70
1.98,0.92,0.23,0.46
1.99,0.92,0.24,0.59
1.99,0.92,0.24,0.84
2.02,0.91,0.26,0.94
2.05,0.89,0.29,0.83
2.06,0.89,0.30,0.80
2.07,0.88,0.30,1.01
2.07,0.88,0.31,0.87
2.08,0.88,0.31,0.80
2.11,0.85,0.36,1.18
2.12,0.86,0.35,0.92
2.12,0.86,0.35,0.91
2.17,0.82,0.41,1.31
2.18,0.80,0.43,1.25
2.18,0.79,0.44,1.40
2.20,0.79,0.45,1.36
2.22,0.75,0.49,1.72
2.23,0.74,0.50,1.21
2.24,0.73,0.51,1.52
2.24,0.64,0.55,1.99
2.25,0.75,0.51,1.50
2.25,0.69,0.53,1.91
2.25,0.76,0.51,1.57
2.27,0.54,0.56,2.15
2.27,0.45,0.55,2.09
2.27,-0.16,0.57,2.30
2.27,-0.57,0.58,2.10
2.27,0.18,0.58,1.88
2.29,0.64,0.58,1.91
2.30,0.16,0.64,1.85
2.30,0.24,0.67,1.96
2.34,0.39,0.70,1.82
2.36,0.30,0.75,1.35
2.36,0.13,0.73,1.47
2.36,0.17,0.74,1.95
2.38,0.31,0.75,1.40
2.39,0.29,0.73,1.80
2.39,0.04,0.75,1.73
2.39,-0.04,0.78,1.50
2.40,0.28,0.77,1.74
2.41,0.33,0.78,1.18
2.41,0.08,0.80,1.87
2.41,0.04,0.80,1.19
2.42,0.17,0.81,1.31
2.42,0.12,0.81,1.36
2.43,0.32,0.80,1.46
2.45,0.08,0.83,1.20
2.45,0.04,0.83,1.35
2.46,0.08,0.85,1.34
2.48,-0.04,0.86,1.28
2.49,0.12,0.86,1.25
2.49,0.07,0.89,1.50
2.52,0.17,0.90,2.09
2.52,0.03,0.89,1.48
2.55,0.11,0.94,1.31
2.57,0.17,0.96,1.43
2.59,0.03,0.97,1.41
2.60,0.14,0.96,1.38
2.61,-0.07,0.97,1.18
2.64,0.06,0.97,1.56
2.68,0.06,1.01,1.32
2.68,0.13,1.02,0.93
2.71,0.09,1.00,1.23
2.75,0.12,1.06,0.81
2.75,0.00,1.05,0.74
2.79,0.04,1.06,0.91
2.87,0.03,1.11,0.71
2.88,0.02,1.13,0.80
2.92,0.02,1.13,0.67
3.03,0.04,1.18,0.61
3.18,-0.00,1.24,0.47
3.34,0.01,1.29,0.48
3.50,0.01,1.33,0.39
