T,M,E,C
0.50,1.00,-0.00,0.00
0.66,1.00,-0.00,0.00
0.82,1.00,-0.00,0.00
0.97,1.00,0.00,0.02
1.13,1.00,0.01,0.05
1.29,1.00,0.02,0.09
1.34,0.99,0.02,0.10
1.45,0.99,0.04,0.17
1.58,0.98,0.06,0.26
1.61,0.98,0.07,0.26
1.68,0.97,0.09,0.30
1.70,0.97,0.10,0.36
1.76,0.96,0.12,0.35
1.77,0.96,0.12,0.44
1.83,0.95,0.15,0.44
1.83,0.95,0.15,0.73
1.84,0.95,0.16,0.53
1.86,0.95,0.16,0.55
1.87,0.95,0.17,0.52
1.90,0.93,0.20,0.63
1.92,0.94,0.19,0.50
1.95,0.93,0.21,0.55
1.95,0.93,0.22,0.58
1.97,0.92,0.23,0.67
1.99,0.91,0.25,0.52
1.99,0.92,0.24,0.78
2.00,0.91,0.26,0.66
2.01,0.91,0.26,0.70
2.04,0.90,0.28,0.82
2.05,0.89,0.30,1.03
2.06,0.89,0.30,0.76
2.08,0.89,0.31,0.82
2.08,0.87,0.33,0.94
2.08,0.87,0.32,1.12
2.08,0.88,0.31,0.84
2.10,0.88,0.33,0.92
2.10,0.85,0.34,1.17
2.10,0.86,0.34,0.88
2.12,0.86,0.35,0.93
2.12,0.87,0.34,0.93
2.12,0.86,0.36,0.97
2.14,0.85,0.37,0.91
2.14,0.84,0.39,0.93
2.15,0.84,0.38,1.12
2.16,0.84,0.38,0.95
2.16,0.82,0.40,1.51
2.18,0.79,0.43,1.59
2.19,0.81,0.43,1.21
2.19,0.80,0.44,1.23
2.19,0.80,0.44,1.27
2.20,0.80,0.44,1.23
2.22,0.79,0.46,1.30
2.24,0.70,0.52,2.02
2.24,0.75,0.50,1.35
2.24,0.72,0.52,1.91
2.26,0.70,0.54,1.45
2.29,0.21,0.58,1.87
2.29,0.69,0.57,1.62
2.29,0.61,0.59,1.94
2.31,0.61,0.62,1.76
2.33,0.48,0.65,1.98
2.34,0.49,0.68,1.68
2.35,0.02,0.69,1.56
2.36,0.15,0.72,1.79
2.37,0.42,0.72,1.80
2.38,0.26,0.74,1.39
2.38,-0.22,0.75,1.62
2.39,-0.07,0.77,1.43
2.39,-0.22,0.75,1.95
2.39,0.05,0.80,1.24
2.39,-0.12,0.75,1.75
2.39,-0.06,0.75,1.38
2.40,0.29,0.77,1.67
2.43,0.10,0.81,1.45
2.46,0.19,0.85,1.05
2.51,-0.07,0.90,1.44
2.51,0.05,0.88,1.35
2.51,0.22,0.89,1.39
2.52,0.17,0.90,1.43
2.53,0.14,0.91,1.28
2.53,0.12,0.90,1.35
2.55,0.27,0.90,1.28
2.56,0.04,0.94,1.00
2.56,0.26,0.90,1.36
2.57,-0.04,0.93,1.13
2.57,0.01,0.93,1.42
2.61,0.09,0.98,1.13
2.68,0.13,1.02,1.12
2.68,-0.01,1.02,0.94
2.71,0.05,1.02,1.21
2.72,-0.01,1.05,0.97
2.86,0.01,1.09,1.02
2.87,0.05,1.11,0.76
2.92,-0.01,1.14,0.82
3.03,0.03,1.18,0.55
3.14,0.00,1.21,0.54
3.18,0.04,1.22,0.56
3.22,0.01,1.27,0.62
3.34,0.01,1.29,0.39
3.50,0.01,1.33,0.41
