T,M,E,C
0.50,1.00,-0.00,0.00
0.66,1.00,-0.00,0.00
0.82,1.00,-0.00,0.01
0.97,1.00,0.00,0.02
1.13,1.00,0.01,0.06
1.29,0.99,0.02,0.11
1.43,0.99,0.03,0.16
1.45,0.99,0.04,0.15
1.61,0.98,0.07,0.25
1.64,0.98,0.07,0.27
1.68,0.97,0.09,0.32
1.71,0.97,0.10,0.34
1.72,0.97,0.11,0.36
1.76,0.96,0.13,0.46
1.76,0.96,0.13,0.41
1.85,0.95,0.16,0.63
1.86,0.95,0.16,0.41
1.87,0.95,0.16,0.52
1.87,0.95,0.16,0.58
1.92,0.94,0.18,0.45
1.97,0.92,0.23,0.56
1.99,0.92,0.24,0.56
1.99,0.91,0.25,0.67
1.99,0.92,0.24,0.56
2.00,0.92,0.25,0.58
2.01,0.90,0.26,0.80
2.02,0.91,0.26,0.75
2.02,0.89,0.28,0.82
2.03,0.91,0.26,0.77
2.04,0.90,0.28,0.88
2.05,0.90,0.28,0.80
2.08,0.89,0.31,0.83
2.10,0.87,0.34,0.84
2.10,0.87,0.34,1.10
2.13,0.85,0.37,1.15
2.14,0.85,0.38,0.94
2.14,0.83,0.38,0.99
2.15,0.85,0.37,0.74
2.16,0.81,0.42,1.31
2.17,0.82,0.42,1.04
2.18,0.79,0.43,1.56
2.18,0.82,0.41,1.12
2.18,0.82,0.42,1.33
2.18,0.82,0.42,1.00
2.19,0.79,0.44,1.49
2.20,0.79,0.45,1.40
2.23,0.76,0.49,1.38
2.24,0.74,0.51,1.48
2.25,0.75,0.51,1.39
2.25,0.61,0.51,1.49
2.25,0.75,0.51,1.27
2.27,0.73,0.53,1.45
2.28,0.62,0.58,1.67
2.29,-0.06,0.58,1.90
2.32,0.16,0.67,1.86
2.33,-0.26,0.65,2.08
2.34,0.52,0.65,1.92
2.34,0.31,0.67,1.83
2.36,0.43,0.70,1.64
2.37,0.18,0.73,1.34
2.37,-0.26,0.75,1.76
2.37,0.42,0.74,1.44
2.37,-0.15,0.74,1.60
2.38,0.35,0.75,1.34
2.39,-0.16,0.74,1.22
2.39,-0.07,0.78,1.29
2.39,-0.20,0.77,1.39
2.43,0.08,0.81,1.53
2.44,0.17,0.84,1.20
2.45,0.36,0.79,1.27
2.47,-0.04,0.84,1.38
2.47,0.12,0.85,1.27
2.47,0.10,0.87,1.48
2.47,0.07,0.86,1.35
2.49,0.09,0.85,1.45
2.50,0.29,0.87,1.26
2.53,0.15,0.90,1.46
2.53,0.14,0.88,1.26
2.55,0.11,0.89,1.50
2.56,0.02,0.92,0.97
2.56,0.13,0.92,1.34
2.56,0.07,0.94,0.89
2.59,0.08,0.95,1.29
2.62,-0.06,0.98,0.96
2.65,0.05,0.99,0.94
2.67,-0.03,1.02,0.82
2.68,0.08,1.00,0.86
2.69,-0.03,1.01,0.98
2.70,0.03,1.04,0.97
2.71,0.05,1.02,0.91
2.72,0.01,1.03,0.87
2.76,0.05,1.05,0.81
2.76,0.02,1.05,0.86
2.80,-0.01,1.08,0.76
2.81,0.08,1.08,1.14
2.87,0.06,1.12,0.88
3.03,0.02,1.17,0.60
3.18,0.04,1.25,0.51
3.34,-0.02,1.28,0.39
3.50,0.03,1.34,0.36
