T,M,E,C
0.50,1.00,-0.01,0.00
0.66,1.00,-0.01,0.00
0.82,1.00,-0.01,0.00
0.97,1.00,-0.00,0.04
1.13,1.00,-0.00,0.03
1.29,1.00,0.01,0.09
1.45,0.99,0.04,0.17
1.61,0.98,0.07,0.29
1.64,0.98,0.07,0.30
1.76,0.96,0.13,0.45
1.78,0.96,0.13,0.38
1.79,0.96,0.13,0.54
1.79,0.96,0.13,0.33
1.83,0.95,0.16,0.56
1.85,0.95,0.14,0.52
1.89,0.94,0.17,0.57
1.90,0.94,0.18,0.52
1.92,0.94,0.18,0.50
1.94,0.93,0.20,0.59
1.96,0.92,0.23,0.58
1.97,0.92,0.23,0.83
2.00,0.92,0.23,0.59
2.01,0.90,0.25,0.76
2.04,0.90,0.27,0.62
2.04,0.91,0.26,0.67
2.05,0.91,0.27,0.68
2.05,0.90,0.28,0.77
2.05,0.91,0.27,0.69
2.06,0.90,0.28,0.75
2.06,0.88,0.31,0.70
2.06,0.90,0.28,0.78
2.08,0.88,0.31,0.94
2.08,0.86,0.34,1.14
2.10,-0.24,0.39,1.83
2.10,0.87,0.34,0.95
2.11,0.85,0.37,1.04
2.12,0.86,0.35,1.10
2.12,0.87,0.35,0.97
2.14,0.83,0.39,1.29
2.14,0.85,0.38,1.09
2.15,0.85,0.37,1.12
2.15,0.83,0.38,1.14
2.15,0.69,0.45,1.88
2.15,0.86,0.36,0.91
2.15,0.84,0.38,1.03
2.17,0.80,0.41,1.56
2.17,0.84,0.40,0.85
2.17,0.02,0.42,1.30
2.18,0.83,0.40,1.12
2.21,-0.52,0.46,1.51
2.21,0.79,0.45,1.27
2.22,-0.26,0.45,1.25
2.23,0.68,0.50,1.52
2.24,0.21,0.49,1.41
2.25,0.76,0.49,1.30
2.25,0.15,0.50,1.25
2.26,0.69,0.53,1.64
2.27,0.63,0.55,1.72
2.27,0.18,0.55,1.41
2.28,-0.65,0.54,1.35
2.28,0.22,0.59,1.55
2.28,-0.05,0.58,1.59
2.28,-0.46,0.56,1.36
2.30,-0.17,0.58,1.49
2.36,-0.02,0.67,1.62
2.39,-0.04,0.75,1.13
2.40,0.09,0.76,0.98
2.40,-0.38,0.70,1.61
2.41,-0.06,0.75,1.60
2.44,-0.18,0.79,1.07
2.44,0.10,0.83,1.03
2.47,0.11,0.84,1.24
2.47,0.01,0.88,1.29
2.47,0.05,0.92,0.86
2.48,0.30,0.87,1.08
2.51,0.27,0.89,0.84
2.54,0.33,0.87,1.09
2.55,-0.11,0.87,0.92
2.55,0.07,0.84,1.34
2.56,0.01,0.88,0.65
2.57,-0.08,0.93,0.95
2.61,-0.11,1.00,0.73
2.61,0.19,0.99,1.16
2.61,0.25,0.97,0.95
2.66,0.04,0.97,0.68
2.69,0.04,0.98,0.79
2.71,0.02,1.04,0.70
2.71,0.16,1.03,0.92
2.73,-0.13,1.03,0.63
2.76,-0.02,1.06,0.55
2.76,0.03,1.11,0.55
2.78,0.04,1.08,0.59
2.78,0.01,1.07,1.02
2.82,0.03,1.09,0.77
2.87,0.01,1.12,0.58
2.94,-0.00,1.15,0.54
3.03,0.02,1.20,0.45
3.18,0.00,1.25,0.34
3.34,0.01,1.30,0.34
3.50,0.04,1.32,0.22
