T,M,E,C
0.50,1.00,-0.00,0.00
0.66,1.00,-0.00,0.00
0.82,1.00,-0.00,0.01
0.97,1.00,-0.00,0.03
1.13,1.00,0.00,0.05
1.29,1.00,0.01,0.08
1.45,0.99,0.04,0.20
1.61,0.98,0.07,0.29
1.61,0.98,0.06,0.27
1.64,0.98,0.08,0.32
1.67,0.97,0.09,0.28
1.69,0.97,0.10,0.34
1.76,0.96,0.12,0.53
1.80,0.95,0.15,0.34
1.81,0.95,0.15,0.43
1.84,0.95,0.15,0.37
1.84,0.95,0.16,0.48
1.88,0.95,0.16,0.46
1.90,0.94,0.18,0.52
1.91,0.94,0.19,0.52
1.91,0.94,0.18,0.51
1.92,0.93,0.20,0.59
1.92,0.93,0.20,0.53
1.96,0.92,0.22,0.62
1.97,0.92,0.22,0.57
1.99,0.91,0.26,0.68
2.00,0.92,0.23,0.57
2.00,0.91,0.25,0.72
2.02,0.91,0.25,0.66
2.02,0.90,0.27,0.81
2.03,0.89,0.29,0.87
2.03,0.90,0.27,0.92
2.04,0.87,0.32,0.91
2.05,0.90,0.28,0.77
2.06,0.88,0.31,1.18
2.06,0.90,0.28,0.78
2.07,0.88,0.31,1.07
2.07,0.87,0.32,0.95
2.07,0.88,0.32,0.86
2.08,0.88,0.31,0.88
2.09,0.87,0.33,0.97
2.09,0.87,0.34,1.18
2.10,0.86,0.33,1.23
2.10,0.88,0.33,0.81
2.13,0.86,0.36,1.04
2.14,0.84,0.39,0.99
2.15,0.84,0.38,1.09
2.17,0.83,0.40,1.19
2.17,0.83,0.41,1.29
2.18,0.84,0.40,1.02
2.18,0.82,0.42,1.14
2.19,0.82,0.42,1.09
2.20,0.81,0.44,1.06
2.20,0.81,0.44,1.17
2.21,0.31,0.47,1.67
2.21,0.76,0.47,1.52
2.21,0.78,0.46,1.46
2.21,0.80,0.45,1.34
2.24,0.78,0.47,1.16
2.26,0.71,0.53,1.63
2.26,0.23,0.56,1.83
2.27,0.68,0.56,1.72
2.29,0.43,0.59,1.96
2.31,-0.43,0.62,1.44
2.31,0.11,0.64,1.72
2.34,-0.00,0.69,1.85
2.35,0.01,0.68,1.66
2.35,0.16,0.68,1.66
2.35,0.05,0.69,1.64
2.36,0.44,0.67,1.83
2.36,0.20,0.69,1.44
2.38,-0.25,0.69,1.27
2.38,-0.07,0.69,1.74
2.39,0.24,0.80,1.23
2.39,-0.11,0.76,1.18
2.42,-0.07,0.79,1.48
2.43,-0.04,0.81,1.27
2.45,0.18,0.83,1.42
2.45,0.22,0.82,1.67
2.45,0.29,0.84,1.28
2.47,0.17,0.83,1.48
2.51,0.20,0.88,1.54
2.52,0.07,0.87,1.01
2.53,-0.04,0.91,1.18
2.54,0.05,0.93,0.88
2.55,0.15,0.87,1.24
2.59,0.06,0.93,0.84
2.59,0.03,0.96,0.87
2.62,0.06,1.00,0.98
2.63,-0.05,0.96,1.31
2.63,-0.03,0.96,0.92
2.67,0.16,1.02,0.80
2.71,0.06,1.02,0.87
2.72,0.10,1.02,0.94
2.74,0.07,1.05,0.69
2.87,-0.00,1.11,0.61
3.03,-0.05,1.17,0.63
3.18,0.00,1.22,0.49
3.34,-0.02,1.31,0.47
3.50,-0.02,1.32,0.30
