T,M,E,C
0.50,1.00,-0.03,0.00
0.66,1.00,-0.03,0.00
0.82,1.00,-0.03,0.00
0.97,1.00,-0.03,0.00
1.13,1.00,-0.02,0.07
1.29,0.99,-0.01,0.10
1.45,0.99,-0.00,0.12
1.61,0.98,0.05,0.25
1.67,0.98,0.05,0.25
1.68,0.97,0.08,0.31
1.68,0.98,0.03,0.20
1.69,0.97,0.06,0.27
1.71,0.97,0.08,0.49
1.76,0.95,0.12,0.61
1.86,0.93,0.17,0.65
1.87,0.94,0.17,0.63
1.87,0.93,0.18,0.64
1.88,0.94,0.14,0.50
1.90,0.95,0.13,0.48
1.90,0.94,0.15,0.44
1.90,0.94,0.17,0.49
1.92,0.93,0.18,0.63
1.92,0.94,0.17,0.55
1.97,0.93,0.18,0.61
1.97,0.92,0.20,0.57
1.99,0.92,0.21,0.66
1.99,0.92,0.21,0.67
2.04,0.90,0.26,0.76
2.04,0.91,0.23,0.74
2.05,0.88,0.30,0.81
2.06,0.91,0.25,0.74
2.06,-0.66,0.35,1.23
2.07,0.90,0.25,0.69
2.07,0.87,0.30,0.85
2.08,0.48,0.26,0.72
2.08,0.89,0.26,0.82
2.09,0.89,0.28,0.77
2.09,0.90,0.26,0.71
2.09,-0.06,0.29,0.81
2.12,0.85,0.34,0.83
2.13,-0.48,0.31,1.02
2.15,0.87,0.32,0.84
2.15,-0.07,0.34,0.93
2.15,0.02,0.37,0.96
2.16,0.50,0.31,0.80
2.19,0.78,0.38,1.07
2.20,0.02,0.38,0.92
2.20,0.81,0.41,1.05
2.21,0.03,0.39,0.95
2.24,-0.31,0.39,1.02
2.24,-0.22,0.45,1.09
2.25,-0.41,0.47,1.16
2.25,0.03,0.49,1.17
2.25,-0.57,0.44,1.03
2.26,0.25,0.46,1.14
2.26,-0.29,0.47,1.11
2.28,0.03,0.48,1.14
2.30,0.15,0.50,1.20
2.31,0.05,0.54,1.12
2.31,0.05,0.52,1.22
2.31,0.33,0.53,1.20
2.32,-0.38,0.56,1.29
2.33,0.21,0.54,1.12
2.33,0.25,0.52,1.09
2.37,0.19,0.62,1.19
2.38,0.00,0.66,1.20
2.39,-0.05,0.63,1.11
2.39,0.00,0.58,1.18
2.39,-0.35,0.59,1.18
2.39,0.24,0.61,1.25
2.41,-0.08,0.68,1.15
2.42,-0.02,0.68,1.13
2.44,-0.30,0.67,1.09
2.44,-0.46,0.68,1.04
2.44,0.46,0.65,1.04
2.44,0.13,0.63,1.10
2.45,-0.22,0.71,1.07
2.46,-0.52,0.63,0.92
2.49,0.01,0.69,1.13
2.53,0.14,0.79,0.85
2.55,0.19,0.76,1.10
2.55,0.33,0.84,1.21
2.55,0.14,0.89,0.98
2.56,0.07,0.81,0.80
2.61,0.06,0.95,0.80
2.62,-0.03,0.81,0.73
2.65,-0.13,0.92,0.86
2.65,0.11,0.94,0.70
2.71,0.17,0.94,0.96
2.73,0.27,0.90,0.94
2.77,-0.15,0.96,0.65
2.79,0.17,0.95,0.83
2.81,-0.07,1.02,0.67
2.87,0.17,1.02,0.65
2.88,-0.04,1.10,0.60
3.03,-0.02,1.20,0.35
3.07,-0.01,1.15,0.33
3.18,-0.01,1.27,0.39
3.34,-0.06,1.25,0.25
3.50,-0.01,1.31,0.27
